Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
1,LAA,2025-06-13,@,BAL,"L, 0-2",34,33,0,8,8,0,0,0,0,2,0,1,15,.242,.265,.242,.507,8,2,0,0,0,0,2025-06-13
2,ARI,2025-06-13,,SDP,"W, 5-1",36,31,5,7,4,1,0,2,5,0,0,3,9,.226,.306,.452,.757,14,0,1,0,1,0,2025-06-13
3,ATL,2025-06-13,,COL,"W, 12-4",42,36,12,15,11,2,0,2,11,1,0,3,10,.417,.429,.639,1.067,23,1,0,0,3,0,2025-06-13
4,BAL,2025-06-13,,LAA,"W, 2-0",32,29,2,6,3,1,0,2,2,0,0,3,6,.207,.281,.448,.730,13,2,0,0,0,1,2025-06-13
5,BOS,2025-06-13,,NYY,"W, 2-1 (10)",40,34,2,6,6,0,0,0,2,1,1,6,9,.176,.300,.176,.476,6,0,0,0,0,1,2025-06-13
6,CHC,2025-06-13,,PIT,"L, 1-2 (10)",39,36,1,8,6,2,0,0,1,1,0,3,7,.222,.282,.278,.560,10,1,0,0,0,0,2025-06-13
7,CHW,2025-06-13,@,TEX,"L, 1-3",35,33,1,6,4,2,0,0,1,0,0,2,9,.182,.229,.242,.471,8,0,0,0,0,0,2025-06-13
8,CIN,2025-06-13,@,DET,"L, 5-11",43,40,5,12,7,3,0,2,5,0,0,3,10,.300,.349,.525,.874,21,0,0,0,0,0,2025-06-13
9,CLE,2025-06-13,@,SEA,"L, 2-7",33,30,2,4,2,0,0,2,2,0,0,3,8,.133,.212,.333,.545,10,2,0,0,0,0,2025-06-13
10,COL,2025-06-13,@,ATL,"L, 4-12",43,37,4,14,11,2,0,1,4,0,0,4,8,.378,.465,.514,.979,19,4,2,0,0,0,2025-06-13
11,DET,2025-06-13,,CIN,"W, 11-5",45,38,11,16,9,3,0,4,11,1,0,5,5,.421,.489,.816,1.305,31,0,1,0,1,1,2025-06-13
12,MIA,2025-06-13,@,WSN,"W, 11-9",46,40,11,17,13,2,0,2,11,0,1,5,6,.425,.478,.625,1.103,25,1,0,0,1,0,2025-06-13
13,HOU,2025-06-13,,MIN,"W, 10-3",40,36,10,14,8,4,1,1,10,0,1,3,9,.389,.425,.639,1.064,23,1,0,0,1,0,2025-06-13
14,KCR,2025-06-13,,ATH,"L, 4-6",37,32,4,7,4,2,1,0,4,1,0,4,2,.219,.297,.344,.641,11,1,0,0,1,0,2025-06-13
15,LAD,2025-06-13,,SFG,"L, 2-6",32,27,2,2,1,0,0,1,2,0,0,4,5,.074,.188,.185,.373,5,1,0,0,1,0,2025-06-13
16,MIL,2025-06-13,,STL,"W, 3-2",30,28,3,5,4,1,0,0,3,1,1,1,8,.179,.200,.214,.414,6,0,0,0,1,0,2025-06-13
17,MIN,2025-06-13,@,HOU,"L, 3-10",34,33,3,8,4,1,0,3,3,0,0,1,8,.242,.265,.545,.810,18,2,0,0,0,0,2025-06-13
18,NYM,2025-06-13,,TBR,"L, 5-7",44,36,5,7,6,1,0,0,5,0,0,7,13,.194,.341,.222,.563,8,1,1,0,0,0,2025-06-13
19,NYY,2025-06-13,@,BOS,"L, 1-2 (10)",34,33,1,4,3,0,0,1,1,1,1,1,8,.121,.147,.212,.359,7,1,0,0,0,0,2025-06-13
20,ATH,2025-06-13,@,KCR,"W, 6-4",42,38,6,11,9,0,0,2,6,1,0,3,8,.289,.357,.447,.805,17,0,1,0,0,0,2025-06-13
21,PHI,2025-06-13,,TOR,"W, 8-0",38,32,8,10,5,4,0,1,8,0,0,5,10,.313,.395,.531,.926,17,0,0,0,1,0,2025-06-13
22,PIT,2025-06-13,@,CHC,"W, 2-1 (10)",37,32,2,6,4,2,0,0,2,3,1,3,7,.188,.250,.250,.500,8,2,0,1,1,0,2025-06-13
23,SDP,2025-06-13,@,ARI,"L, 1-5",33,31,1,6,5,1,0,0,0,0,0,2,5,.194,.242,.226,.468,7,2,0,0,0,0,2025-06-13
24,SEA,2025-06-13,,CLE,"W, 7-2",44,40,7,16,8,6,0,2,7,1,0,4,3,.400,.455,.700,1.155,28,0,0,0,0,0,2025-06-13
25,SFG,2025-06-13,@,LAD,"W, 6-2",41,36,6,10,4,3,0,3,6,0,0,5,9,.278,.366,.611,.977,22,0,0,0,0,0,2025-06-13
26,STL,2025-06-13,@,MIL,"L, 2-3",37,34,2,7,4,3,0,0,2,1,0,2,11,.206,.270,.294,.564,10,0,1,0,0,0,2025-06-13
27,TBR,2025-06-13,@,NYM,"W, 7-5",41,38,7,13,11,0,0,2,7,1,1,3,4,.342,.390,.500,.890,19,1,0,0,0,0,2025-06-13
28,TEX,2025-06-13,,CHW,"W, 3-1",34,28,3,7,4,2,0,1,3,0,0,4,3,.250,.353,.429,.782,12,1,1,0,1,0,2025-06-13
29,TOR,2025-06-13,@,PHI,"L, 0-8",35,32,0,5,5,0,0,0,0,0,0,3,7,.156,.229,.156,.385,5,1,0,0,0,0,2025-06-13
30,WSN,2025-06-13,,MIA,"L, 9-11",46,43,9,16,14,1,0,1,9,0,0,2,11,.372,.413,.465,.878,20,0,1,0,0,0,2025-06-13
31,BAL,2025-06-12,,DET,"L, 1-4",33,30,1,4,3,0,0,1,1,0,0,3,8,.133,.212,.233,.445,7,1,0,0,0,0,2025-06-12
32,CHC,2025-06-12,,PIT,"W, 3-2",29,28,3,4,2,0,0,2,3,0,0,1,9,.143,.172,.357,.530,10,0,0,0,0,0,2025-06-12
33,CHW,2025-06-12,@,HOU,"L, 3-4",39,37,3,10,5,3,1,1,3,1,0,1,16,.270,.308,.486,.794,18,0,1,0,0,0,2025-06-12
34,COL,2025-06-12,,SFG,"W, 8-7",43,37,8,10,7,2,0,1,8,0,0,6,8,.270,.372,.405,.777,15,0,0,0,0,0,2025-06-12
35,DET,2025-06-12,@,BAL,"W, 4-1",36,33,4,7,4,1,0,2,4,1,0,3,10,.212,.278,.424,.702,14,1,0,0,0,0,2025-06-12
36,HOU,2025-06-12,,CHW,"W, 4-3",35,33,4,10,5,4,0,1,4,1,0,2,6,.303,.343,.515,.858,17,1,0,0,0,0,2025-06-12
37,KCR,2025-06-12,,NYY,"L, 0-1",33,31,0,5,4,0,1,0,0,0,0,2,5,.161,.212,.226,.438,7,1,0,0,0,0,2025-06-12
38,MIL,2025-06-12,,STL,"W, 6-0",34,33,6,12,9,1,1,1,6,0,0,1,4,.364,.382,.545,.928,18,2,0,0,0,0,2025-06-12
39,MIN,2025-06-12,,TEX,"L, 3-16",38,35,3,8,6,2,0,0,3,0,0,3,9,.229,.289,.286,.575,10,0,0,0,0,0,2025-06-12
