Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,KCR,2025-06-05 (2),@,STL,"W, 7-5",9.0,7,5,5,0,1,4,0,13,2,0,0,39,13
2,STL,2025-06-05 (2),,KCR,"L, 5-7",9.0,12,7,7,0,2,3,0,6,0,0,0,41,15
3,KCR,2025-06-05 (1),@,STL,"L, 5-6 (10)",9.1,8,6,4,2,1,3,1,3,1,0,0,40,12
4,STL,2025-06-05 (1),,KCR,"W, 6-5 (10)",10.0,12,5,4,1,1,2,1,4,0,0,0,43,14
5,ARI,2025-06-05,@,ATL,"W, 11-10",9.0,12,10,9,1,3,4,0,9,0,0,1,41,16
6,ATL,2025-06-05,,ARI,"L, 10-11",9.0,12,11,11,0,3,6,0,7,0,0,0,43,19
7,BAL,2025-06-05,@,SEA,"W, 4-3",9.0,9,3,3,0,1,0,0,12,0,0,0,36,9
8,CHC,2025-06-05,@,WSN,"W, 7-1",9.0,8,1,0,1,0,1,0,1,1,0,0,36,10
9,CHW,2025-06-05,,DET,"W, 3-2 (10)",10.0,8,2,2,0,1,4,1,9,0,0,1,40,12
10,CLE,2025-06-05,@,NYY,"L, 0-4",8.0,10,4,4,0,1,3,2,5,1,0,0,37,14
11,DET,2025-06-05,@,CHW,"L, 2-3 (10)",9.1,11,3,2,1,0,6,1,5,0,0,0,42,17
12,HOU,2025-06-05,@,PIT,"W, 8-2",9.0,5,2,2,0,0,4,0,16,0,0,0,36,10
13,LAD,2025-06-05,,NYM,"W, 6-5",9.0,11,5,5,0,3,7,1,7,1,0,1,45,19
14,MIN,2025-06-05,@,ATH,"L, 3-14",8.0,17,14,14,0,4,6,0,9,0,0,1,47,23
15,NYM,2025-06-05,@,LAD,"L, 5-6",8.0,9,6,4,2,0,4,1,7,0,0,1,36,13
16,NYY,2025-06-05,,CLE,"W, 4-0",9.0,3,0,0,0,0,2,0,10,0,0,0,32,5
17,ATH,2025-06-05,,MIN,"W, 14-3",9.0,5,3,3,0,1,5,0,7,0,0,0,35,11
18,PHI,2025-06-05,@,TOR,"L, 1-9",8.0,14,9,9,0,1,2,0,4,0,0,0,39,16
19,PIT,2025-06-05,,HOU,"L, 2-8",9.0,10,8,8,0,2,2,0,7,0,0,0,39,12
20,SDP,2025-06-05,@,SFG,"L, 2-3",8.0,6,3,3,0,0,4,0,11,0,0,0,34,10
21,SEA,2025-06-05,,BAL,"L, 3-4",9.0,6,4,4,0,2,2,0,10,0,0,2,35,8
22,SFG,2025-06-05,,SDP,"W, 3-2",9.0,7,2,2,0,1,1,0,12,0,0,1,34,8
23,TBR,2025-06-05,,TEX,"W, 4-3",9.0,8,3,3,0,3,3,1,13,0,0,0,35,11
24,TEX,2025-06-05,@,TBR,"L, 3-4",8.2,7,4,4,0,1,2,0,11,0,0,1,35,9
25,TOR,2025-06-05,,PHI,"W, 9-1",9.0,5,1,1,0,0,2,0,8,0,0,0,34,7
26,WSN,2025-06-05,,CHC,"L, 1-7",9.0,15,7,7,0,2,4,0,7,0,0,0,47,20
27,LAA,2025-06-04,@,BOS,"L, 9-11",8.1,12,11,9,2,1,5,0,6,2,0,0,43,20
28,ARI,2025-06-04,@,ATL,"W, 2-1",9.0,3,1,1,0,0,5,1,13,1,0,1,36,9
29,ATL,2025-06-04,,ARI,"L, 1-2",9.0,5,2,2,0,0,7,0,12,1,0,0,39,13
30,BAL,2025-06-04,@,SEA,"W, 3-2",9.0,5,2,2,0,0,3,0,11,1,0,0,34,9
31,BOS,2025-06-04,,LAA,"W, 11-9",9.0,12,9,9,0,1,4,0,8,0,0,0,42,16
32,CHC,2025-06-04,@,WSN,"L, 0-2",8.0,4,2,2,0,1,1,0,6,0,0,0,28,5
33,CHW,2025-06-04,,DET,"L, 4-5",9.0,10,5,5,0,0,3,0,7,1,0,0,41,14
34,CIN,2025-06-04,,MIL,"L, 1-9",9.0,13,9,9,0,3,2,0,7,0,0,0,43,15
35,CLE,2025-06-04,@,NYY,"W, 4-0",9.0,5,0,0,0,0,3,0,10,0,0,0,33,9
36,COL,2025-06-04,@,MIA,"W, 3-2",9.0,5,2,0,2,0,0,0,6,1,0,0,31,7
37,DET,2025-06-04,@,CHW,"W, 5-4",9.0,7,4,4,0,0,2,0,7,0,0,0,35,10
38,MIA,2025-06-04,,COL,"L, 2-3",9.0,6,3,3,0,0,1,0,8,0,0,1,33,7
39,HOU,2025-06-04,@,PIT,"L, 0-3",8.0,8,3,3,0,0,2,0,7,1,0,0,33,11
40,LAD,2025-06-04,,NYM,"L, 1-6",9.0,4,6,5,1,2,4,0,7,2,0,0,37,10
41,MIL,2025-06-04,@,CIN,"W, 9-1",9.0,4,1,1,0,0,5,0,7,0,0,1,35,9
42,MIN,2025-06-04,@,ATH,"W, 6-1",9.0,5,1,1,0,0,4,0,14,0,0,0,35,9
43,NYM,2025-06-04,@,LAD,"W, 6-1",9.0,6,1,1,0,1,1,0,10,1,0,0,35,8
44,NYY,2025-06-04,,CLE,"L, 0-4",9.0,12,4,4,0,2,1,0,12,0,0,0,39,13
45,ATH,2025-06-04,,MIN,"L, 1-6",9.0,8,6,5,1,2,4,0,9,0,0,0,39,12
46,PHI,2025-06-04,@,TOR,"L, 1-2",8.2,5,2,2,0,0,0,0,4,0,0,1,31,5
47,PIT,2025-06-04,,HOU,"W, 3-0",9.0,7,0,0,0,0,1,0,12,0,0,0,34,8
48,SDP,2025-06-04,@,SFG,"L, 5-6",8.0,8,6,6,0,1,2,0,6,0,0,0,34,10
49,SEA,2025-06-04,,BAL,"L, 2-3",9.0,4,3,3,0,1,5,0,9,0,0,1,34,9
50,SFG,2025-06-04,,SDP,"W, 6-5",9.0,12,5,5,0,0,2,0,6,0,0,0,41,15
51,TBR,2025-06-04,,TEX,"W, 5-4",9.0,8,4,3,1,1,2,0,11,0,0,0,39,12
