Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,BAL,2025-06-12,,DET,"L, 1-4",9.0,7,4,4,0,2,3,0,10,0,0,0,36,10
2,CHC,2025-06-12,,PIT,"W, 3-2",9.0,4,2,2,0,0,3,0,10,1,0,0,34,8
3,CHW,2025-06-12,@,HOU,"L, 3-4",8.0,10,4,4,0,1,2,0,6,0,0,0,35,12
4,COL,2025-06-12,,SFG,"W, 8-7",9.0,11,7,7,0,1,7,0,9,0,0,2,43,18
5,DET,2025-06-12,@,BAL,"W, 4-1",9.0,4,1,1,0,1,3,0,8,0,0,0,33,7
6,HOU,2025-06-12,,CHW,"W, 4-3",9.0,10,3,3,0,1,1,0,16,1,0,1,39,12
7,KCR,2025-06-12,,NYY,"L, 0-1",9.0,5,1,0,1,0,4,0,7,0,0,0,35,9
8,MIL,2025-06-12,,STL,"W, 6-0",9.0,3,0,0,0,0,4,0,7,1,0,1,32,8
9,MIN,2025-06-12,,TEX,"L, 3-16",9.0,16,16,16,0,6,9,0,5,1,1,0,53,26
10,NYM,2025-06-12,,WSN,"W, 4-3",9.0,7,3,2,1,0,2,0,6,0,0,0,35,9
11,NYY,2025-06-12,@,KCR,"W, 1-0",9.0,5,0,0,0,0,2,0,5,0,0,0,33,7
12,PIT,2025-06-12,@,CHC,"L, 2-3",8.0,4,3,3,0,2,1,0,9,0,0,0,29,5
13,SFG,2025-06-12,@,COL,"L, 7-8",8.2,10,8,6,2,1,6,0,8,0,0,0,43,16
14,STL,2025-06-12,@,MIL,"L, 0-6",8.0,12,6,6,0,1,1,0,4,0,0,0,34,13
15,TEX,2025-06-12,@,MIN,"W, 16-3",9.0,8,3,3,0,0,3,0,9,0,0,0,38,11
16,WSN,2025-06-12,@,NYM,"L, 3-4",8.0,7,4,4,0,2,5,0,6,1,0,0,36,14
17,LAA,2025-06-11,,ATH,"W, 6-5",9.0,10,5,4,1,2,3,0,7,0,0,0,39,13
18,ARI,2025-06-11,,SEA,"W, 5-2",9.0,8,2,2,0,1,2,0,7,0,0,0,35,10
19,ATL,2025-06-11,@,MIL,"W, 6-2",9.0,5,2,2,0,1,0,0,9,0,0,0,31,5
20,BAL,2025-06-11,,DET,"W, 10-1",9.0,5,1,1,0,0,1,0,8,0,0,0,33,6
21,BOS,2025-06-11,,TBR,"W, 4-3",9.0,8,3,3,0,1,2,0,10,2,0,0,37,12
22,CHC,2025-06-11,@,PHI,"L, 2-7",8.0,10,7,7,0,2,3,0,9,0,0,0,36,13
23,CHW,2025-06-11,@,HOU,"L, 2-10",8.0,15,10,10,0,1,3,0,9,0,0,0,40,18
24,CIN,2025-06-11,@,CLE,"L, 2-11",8.0,13,11,11,0,2,2,0,12,2,0,0,39,17
25,CLE,2025-06-11,,CIN,"W, 11-2",9.0,5,2,2,0,2,2,0,7,1,0,0,34,8
26,COL,2025-06-11,,SFG,"L, 7-10",9.0,13,10,10,0,1,6,0,7,0,0,0,44,20
27,DET,2025-06-11,@,BAL,"L, 1-10",8.0,16,10,10,0,2,4,0,10,0,0,1,42,20
28,MIA,2025-06-11,@,PIT,"L, 2-5",8.0,7,5,4,1,1,4,0,8,1,0,0,34,12
29,HOU,2025-06-11,,CHW,"W, 10-2",9.0,8,2,2,0,0,1,0,12,0,0,0,35,9
30,KCR,2025-06-11,,NYY,"L, 3-6",9.0,8,6,6,0,1,5,0,7,0,0,0,39,13
31,LAD,2025-06-11,@,SDP,"W, 5-2",9.0,4,2,1,1,0,6,0,7,0,0,0,36,10
32,MIL,2025-06-11,,ATL,"L, 2-6",9.0,10,6,6,0,2,4,0,12,0,0,0,41,14
33,MIN,2025-06-11,,TEX,"W, 6-2",9.0,7,2,2,0,1,2,0,7,0,0,0,35,9
34,NYM,2025-06-11,,WSN,"W, 5-0",9.0,6,0,0,0,0,0,0,6,0,0,0,31,6
35,NYY,2025-06-11,@,KCR,"W, 6-3",9.0,8,3,2,1,1,3,0,9,0,1,0,37,11
36,ATH,2025-06-11,@,LAA,"L, 5-6",8.0,9,6,6,0,1,2,0,12,1,0,0,35,12
37,PHI,2025-06-11,,CHC,"W, 7-2",9.0,8,2,2,0,0,1,0,11,0,0,0,36,9
38,PIT,2025-06-11,,MIA,"W, 5-2",9.0,7,2,2,0,1,3,0,8,0,0,0,37,10
39,SDP,2025-06-11,,LAD,"L, 2-5",9.0,10,5,5,0,2,3,0,8,1,0,0,41,14
40,SEA,2025-06-11,@,ARI,"L, 2-5",8.0,10,5,5,0,2,1,0,5,0,0,0,35,11
41,SFG,2025-06-11,@,COL,"W, 10-7",9.0,13,7,5,2,1,3,0,6,0,0,1,42,17
42,STL,2025-06-11,,TOR,"L, 2-5",9.0,10,5,3,2,1,3,0,6,0,0,0,39,14
43,TBR,2025-06-11,@,BOS,"L, 3-4",8.0,9,4,4,0,4,0,0,8,1,0,0,34,10
44,TEX,2025-06-11,@,MIN,"L, 2-6",8.0,10,6,6,0,1,4,0,5,0,0,0,36,14
45,TOR,2025-06-11,@,STL,"W, 5-2",9.0,7,2,2,0,1,2,0,11,1,0,0,37,10
46,WSN,2025-06-11,@,NYM,"L, 0-5",8.0,7,5,5,0,3,4,0,5,2,0,0,36,13
