Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-07,,SEA,"W, 8-6",9.0,14,6,6,0,2,3,0,8,0,0,0,42,17
2,ARI,2025-06-07,@,CIN,"L, 1-13",8.0,11,13,13,0,2,7,0,6,1,0,0,43,19
3,ATL,2025-06-07,@,SFG,"L, 2-3",8.2,5,3,3,0,2,0,0,13,0,0,0,31,5
4,BAL,2025-06-07,@,ATH,"W, 7-4",9.0,8,4,4,0,0,8,0,14,1,0,0,43,17
5,BOS,2025-06-07,@,NYY,"W, 10-7",9.0,7,7,7,0,1,3,0,15,0,1,0,37,10
6,CHC,2025-06-07,@,DET,"W, 6-1",9.0,6,1,1,0,0,2,0,7,0,0,0,34,8
7,CHW,2025-06-07,,KCR,"W, 4-1",9.0,8,1,1,0,1,3,0,9,0,0,1,36,11
8,CIN,2025-06-07,,ARI,"W, 13-1",9.0,7,1,1,0,1,3,0,8,0,0,0,36,10
9,CLE,2025-06-07,,HOU,"L, 3-5 (10)",10.0,6,5,4,1,1,3,0,7,0,0,1,39,9
10,COL,2025-06-07,,NYM,"L, 1-8",9.0,12,8,8,0,3,2,0,5,1,0,0,42,16
11,DET,2025-06-07,,CHC,"L, 1-6",9.0,7,6,6,0,5,1,0,8,0,0,0,35,8
12,MIA,2025-06-07,@,TBR,"W, 11-10 (10)",10.0,9,10,9,1,5,2,0,8,1,0,0,43,13
13,HOU,2025-06-07,@,CLE,"W, 5-3 (10)",10.0,6,3,3,0,1,8,0,15,1,0,0,44,15
14,KCR,2025-06-07,@,CHW,"L, 1-4",8.0,9,4,4,0,2,1,0,9,0,0,1,34,10
15,LAD,2025-06-07,@,STL,"L, 1-2",8.0,9,2,2,0,0,2,0,11,1,0,0,36,12
16,MIL,2025-06-07,,SDP,"W, 4-3",9.0,8,3,3,0,0,4,0,10,0,0,0,39,12
17,MIN,2025-06-07,,TOR,"L, 4-5",9.0,10,5,5,0,2,2,0,6,0,0,0,39,12
18,NYM,2025-06-07,@,COL,"W, 8-1",9.0,10,1,1,0,1,0,0,9,0,0,0,36,11
19,NYY,2025-06-07,,BOS,"L, 7-10",9.0,14,10,10,0,1,5,0,8,1,0,0,45,20
20,ATH,2025-06-07,,BAL,"L, 4-7",9.0,11,7,6,1,2,4,0,8,1,0,0,42,17
21,PHI,2025-06-07,@,PIT,"L, 1-2",8.0,5,2,2,0,1,3,0,5,0,0,0,31,8
22,PIT,2025-06-07,,PHI,"W, 2-1",9.0,4,1,1,0,1,0,0,8,0,0,1,30,4
23,SDP,2025-06-07,@,MIL,"L, 3-4",8.0,8,4,2,2,1,5,0,2,0,0,0,35,13
24,SEA,2025-06-07,@,LAA,"L, 6-8",8.0,11,8,6,2,3,4,0,6,2,0,3,42,18
25,SFG,2025-06-07,,ATL,"W, 3-2",9.0,7,2,2,0,1,2,1,10,0,0,0,36,9
26,STL,2025-06-07,,LAD,"W, 2-1",9.0,9,1,1,0,0,5,0,6,0,0,1,40,14
27,TBR,2025-06-07,,MIA,"L, 10-11 (10)",10.0,13,11,10,1,1,3,0,9,0,0,0,42,16
28,TEX,2025-06-07,@,WSN,"W, 5-0",9.0,3,0,0,0,0,1,0,9,1,0,0,30,5
29,TOR,2025-06-07,@,MIN,"W, 5-4",9.0,7,4,4,0,2,4,0,7,1,0,0,37,12
30,WSN,2025-06-07,,TEX,"L, 0-5",9.0,8,5,4,1,0,4,0,8,0,1,0,38,12
