Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-04,@,BOS,"L, 9-11",8.1,12,11,9,2,1,5,0,6,2,0,0,43,20
2,ARI,2025-06-04,@,ATL,"W, 2-1",9.0,3,1,1,0,0,5,1,13,1,0,1,36,9
3,ATL,2025-06-04,,ARI,"L, 1-2",9.0,5,2,2,0,0,7,0,12,1,0,0,39,13
4,BAL,2025-06-04,@,SEA,"W, 3-2",9.0,5,2,2,0,0,3,0,11,1,0,0,34,9
5,BOS,2025-06-04,,LAA,"W, 11-9",9.0,12,9,9,0,1,4,0,8,0,0,0,42,16
6,CHC,2025-06-04,@,WSN,"L, 0-2",8.0,4,2,2,0,1,1,0,6,0,0,0,28,5
7,CHW,2025-06-04,,DET,"L, 4-5",9.0,10,5,5,0,0,3,0,7,1,0,0,41,14
8,CIN,2025-06-04,,MIL,"L, 1-9",9.0,13,9,9,0,3,2,0,7,0,0,0,43,15
9,CLE,2025-06-04,@,NYY,"W, 4-0",9.0,5,0,0,0,0,3,0,10,0,0,0,33,9
10,COL,2025-06-04,@,MIA,"W, 3-2",9.0,5,2,0,2,0,0,0,6,1,0,0,31,7
11,DET,2025-06-04,@,CHW,"W, 5-4",9.0,7,4,4,0,0,2,0,7,0,0,0,35,10
12,MIA,2025-06-04,,COL,"L, 2-3",9.0,6,3,3,0,0,1,0,8,0,0,1,33,7
13,HOU,2025-06-04,@,PIT,"L, 0-3",8.0,8,3,3,0,0,2,0,7,1,0,0,33,11
14,LAD,2025-06-04,,NYM,"L, 1-6",9.0,4,6,5,1,2,4,0,7,2,0,0,37,10
15,MIL,2025-06-04,@,CIN,"W, 9-1",9.0,4,1,1,0,0,5,0,7,0,0,1,35,9
16,MIN,2025-06-04,@,ATH,"W, 6-1",9.0,5,1,1,0,0,4,0,14,0,0,0,35,9
17,NYM,2025-06-04,@,LAD,"W, 6-1",9.0,6,1,1,0,1,1,0,10,1,0,0,35,8
18,NYY,2025-06-04,,CLE,"L, 0-4",9.0,12,4,4,0,2,1,0,12,0,0,0,39,13
19,ATH,2025-06-04,,MIN,"L, 1-6",9.0,8,6,5,1,2,4,0,9,0,0,0,39,12
20,PHI,2025-06-04,@,TOR,"L, 1-2",8.2,5,2,2,0,0,0,0,4,0,0,1,31,5
21,PIT,2025-06-04,,HOU,"W, 3-0",9.0,7,0,0,0,0,1,0,12,0,0,0,34,8
22,SDP,2025-06-04,@,SFG,"L, 5-6",8.0,8,6,6,0,1,2,0,6,0,0,0,34,10
23,SEA,2025-06-04,,BAL,"L, 2-3",9.0,4,3,3,0,1,5,0,9,0,0,1,34,9
24,SFG,2025-06-04,,SDP,"W, 6-5",9.0,12,5,5,0,0,2,0,6,0,0,0,41,15
25,TBR,2025-06-04,,TEX,"W, 5-4",9.0,8,4,3,1,1,2,0,11,0,0,0,39,12
26,TEX,2025-06-04,@,TBR,"L, 4-5",8.0,8,5,5,0,1,3,0,12,1,0,1,35,12
27,TOR,2025-06-04,,PHI,"W, 2-1",9.0,5,1,1,0,1,2,0,8,0,0,0,33,7
28,WSN,2025-06-04,,CHC,"W, 2-0",9.0,5,0,0,0,0,2,0,8,1,0,1,35,8
29,LAA,2025-06-03,@,BOS,"W, 4-3 (10)",10.0,10,3,3,0,1,7,1,10,0,0,0,43,17
30,ARI,2025-06-03,@,ATL,"W, 8-3",9.0,6,3,1,2,1,1,0,5,0,0,0,35,8
31,ATL,2025-06-03,,ARI,"L, 3-8",9.0,11,8,8,0,4,4,0,7,0,1,0,39,15
32,BAL,2025-06-03,@,SEA,"W, 5-1",9.0,7,1,1,0,1,1,0,8,0,0,0,33,8
33,BOS,2025-06-03,,LAA,"L, 3-4 (10)",10.0,7,4,3,1,0,3,0,6,1,0,0,41,12
34,CHC,2025-06-03,@,WSN,"W, 8-3",9.0,8,3,3,0,0,1,0,4,0,0,0,34,9
35,CHW,2025-06-03,,DET,"W, 8-1",9.0,7,1,1,0,0,4,0,10,0,0,0,37,11
36,CIN,2025-06-03,,MIL,"W, 4-2",9.0,5,2,2,0,1,3,0,9,0,0,0,36,9
37,CLE,2025-06-03,@,NYY,"L, 2-3",8.0,5,3,3,0,2,3,0,6,0,0,0,32,9
38,COL,2025-06-03,@,MIA,"W, 3-2",9.0,6,2,2,0,0,4,0,3,0,0,0,36,10
39,DET,2025-06-03,@,CHW,"L, 1-8",8.0,10,8,7,1,1,6,0,9,0,0,0,39,16
40,MIA,2025-06-03,,COL,"L, 2-3",9.0,7,3,3,0,1,1,0,5,1,0,0,37,10
41,HOU,2025-06-03,@,PIT,"W, 3-0",9.0,4,0,0,0,0,1,0,9,1,0,0,32,6
42,KCR,2025-06-03,@,STL,"W, 10-7",9.0,12,7,7,0,2,5,0,8,0,0,1,44,17
43,LAD,2025-06-03,,NYM,"W, 6-5 (10)",10.0,8,5,3,2,1,3,0,6,0,0,1,41,11
44,MIL,2025-06-03,@,CIN,"L, 2-4",8.0,8,4,4,0,2,5,1,10,0,0,0,36,13
45,MIN,2025-06-03,@,ATH,"W, 10-3",9.0,7,3,3,0,0,4,0,10,0,0,0,37,11
46,NYM,2025-06-03,@,LAD,"L, 5-6 (10)",9.1,7,6,5,1,2,4,1,12,0,0,0,39,11
47,NYY,2025-06-03,,CLE,"W, 3-2",9.0,7,2,2,0,0,2,0,9,0,0,0,35,9
48,ATH,2025-06-03,,MIN,"L, 3-10",9.0,12,10,10,0,3,5,0,14,2,0,1,46,19
49,PHI,2025-06-03,@,TOR,"W, 8-3",9.0,5,3,3,0,2,6,0,7,0,0,0,37,11
50,PIT,2025-06-03,,HOU,"L, 0-3",9.0,5,3,3,0,2,1,0,8,0,0,0,33,7
51,SDP,2025-06-03,@,SFG,"W, 3-2 (10)",10.0,6,2,2,0,1,3,0,4,0,0,0,38,10
52,SEA,2025-06-03,,BAL,"L, 1-5",9.0,13,5,5,0,1,2,0,4,0,0,0,39,15
53,SFG,2025-06-03,,SDP,"L, 2-3 (10)",10.0,10,3,2,1,0,6,0,8,1,0,1,45,17
54,STL,2025-06-03,,KCR,"L, 7-10",9.0,13,10,10,0,2,2,0,5,0,0,0,42,15
55,TBR,2025-06-03,,TEX,"W, 5-1",9.0,4,1,1,0,0,1,0,12,0,0,0,32,5
56,TEX,2025-06-03,@,TBR,"L, 1-5",8.0,8,5,5,0,2,2,0,9,0,0,1,34,10
57,TOR,2025-06-03,,PHI,"L, 3-8",9.0,11,8,7,1,3,4,0,10,1,0,0,43,16
58,WSN,2025-06-03,,CHC,"L, 3-8",9.0,9,8,8,0,1,5,0,9,0,0,0,42,14
59,LAA,2025-06-02,@,BOS,"W, 7-6",9.0,11,6,6,0,1,3,0,10,0,0,1,41,14
60,BOS,2025-06-02,,LAA,"L, 6-7",9.0,8,7,6,1,4,3,0,5,0,0,0,38,13
61,CHW,2025-06-02,,DET,"L, 1-13",9.0,16,13,13,0,5,4,0,7,0,0,0,46,20
62,CIN,2025-06-02,,MIL,"L, 2-3",9.0,5,3,3,0,1,3,0,7,0,0,0,34,8
63,COL,2025-06-02,@,MIA,"W, 6-4",9.0,11,4,3,1,0,2,0,8,0,0,0,40,14
64,DET,2025-06-02,@,CHW,"W, 13-1",9.0,5,1,1,0,0,2,0,5,1,0,0,33,8
65,MIA,2025-06-02,,COL,"L, 4-6",9.0,12,6,5,1,2,1,0,9,0,0,0,39,13
66,LAD,2025-06-02,,NYM,"L, 3-4 (10)",10.0,8,4,3,1,1,3,1,8,1,0,0,41,12
67,MIL,2025-06-02,@,CIN,"W, 3-2",9.0,8,2,2,0,0,2,0,11,0,0,0,36,10
68,MIN,2025-06-02,@,ATH,"W, 10-4",9.0,7,4,4,0,1,6,0,9,2,0,0,40,15
69,NYM,2025-06-02,@,LAD,"W, 4-3 (10)",10.0,9,3,2,1,1,4,0,10,0,0,0,43,14
70,ATH,2025-06-02,,MIN,"L, 4-10",9.0,14,10,10,0,0,5,0,5,1,0,1,47,20
71,SDP,2025-06-02,@,SFG,"W, 1-0 (10)",10.0,5,0,0,0,0,6,1,10,2,0,1,41,13
72,SFG,2025-06-02,,SDP,"L, 0-1 (10)",10.0,6,1,0,1,0,0,0,9,1,0,0,36,7
73,LAA,2025-06-01,@,CLE,"L, 2-4",8.0,6,4,4,0,1,5,0,7,1,0,1,36,13
74,ARI,2025-06-01,,WSN,"W, 3-1",9.0,6,1,1,0,0,3,0,13,0,0,0,36,9
75,ATL,2025-06-01,,BOS,"L, 1-3",9.0,7,3,3,0,0,3,0,12,0,0,0,37,10
76,BAL,2025-06-01,,CHW,"W, 3-2",9.0,7,2,1,1,1,1,0,9,0,1,1,36,9
77,BOS,2025-06-01,@,ATL,"W, 3-1",9.0,5,1,1,0,1,3,0,14,0,0,0,35,8
78,CHC,2025-06-01,,CIN,"W, 7-3",9.0,4,3,3,0,1,2,0,6,0,0,0,33,6
79,CHW,2025-06-01,@,BAL,"L, 2-3",8.0,8,3,3,0,0,1,0,8,0,0,0,32,9
80,CIN,2025-06-01,@,CHC,"L, 3-7",8.0,10,7,5,2,1,3,1,6,1,0,0,38,16
81,CLE,2025-06-01,,LAA,"W, 4-2",9.0,3,2,0,2,0,3,0,11,1,0,0,34,8
82,COL,2025-06-01,@,NYM,"L, 3-5",8.0,5,5,5,0,3,2,0,11,1,0,0,32,8
83,DET,2025-06-01,@,KCR,"W, 1-0",9.0,9,0,0,0,0,1,0,4,0,0,0,35,10
84,MIA,2025-06-01,,SFG,"L, 2-4",9.0,8,4,4,0,1,4,0,8,0,0,0,37,12
85,HOU,2025-06-01,,TBR,"W, 1-0",9.0,2,0,0,0,0,5,0,9,0,0,0,32,7
86,KCR,2025-06-01,,DET,"L, 0-1",9.0,5,1,1,0,0,3,0,10,0,0,1,34,8
87,LAD,2025-06-01,,NYY,"L, 3-7",9.0,11,7,7,0,1,7,0,11,2,0,1,46,20
88,MIL,2025-06-01,@,PHI,"W, 5-2",9.0,6,2,2,0,0,4,0,5,0,0,0,37,10
89,MIN,2025-06-01,@,SEA,"L, 1-2",8.1,6,2,2,0,1,1,0,11,0,0,0,32,7
90,NYM,2025-06-01,,COL,"W, 5-3",9.0,5,3,3,0,2,0,0,8,1,0,1,32,6
91,NYY,2025-06-01,@,LAD,"W, 7-3",9.0,6,3,3,0,3,0,0,10,0,0,0,32,6
92,ATH,2025-06-01,@,TOR,"L, 4-8",8.0,13,8,7,1,1,1,0,6,1,0,0,39,15
93,PHI,2025-06-01,,MIL,"L, 2-5",9.0,9,5,2,3,0,2,0,5,1,0,0,38,13
94,PIT,2025-06-01,@,SDP,"L, 4-6",8.0,8,6,6,0,1,4,0,6,0,0,0,36,12
95,SDP,2025-06-01,,PIT,"W, 6-4",9.0,7,4,4,0,2,4,0,10,0,0,0,37,11
96,SEA,2025-06-01,,MIN,"W, 2-1",9.0,6,1,1,0,0,3,0,9,1,0,1,36,10
97,SFG,2025-06-01,@,MIA,"W, 4-2",9.0,9,2,2,0,0,5,0,9,0,1,0,40,14
98,STL,2025-06-01,@,TEX,"L, 1-8",8.0,9,8,4,4,1,5,0,6,0,0,1,38,14
99,TBR,2025-06-01,@,HOU,"L, 0-1",8.0,4,1,0,1,0,3,0,11,0,0,0,32,8
100,TEX,2025-06-01,,STL,"W, 8-1",9.0,5,1,1,0,0,3,0,6,0,0,0,34,9
101,TOR,2025-06-01,,ATH,"W, 8-4",9.0,11,4,4,0,0,3,0,14,1,0,1,42,15
102,WSN,2025-06-01,@,ARI,"L, 1-3",8.0,3,3,3,0,1,4,0,5,0,0,0,32,7
103,LAA,2025-05-31,@,CLE,"L, 5-7",8.0,11,7,7,0,3,3,2,6,1,0,0,40,16
104,ARI,2025-05-31,,WSN,"L, 7-11",9.0,13,11,11,0,0,3,0,5,5,0,0,47,21
105,ATL,2025-05-31,,BOS,"W, 5-0",9.0,5,0,0,0,0,0,0,14,0,0,0,32,5
106,BAL,2025-05-31,,CHW,"W, 4-2",9.0,8,2,2,0,0,6,0,11,0,0,1,41,14
107,BOS,2025-05-31,@,ATL,"L, 0-5",8.0,11,5,5,0,2,2,0,9,0,0,1,36,13
108,CHC,2025-05-31,,CIN,"W, 2-0",9.0,1,0,0,0,0,1,0,11,0,0,0,29,2
109,CHW,2025-05-31,@,BAL,"L, 2-4",8.0,5,4,4,0,2,3,0,4,0,0,0,31,8
110,CIN,2025-05-31,@,CHC,"L, 0-2",8.0,8,2,2,0,0,5,0,8,1,0,0,34,14
111,CLE,2025-05-31,,LAA,"W, 7-5",9.0,8,5,5,0,3,4,0,9,0,0,0,38,12
112,COL,2025-05-31,@,NYM,"L, 2-8",8.0,11,8,8,0,3,4,0,7,0,0,1,38,16
113,DET,2025-05-31,@,KCR,"L, 0-1",8.0,4,1,1,0,0,0,0,7,0,0,0,27,4
114,MIA,2025-05-31,,SFG,"W, 1-0",9.0,8,0,0,0,0,4,0,8,1,0,0,38,14
115,HOU,2025-05-31,,TBR,"L, 3-16",9.0,18,16,16,0,5,4,1,12,0,0,1,48,22
116,KCR,2025-05-31,,DET,"W, 1-0",9.0,2,0,0,0,0,2,0,8,0,0,0,31,4
117,LAD,2025-05-31,,NYY,"W, 18-2",9.0,7,2,2,0,2,4,0,9,0,0,0,35,11
118,MIL,2025-05-31,@,PHI,"W, 17-7",9.0,10,7,7,0,2,0,0,8,0,0,0,37,10
119,MIN,2025-05-31,@,SEA,"L, 4-5 (11)",10.1,10,5,4,1,2,3,1,9,0,0,0,44,13
120,NYM,2025-05-31,,COL,"W, 8-2",9.0,3,2,2,0,1,4,0,9,0,0,0,33,7
121,NYY,2025-05-31,@,LAD,"L, 2-18",8.0,21,18,18,0,5,7,0,5,0,0,0,51,28
122,ATH,2025-05-31,@,TOR,"L, 7-8",8.0,10,8,8,0,4,2,0,2,0,0,1,33,12
123,PHI,2025-05-31,,MIL,"L, 7-17",9.0,23,17,17,0,3,3,0,7,0,1,0,51,26
124,PIT,2025-05-31,@,SDP,"W, 5-0",9.0,2,0,0,0,0,3,0,4,0,0,0,30,5
125,SDP,2025-05-31,,PIT,"L, 0-5",9.0,12,5,5,0,1,2,0,10,1,0,0,41,15
126,SEA,2025-05-31,,MIN,"W, 5-4 (11)",11.0,12,4,3,1,1,3,0,11,3,0,0,48,18
127,SFG,2025-05-31,@,MIA,"L, 0-1",8.0,3,1,1,0,0,3,0,9,0,0,1,28,6
128,STL,2025-05-31,@,TEX,"W, 2-0",9.0,4,0,0,0,0,2,0,12,0,0,0,31,6
129,TBR,2025-05-31,@,HOU,"W, 16-3",9.0,10,3,3,0,2,1,0,6,1,0,0,37,12
130,TEX,2025-05-31,,STL,"L, 0-2",9.0,5,2,2,0,0,4,0,5,0,0,1,36,9
