Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-20,,HOU,"L, 2-3 (10)",10.0,9,3,2,1,2,3,1,11,0,0,1,40,12
2,ARI,2025-06-20,@,COL,"W, 14-8",9.0,12,8,8,0,2,1,0,12,0,0,0,40,13
3,ATL,2025-06-20,@,MIA,"L, 2-6",8.0,9,6,6,0,1,4,0,6,0,0,0,36,14
4,BAL,2025-06-20,@,NYY,"W, 5-3",9.0,10,3,3,0,1,5,1,9,0,0,0,40,15
5,BOS,2025-06-20,@,SFG,"W, 7-5",9.0,7,5,4,1,0,8,0,8,0,0,1,40,16
6,CHC,2025-06-20,,SEA,"L, 4-9",9.0,13,9,9,0,4,3,0,11,0,0,0,43,16
7,CHW,2025-06-20,@,TOR,"W, 7-1",9.0,7,1,1,0,0,2,0,6,0,0,0,34,9
8,CIN,2025-06-20,@,STL,"L, 1-6",8.0,7,6,3,3,0,5,0,11,2,0,0,39,15
9,CLE,2025-06-20,@,ATH,"L, 1-5",8.0,11,5,4,1,1,0,0,10,0,0,0,35,12
10,COL,2025-06-20,,ARI,"L, 8-14",9.0,21,14,14,0,4,2,0,1,0,1,0,49,23
11,DET,2025-06-20,@,TBR,"L, 8-14",8.0,16,14,13,1,2,6,0,7,1,0,2,46,23
12,MIA,2025-06-20,,ATL,"W, 6-2",9.0,8,2,2,0,1,0,0,6,0,0,0,35,8
13,HOU,2025-06-20,@,LAA,"W, 3-2 (10)",10.0,6,2,2,0,2,3,0,12,3,0,0,42,12
14,KCR,2025-06-20,@,SDP,"W, 6-5",9.0,12,5,5,0,1,5,0,4,0,0,1,42,17
15,LAD,2025-06-20,,WSN,"W, 6-5",9.0,9,5,5,0,3,3,0,8,1,0,1,39,13
16,MIL,2025-06-20,@,MIN,"W, 17-6",9.0,5,6,4,2,1,4,0,8,0,0,0,37,10
17,MIN,2025-06-20,,MIL,"L, 6-17",9.0,19,17,17,0,0,6,0,10,0,0,1,49,25
18,NYM,2025-06-20,@,PHI,"L, 2-10",8.0,13,10,10,0,1,5,0,8,0,0,0,41,18
19,NYY,2025-06-20,,BAL,"L, 3-5",9.0,11,5,5,0,1,1,0,11,2,0,0,40,14
20,ATH,2025-06-20,,CLE,"W, 5-1",9.0,4,1,1,0,1,2,0,8,0,0,0,33,6
21,PHI,2025-06-20,,NYM,"W, 10-2",9.0,7,2,2,0,2,3,0,10,0,0,0,36,10
22,PIT,2025-06-20,,TEX,"L, 2-6",9.0,13,6,6,0,2,5,0,7,1,0,1,45,19
23,SDP,2025-06-20,,KCR,"L, 5-6",9.0,11,6,6,0,2,3,0,7,0,0,0,40,14
24,SEA,2025-06-20,@,CHC,"W, 9-4",9.0,9,4,4,0,2,3,0,4,0,0,0,36,12
25,SFG,2025-06-20,,BOS,"L, 5-7",9.0,11,7,6,1,2,1,0,10,0,0,0,40,13
26,STL,2025-06-20,,CIN,"W, 6-1",9.0,4,1,1,0,0,3,0,8,0,0,0,33,8
27,TBR,2025-06-20,,DET,"W, 14-8",9.0,8,8,8,0,3,4,0,9,0,0,0,39,12
28,TEX,2025-06-20,@,PIT,"W, 6-2",9.0,9,2,2,0,0,1,0,9,0,0,0,37,10
29,TOR,2025-06-20,,CHW,"L, 1-7",9.0,9,7,7,0,2,5,0,13,1,0,0,41,15
30,WSN,2025-06-20,@,LAD,"L, 5-6",8.0,9,6,5,1,1,6,0,5,0,0,1,38,15
31,CHW,2025-06-19 (2),,STL,"L, 6-8 (10)",10.0,12,8,7,1,3,2,0,11,1,0,0,42,15
32,DET,2025-06-19 (2),,PIT,"L, 4-8 (10)",10.0,12,8,7,1,3,5,1,14,0,0,0,46,17
33,PIT,2025-06-19 (2),@,DET,"W, 8-4 (10)",10.0,5,4,4,0,1,6,0,12,0,0,1,40,11
34,STL,2025-06-19 (2),@,CHW,"W, 8-6 (10)",10.0,8,6,6,0,2,5,1,9,0,0,1,43,13
35,CHW,2025-06-19 (1),,STL,"L, 4-5",9.0,8,5,3,2,1,6,1,11,0,0,1,42,15
36,DET,2025-06-19 (1),,PIT,"W, 9-2",9.0,6,2,2,0,0,4,0,9,0,0,0,37,10
37,PIT,2025-06-19 (1),@,DET,"L, 2-9",8.0,12,9,9,0,1,3,0,4,1,0,0,40,16
38,STL,2025-06-19 (1),@,CHW,"W, 5-4",9.0,9,4,3,1,1,3,0,10,0,0,2,40,13
39,LAA,2025-06-19,@,NYY,"L, 3-7",8.0,12,7,7,0,2,3,0,6,0,0,0,35,15
40,ARI,2025-06-19,@,TOR,"W, 9-5",9.0,6,5,4,1,3,2,0,7,2,0,0,35,10
41,ATL,2025-06-19,,NYM,"W, 7-1",9.0,6,1,1,0,0,1,0,13,0,0,0,34,7
42,BAL,2025-06-19,@,TBR,"W, 4-1",9.0,8,1,1,0,0,3,0,13,1,0,1,36,12
43,CHC,2025-06-19,,MIL,"L, 7-8",9.0,12,8,8,0,3,4,1,7,0,0,0,41,16
44,CIN,2025-06-19,,MIN,"L, 5-12",9.0,17,12,12,0,4,8,0,10,1,0,0,53,26
45,CLE,2025-06-19,@,SFG,"L, 1-2",8.0,5,2,2,0,0,4,0,7,1,0,0,32,11
46,COL,2025-06-19,@,WSN,"L, 3-4 (11)",10.2,8,4,3,1,2,0,0,5,0,0,0,38,9
47,MIA,2025-06-19,,PHI,"L, 1-2",9.0,6,2,2,0,1,3,0,6,1,0,1,34,10
48,HOU,2025-06-19,@,ATH,"L, 4-6 (10)",9.1,11,6,4,2,4,3,0,11,0,0,1,42,15
49,KCR,2025-06-19,@,TEX,"W, 4-1",9.0,3,1,1,0,0,2,0,7,0,0,0,33,6
50,LAD,2025-06-19,,SDP,"L, 3-5",9.0,11,5,5,0,1,1,0,6,2,0,0,39,14
51,MIL,2025-06-19,@,CHC,"W, 8-7",9.0,6,7,7,0,3,5,0,9,2,0,1,39,13
52,MIN,2025-06-19,@,CIN,"W, 12-5",9.0,10,5,5,0,1,1,0,10,0,0,2,38,11
