Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
1,LAA,2025-06-20,,HOU,"L, 2-3 (10)",42,36,2,6,4,0,0,2,2,0,0,3,12,.167,.286,.333,.619,12,0,3,0,0,0,2025-06-20
2,ARI,2025-06-20,@,COL,"W, 14-8",49,45,14,21,12,4,1,4,14,1,0,2,1,.467,.479,.867,1.346,39,1,0,1,1,0,2025-06-20
3,ATL,2025-06-20,@,MIA,"L, 2-6",35,35,2,8,5,2,0,1,2,1,0,0,6,.229,.229,.371,.600,13,0,0,0,0,0,2025-06-20
4,BAL,2025-06-20,@,NYY,"W, 5-3",40,37,5,11,9,1,0,1,5,1,0,1,11,.297,.350,.405,.755,15,0,2,0,0,0,2025-06-20
5,BOS,2025-06-20,@,SFG,"W, 7-5",40,39,7,11,6,3,0,2,6,1,0,1,10,.282,.300,.513,.813,20,0,0,0,0,0,2025-06-20
6,CHC,2025-06-20,,SEA,"L, 4-9",36,33,4,9,5,2,0,2,4,0,0,3,4,.273,.333,.515,.848,17,1,0,0,0,0,2025-06-20
7,CHW,2025-06-20,@,TOR,"W, 7-1",41,35,7,9,3,3,1,2,7,0,0,5,13,.257,.366,.571,.937,20,0,1,0,0,0,2025-06-20
8,CIN,2025-06-20,@,STL,"L, 1-6",33,30,1,4,3,1,0,0,0,0,0,3,8,.133,.212,.167,.379,5,1,0,0,0,0,2025-06-20
9,CLE,2025-06-20,@,ATH,"L, 1-5",33,31,1,4,1,2,0,1,1,0,0,2,8,.129,.182,.290,.472,9,0,0,0,0,0,2025-06-20
10,COL,2025-06-20,,ARI,"L, 8-14",40,38,8,12,6,4,0,2,8,0,0,1,12,.316,.325,.579,.904,22,0,0,0,1,0,2025-06-20
11,DET,2025-06-20,@,TBR,"L, 8-14",39,34,8,8,4,1,0,3,8,0,0,4,9,.235,.308,.529,.837,18,0,0,0,1,0,2025-06-20
12,MIA,2025-06-20,,ATL,"W, 6-2",36,32,6,9,6,2,0,1,6,1,1,4,6,.281,.361,.438,.799,14,0,0,0,0,0,2025-06-20
13,HOU,2025-06-20,@,LAA,"W, 3-2 (10)",40,37,3,9,7,0,0,2,2,0,2,3,11,.243,.300,.405,.705,15,0,0,0,0,1,2025-06-20
14,KCR,2025-06-20,@,SDP,"W, 6-5",40,36,6,11,6,3,0,2,6,2,1,3,7,.306,.359,.556,.915,20,0,0,1,0,0,2025-06-20
15,LAD,2025-06-20,,WSN,"W, 6-5",38,32,6,9,4,4,0,1,5,0,1,6,5,.281,.395,.500,.895,16,0,0,0,0,0,2025-06-20
16,MIL,2025-06-20,@,MIN,"W, 17-6",49,41,17,19,15,4,0,0,17,1,2,6,10,.463,.510,.561,1.071,23,0,0,0,2,0,2025-06-20
17,MIN,2025-06-20,,MIL,"L, 6-17",37,32,6,5,3,1,0,1,6,0,0,4,8,.156,.243,.281,.524,9,0,0,0,1,0,2025-06-20
18,NYM,2025-06-20,@,PHI,"L, 2-10",36,33,2,7,4,1,0,2,2,0,0,3,10,.212,.278,.424,.702,14,1,0,0,0,0,2025-06-20
19,NYY,2025-06-20,,BAL,"L, 3-5",40,34,3,10,8,1,0,1,3,0,0,5,9,.294,.375,.412,.787,14,1,0,0,1,1,2025-06-20
20,ATH,2025-06-20,,CLE,"W, 5-1",35,35,5,11,10,0,0,1,5,1,0,0,10,.314,.314,.400,.714,14,2,0,0,0,0,2025-06-20
21,PHI,2025-06-20,,NYM,"W, 10-2",41,36,10,13,9,3,0,1,10,1,0,5,8,.361,.439,.528,.967,19,1,0,0,0,0,2025-06-20
22,PIT,2025-06-20,,TEX,"L, 2-6",37,36,2,9,9,0,0,0,2,0,0,1,9,.250,.270,.250,.520,9,0,0,0,0,0,2025-06-20
23,SDP,2025-06-20,,KCR,"L, 5-6",42,37,5,12,9,2,0,1,5,0,1,5,4,.324,.405,.459,.864,17,1,0,0,0,0,2025-06-20
24,SEA,2025-06-20,@,CHC,"W, 9-4",43,40,9,13,5,4,0,4,9,1,0,3,11,.325,.372,.725,1.097,29,0,0,0,0,0,2025-06-20
25,SFG,2025-06-20,,BOS,"L, 5-7",40,32,5,7,7,0,0,0,2,0,0,8,8,.219,.375,.219,.594,7,2,0,0,0,0,2025-06-20
26,STL,2025-06-20,,CIN,"W, 6-1",39,31,6,7,4,3,0,0,4,1,0,5,11,.226,.359,.323,.682,10,0,2,0,1,0,2025-06-20
27,TBR,2025-06-20,,DET,"W, 14-8",46,39,14,16,11,3,0,2,12,0,0,6,7,.410,.500,.641,1.141,25,1,1,0,0,0,2025-06-20
28,TEX,2025-06-20,@,PIT,"W, 6-2",45,39,6,13,7,3,1,2,4,1,0,5,7,.333,.422,.615,1.038,24,1,1,0,0,0,2025-06-20
29,TOR,2025-06-20,,CHW,"L, 1-7",34,32,1,7,6,1,0,0,1,0,0,2,6,.219,.265,.250,.515,8,2,0,0,0,0,2025-06-20
30,WSN,2025-06-20,@,LAD,"L, 5-6",39,35,5,9,5,1,0,3,5,0,0,3,8,.257,.333,.543,.876,19,1,1,0,0,0,2025-06-20
31,CHW,2025-06-19,,STL,"L, 6-8 (10)",43,38,6,8,5,1,0,2,6,1,0,5,9,.211,.302,.395,.697,15,0,0,0,0,1,2025-06-19 (2)
32,DET,2025-06-19,,PIT,"L, 4-8 (10)",40,34,4,5,1,3,0,1,4,0,0,6,12,.147,.275,.324,.599,11,1,0,0,0,0,2025-06-19 (2)
33,PIT,2025-06-19,@,DET,"W, 8-4 (10)",46,40,8,12,9,0,0,3,8,1,0,5,14,.300,.378,.525,.903,21,1,0,1,0,1,2025-06-19 (2)
34,STL,2025-06-19,@,CHW,"W, 8-6 (10)",42,39,8,12,6,3,0,3,8,1,0,2,11,.308,.357,.615,.973,24,0,1,0,0,0,2025-06-19 (2)
35,CHW,2025-06-19,,STL,"L, 4-5",40,36,4,9,7,0,1,1,3,3,0,3,10,.250,.308,.389,.697,14,1,0,1,0,0,2025-06-19 (1)
36,DET,2025-06-19,,PIT,"W, 9-2",40,32,9,12,8,3,0,1,9,0,0,3,4,.375,.400,.563,.963,18,0,1,0,4,0,2025-06-19 (1)
37,PIT,2025-06-19,@,DET,"L, 2-9",37,32,2,6,4,2,0,0,2,0,0,4,9,.188,.270,.250,.520,8,0,0,0,1,0,2025-06-19 (1)
38,STL,2025-06-19,@,CHW,"W, 5-4",42,34,5,8,7,0,0,1,5,0,1,6,11,.235,.341,.324,.665,11,0,0,0,1,1,2025-06-19 (1)
39,LAA,2025-06-19,@,NYY,"L, 3-7",35,32,3,5,2,0,0,3,3,0,0,1,10,.156,.229,.438,.666,14,0,2,0,0,0,2025-06-19
40,ARI,2025-06-19,@,TOR,"W, 9-5",41,33,9,9,5,2,0,2,9,1,1,5,8,.273,.366,.515,.881,17,0,1,0,2,0,2025-06-19
41,ATL,2025-06-19,,NYM,"W, 7-1",41,32,7,8,5,3,0,0,7,0,0,9,6,.250,.415,.344,.758,11,0,0,0,0,0,2025-06-19
42,BAL,2025-06-19,@,TBR,"W, 4-1",38,31,4,6,4,1,0,1,4,0,1,6,9,.194,.342,.323,.665,10,1,1,0,0,0,2025-06-19
43,CHC,2025-06-19,,MIL,"L, 7-8",39,32,7,6,3,0,0,3,7,0,0,5,9,.188,.333,.469,.802,15,1,2,0,0,0,2025-06-19
44,CIN,2025-06-19,,MIN,"L, 5-12",38,37,5,10,7,2,0,1,5,0,0,1,10,.270,.289,.405,.695,15,0,0,0,0,0,2025-06-19
45,CLE,2025-06-19,@,SFG,"L, 1-2",34,34,1,7,5,2,0,0,1,2,0,0,12,.206,.206,.265,.471,9,0,0,0,0,0,2025-06-19
46,COL,2025-06-19,@,WSN,"L, 3-4 (11)",44,42,3,11,9,2,0,0,3,0,1,2,13,.262,.295,.310,.605,13,1,0,0,0,0,2025-06-19
47,MIA,2025-06-19,,PHI,"L, 1-2",33,33,1,6,5,1,0,0,1,0,0,0,4,.182,.182,.212,.394,7,1,0,0,0,0,2025-06-19
48,HOU,2025-06-19,@,ATH,"L, 4-6 (10)",43,36,4,8,6,1,0,1,4,0,0,5,10,.222,.349,.333,.682,12,2,2,0,0,0,2025-06-19
