Rk,Player,Date,Age,Team,Unnamed: 5,Opp,Result,"App,Dec",IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR,Pos
31,Lucas Erceg,2025-06-18,30-048,KCR,@,TEX,"W, 6-3","7-7, H",1.0,2,0,0,0,0,0,0,1,0,0,0,4,2,P
32,Carlos Estévez,2025-06-18,32-172,KCR,@,TEX,"W, 6-3","9-GF, S",1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
33,Pete Fairbanks,2025-06-18,31-184,TBR,,BAL,"W, 12-8",9-GF,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
34,Tyler Ferguson,2025-06-18,31-256,ATH,,HOU,"L, 4-11",6-6,0.2,6,6,6,0,1,1,0,0,0,0,0,8,7,P
35,Jose A. Ferrer,2025-06-18,25-107,WSN,,COL,"L, 1-3",8-8,1.0,1,1,1,0,1,0,0,0,0,0,0,4,1,P
36,Matt Festa,2025-06-18,32-099,CLE,@,SFG,"W, 4-2","6-7, H",1.0,0,0,0,0,0,0,0,0,1,0,0,4,1,P
37,Justin Garza,2025-06-18,31-090,NYM,@,ATL,"L, 0-5",8-GF(8),1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
38,Kevin Ginkel,2025-06-18,31-086,ARI,@,TOR,"L, 1-8",7-7,1.0,2,3,3,0,0,2,0,0,1,0,0,8,5,P
39,Chad Green,2025-06-18,34-025,TOR,,ARI,"W, 8-1",9-GF,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
40,Seth Halvorsen,2025-06-18,25-120,COL,@,WSN,"W, 3-1","9-GF, S",1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
41,Hogan Harris,2025-06-18,28-174,ATH,,HOU,"L, 4-11",9-GF,1.0,3,2,2,0,0,1,0,2,0,0,0,7,4,P
42,Nick Hernandez,2025-06-18,30-170,HOU,@,ATH,"W, 11-4",9-GF,1.0,3,2,2,0,1,1,0,1,0,0,0,7,4,P
43,Tim Herrin,2025-06-18,28-253,CLE,@,SFG,"W, 4-2","8-8, H",1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
44,Tim Hill,2025-06-18,35-128,NYY,,LAA,"L, 2-3",8-GF,1.2,0,0,0,0,0,0,0,1,0,0,0,6,0,P
45,Sean Hjelle,2025-06-18,28-042,SFG,,CLE,"L, 2-4",8-8,1.0,0,0,0,0,0,2,0,1,0,0,0,4,2,P
46,Raisel Iglesias,2025-06-18,35-165,ATL,,NYM,"W, 5-0",9-GF,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
47,Luke Jackson,2025-06-18,33-298,TEX,,KCR,"L, 3-6",9-GF,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
48,Kenley Jansen,2025-06-18,37-261,LAA,@,NYY,"W, 3-2","9-GF, S",1.0,0,0,0,0,0,0,0,1,0,0,0,4,1,P
49,Kevin Kelly,2025-06-18,27-202,TBR,,BAL,"W, 12-8",2-3,1.2,1,1,1,0,1,0,0,1,0,0,0,6,1,P
50,Orion Kerkering,2025-06-18,24-075,PHI,@,MIA,"W, 4-2","8-8, H",1.0,0,0,0,0,0,1,0,2,0,0,0,4,1,P
51,Tyler Kinley,2025-06-18,34-138,COL,@,WSN,"W, 3-1","8-8, H",1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
52,Andrew Kittredge,2025-06-18,35-093,BAL,@,TBR,"L, 8-12","7-7, L",1.0,4,4,4,0,0,1,0,2,0,0,1,8,5,P
53,Jack Kochanowicz,2025-06-18,24-178,LAA,@,NYY,"W, 3-2",GS-6,5.1,2,2,2,0,2,3,0,8,0,0,0,20,5,P
54,Stephen Kolek,2025-06-18,28-061,SDP,@,LAD,"L, 3-4",GS-7,6.1,6,3,3,0,0,1,0,3,1,0,0,25,8,P
55,Eric Lauer,2025-06-18,30-015,TOR,,ARI,"W, 8-1","GS-6, W",5.0,4,1,1,0,0,1,0,8,0,0,0,20,5,P
56,Mark Leiter Jr.,2025-06-18,34-097,NYY,,LAA,"L, 2-3",6-7,0.2,2,0,0,0,0,0,0,1,0,0,0,4,2,P
57,Nick Lodolo,2025-06-18,27-133,CIN,,MIN,"W, 4-2 (6)","CG(6), W",6.0,3,2,2,0,1,2,0,4,1,0,0,24,6,P
58,Brad Lord,2025-06-18,25-124,WSN,,COL,"L, 1-3",7-7,1.0,1,1,1,0,0,0,0,1,0,0,0,4,1,P
59,Ryan Loutos,2025-06-18,26-140,WSN,,COL,"L, 1-3",9-GF,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
60,Joey Lucchesi,2025-06-18,32-012,SFG,,CLE,"L, 2-4",7-7,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
61,Germán Márquez,2025-06-18,30-116,COL,@,WSN,"W, 3-1","GS-6, W",5.2,6,0,0,0,0,2,0,2,0,0,0,24,8,P
62,Adam Mazur,2025-06-18,24-059,MIA,,PHI,"L, 2-4","GS-6, L",5.2,5,4,4,0,1,4,0,5,0,0,1,27,10,P
63,Juan Mejia,2025-06-18,24-349,COL,@,WSN,"W, 3-1","7-7, H",1.0,1,1,1,0,0,1,0,0,0,0,0,5,2,P
64,Hoby Milner,2025-06-18,34-156,TEX,,KCR,"L, 3-6",8-8,1.0,1,2,2,0,0,2,1,1,0,0,0,7,3,P
65,Mason Montgomery,2025-06-18,25-001,TBR,,BAL,"W, 12-8","7-7, W",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
66,David Morgan,2025-06-18,25-235,SDP,@,LAD,"L, 3-4",8-8,1.0,0,0,0,0,0,2,0,2,0,0,0,5,2,P
67,Héctor Neris,2025-06-18,36-004,LAA,@,NYY,"W, 3-2","7-7, W",0.2,0,0,0,0,0,0,0,1,0,0,0,2,0,P
68,Sean Newcomb,2025-06-18,32-006,ATH,,HOU,"L, 4-11",6-8,2.1,2,1,1,0,1,0,0,1,0,0,0,8,2,P
69,Bailey Ober,2025-06-18,29-341,MIN,@,CIN,"L, 2-4 (6)","CG(6), L",5.2,9,4,4,0,1,0,0,5,0,0,0,25,9,P
70,Mitchell Parker,2025-06-18,25-264,WSN,,COL,"L, 1-3","GS-6, L",6.0,6,1,1,0,1,0,0,8,0,0,0,23,6,P
71,Wandy Peralta,2025-06-18,33-326,SDP,@,LAD,"L, 3-4",7-7,0.2,0,0,0,0,0,1,0,1,0,0,0,3,1,P
72,Tyler Phillips,2025-06-18,27-234,MIA,,PHI,"L, 2-4",9-GF,1.0,2,0,0,0,0,0,0,1,0,0,0,5,2,P
73,Yariel Rodríguez,2025-06-18,28-100,TOR,,ARI,"W, 8-1","6-7, H",2.0,0,0,0,0,0,0,0,1,0,0,0,6,0,P
74,Eduardo Rodríguez,2025-06-18,32-072,ARI,@,TOR,"L, 1-8","GS-5, L",4.2,6,2,1,1,1,3,1,4,0,0,0,23,9,P
75,Trevor Rogers,2025-06-18,27-217,BAL,@,TBR,"L, 8-12",GS-3,2.1,5,3,3,0,0,3,0,4,0,0,0,15,8,P
76,Chris Sale,2025-06-18,36-080,ATL,,NYM,"W, 5-0","GS-9, W",8.2,5,0,0,0,0,1,0,7,0,0,0,32,6,P
77,John Schreiber,2025-06-18,31-105,KCR,@,TEX,"W, 6-3","6-6, H",0.2,0,0,0,0,0,0,0,1,0,0,0,2,0,P
78,Tayler Scott,2025-06-18,33-017,ARI,@,TOR,"L, 1-8",5-6,1.1,4,3,3,0,0,1,0,1,0,0,0,9,5,P
79,Luis Severino,2025-06-18,31-118,ATH,,HOU,"L, 4-11","GS-5, L",5.0,9,2,2,0,1,1,0,5,0,0,0,25,10,P
80,Emmet Sheehan,2025-06-18,25-215,LAD,,SDP,"W, 4-3",GS-4,4.0,3,1,1,0,0,0,0,6,0,0,0,15,3,P
81,Cade Smith,2025-06-18,26-040,CLE,@,SFG,"W, 4-2","7-7, H",0.2,0,0,0,0,0,1,0,2,0,1,0,3,1,P
82,Gabe Speier,2025-06-18,30-067,SEA,,BOS,"L, 1-3",8-8,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
83,Matt Strahm,2025-06-18,33-218,PHI,@,MIA,"W, 4-2","9-GF, S",1.0,3,1,1,0,0,0,0,2,0,0,0,6,3,P
84,Ranger Suárez,2025-06-18,29-296,PHI,@,MIA,"W, 4-2","GS-7, W",7.0,4,1,1,0,1,2,0,8,0,0,0,26,6,P
85,Robert Suarez,2025-06-18,34-109,SDP,@,LAD,"L, 3-4","9-GF, L",0.1,1,1,1,0,1,0,0,0,0,0,0,2,1,P
86,Ryan Thompson,2025-06-18,32-357,ARI,@,TOR,"L, 1-8",8-GF(8),1.0,1,0,0,0,0,0,0,0,0,0,0,3,1,P
87,Edwin Uceta,2025-06-18,27-160,TBR,,BAL,"W, 12-8",4-4,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
88,Framber Valdez,2025-06-18,31-211,HOU,@,ATH,"W, 11-4","GS-6, W",6.0,5,2,2,0,0,5,0,3,0,0,1,26,10,P
89,Carlos Vargas,2025-06-18,25-248,SEA,,BOS,"L, 1-3",7-7,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
90,Justin Verlander,2025-06-18,42-118,SFG,,CLE,"L, 2-4","GS-5, L",4.2,7,4,3,1,1,1,0,6,0,0,0,22,9,P
91,Jacob Webb,2025-06-18,31-307,TEX,,KCR,"L, 3-6",7-7,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
92,Greg Weissert,2025-06-18,30-134,BOS,@,SEA,"W, 3-1","9-GF, S",1.0,0,0,0,0,0,1,0,0,0,0,0,3,1,P
93,Forrest Whitley,2025-06-18,27-276,TBR,,BAL,"W, 12-8",8-8,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
94,Garrett Whitlock,2025-06-18,29-007,BOS,@,SEA,"W, 3-1","7-7, H",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
95,Justin Wrobleski,2025-06-18,24-339,LAD,,SDP,"W, 4-3","5-GF, W",5.0,4,2,1,1,0,0,0,3,0,0,0,20,4,P
96,Ryan Yarbrough,2025-06-18,33-169,NYY,,LAA,"L, 2-3",GS-6,5.1,5,2,2,0,2,1,0,3,0,0,0,20,6,P
97,Ryan Zeferjahn,2025-06-18,27-110,LAA,@,NYY,"W, 3-2","8-8, H",0.1,0,0,0,0,0,1,0,0,1,0,0,3,2,P
98,Andrew Abbott,2025-06-17,26-016,CIN,,MIN,"W, 6-5",GS-6,5.2,8,5,1,4,2,0,0,5,0,0,0,26,9,P
99,Jason Adam,2025-06-17,33-317,SDP,@,LAD,"L, 6-8",7-7,1.0,1,0,0,0,0,0,0,0,0,0,0,3,1,P
100,Keegan Akin,2025-06-17,30-077,BAL,@,TBR,"W, 5-1","6-7, H",1.2,2,0,0,0,0,1,0,1,0,0,0,8,3,P
101,Jorge Alcalá,2025-06-17,29-324,BOS,@,SEA,"L, 0-8",7-7,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
102,Jason Alexander,2025-06-17,32-108,HOU,@,ATH,"W, 13-3","GS-7, W",6.0,3,3,2,1,0,3,0,4,1,0,0,25,8,P
103,Tyler Alexander,2025-06-17,30-338,CHW,,STL,"L, 2-12",5-6,1.2,3,2,2,0,0,0,0,0,0,0,0,7,3,P
104,Grant Anderson,2025-06-17,27-361,MIL,@,CHC,"L, 3-5",8-GF(8),1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
105,Kyle Backhus,2025-06-17,27-137,ARI,@,TOR,"L, 4-5","6-6, H",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
106,Bryan Baker,2025-06-17,30-197,BAL,@,TBR,"W, 5-1","8-8, H",1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
107,Anthony Banda,2025-06-17,31-311,LAD,,SDP,"W, 8-6","8-8, H",1.0,2,0,0,0,0,1,1,2,0,0,0,6,3,P
108,Tanner Banks,2025-06-17,33-236,PHI,@,MIA,"L, 3-8","6-6,BS",1.0,2,1,1,0,0,0,0,1,0,0,0,5,2,P
109,Scott Barlow,2025-06-17,32-181,CIN,,MIN,"W, 6-5","6-7, W",1.1,0,0,0,0,0,0,0,2,0,0,0,4,0,P
110,Chris Bassitt,2025-06-17,36-115,TOR,,ARI,"W, 5-4",GS-6,6.0,6,3,3,0,0,1,0,5,2,0,0,27,9,P
111,Félix Bautista,2025-06-17,29-362,BAL,@,TBR,"W, 5-1",9-GF,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
112,Jalen Beeks,2025-06-17,31-342,ARI,@,TOR,"L, 4-5","7-7, H",0.2,1,1,1,0,0,0,0,0,0,0,0,3,1,P
113,Anthony Bender,2025-06-17,30-134,MIA,,PHI,"W, 8-3","8-8, H",1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
114,Brennan Bernardino,2025-06-17,33-153,BOS,@,SEA,"L, 0-8",6-6,1.0,1,0,0,0,0,1,0,1,0,0,0,5,2,P
115,Osvaldo Bido,2025-06-17,29-242,ATH,,HOU,"L, 3-13",4-5,1.2,4,4,2,2,1,2,0,1,1,0,0,12,7,P
116,Jake Bird,2025-06-17,29-195,COL,@,WSN,"W, 10-6","6-6, H",1.0,1,0,0,0,0,0,0,2,0,0,0,4,1,P
117,Caleb Boushley,2025-06-17,31-259,TEX,,KCR,"L, 1-6",6-GF,3.1,0,0,0,0,0,0,0,3,0,0,0,10,0,P
118,Jonathan Bowlan,2025-06-17,28-198,KCR,@,TEX,"W, 6-1",7-7,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
119,Huascar Brazobán,2025-06-17,35-245,NYM,@,ATL,"L, 4-5 (10)","10-GF(10), L",0.2,0,1,0,1,0,2,1,0,0,0,1,4,2,P
120,Ben Brown,2025-06-17,25-281,CHC,,MIL,"W, 5-3","GS-5, W",5.0,6,2,2,0,1,2,0,5,1,0,0,24,9,P
121,Zach Brzykcy,2025-06-17,25-340,WSN,,COL,"L, 6-10",9-GF,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
122,Walker Buehler,2025-06-17,30-324,BOS,@,SEA,"L, 0-8","GS-4, L",3.1,8,8,8,0,1,4,0,2,0,0,0,21,12,P
123,Génesis Cabrera,2025-06-17,28-250,CHC,,MIL,"W, 5-3","6-6, H",1.0,2,1,1,0,0,0,0,1,0,0,0,4,2,P
124,Vinny Capra,2025-06-17,28-345,CHW,,STL,"L, 2-12",9-GF,1.0,2,2,2,0,1,0,0,0,0,0,0,5,2,SS P
125,Slade Cecconi,2025-06-17,25-358,CLE,@,SFG,"W, 3-2","GS-5, W",5.0,4,2,2,0,0,3,0,6,1,0,0,23,8,P
126,Emmanuel Clase,2025-06-17,27-091,CLE,@,SFG,"W, 3-2","9-GF, S",1.0,2,0,0,0,0,1,0,1,0,0,0,6,3,P
127,Danny Coulombe,2025-06-17,35-234,MIN,@,CIN,"L, 5-6",4-4,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
128,Steven Cruz,2025-06-17,26-002,KCR,@,TEX,"W, 6-1",9-GF,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
129,Reid Detmers,2025-06-17,25-344,LAA,@,NYY,"W, 4-0",8-8,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
130,Edwin Díaz,2025-06-17,31-087,NYM,@,ATL,"L, 4-5 (10)",9-9,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
131,Jack Dreyer,2025-06-17,26-110,LAD,,SDP,"W, 8-6",GS-2,2.0,2,1,1,0,0,0,0,2,0,0,0,8,2,P
132,Scott Effross,2025-06-17,31-171,NYY,,LAA,"L, 0-4",9-GF,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
133,Brandon Eisert,2025-06-17,27-149,CHW,,STL,"L, 2-12",7-7,1.0,1,1,1,0,1,0,0,1,1,0,0,5,2,P
134,Jeremiah Estrada,2025-06-17,26-228,SDP,@,LAD,"L, 6-8","6-6, L",0.0,5,5,5,0,1,0,0,0,0,0,0,5,5,P
135,Bailey Falter,2025-06-17,28-054,PIT,@,DET,"L, 3-7",GS-5,5.0,5,3,3,0,2,1,0,4,0,0,0,20,6,P
136,Calvin Faucher,2025-06-17,29-268,MIA,,PHI,"W, 8-3",9-GF,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
137,David Festa,2025-06-17,25-101,MIN,@,CIN,"L, 5-6",GS-4,3.2,2,4,2,2,0,3,0,4,1,0,0,18,7,P
138,Matt Festa,2025-06-17,32-098,CLE,@,SFG,"W, 3-2","6-6, H",0.2,1,0,0,0,0,0,0,1,0,0,0,3,1,P
139,Braydon Fisher,2025-06-17,24-326,TOR,,ARI,"W, 5-4",7-7,0.1,1,0,0,0,0,0,0,0,0,0,0,2,1,P
140,Mason Fluharty,2025-06-17,23-308,TOR,,ARI,"W, 5-4",8-8,1.0,1,0,0,0,0,1,0,1,0,0,0,5,2,P
141,Hunter Gaddis,2025-06-17,27-069,CLE,@,SFG,"W, 3-2","7-8, H",1.1,2,0,0,0,0,1,0,1,0,0,0,6,3,P
142,Reed Garrett,2025-06-17,32-166,NYM,@,ATL,"L, 4-5 (10)","8-8,BS",1.0,2,1,1,0,0,0,0,1,0,0,0,5,2,P
143,Andre Granillo,2025-06-17,25-036,STL,@,CHW,"W, 12-2",9-GF,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
144,Luis Guerrero,2025-06-17,24-316,BOS,@,SEA,"L, 0-8",8-GF(8),1.0,0,0,0,0,0,1,0,0,0,0,0,4,1,P
145,Ian Hamilton,2025-06-17,30-001,NYY,,LAA,"L, 0-4",7-8,2.0,1,1,0,1,0,1,1,1,1,0,0,10,3,P
146,Brenan Hanifee,2025-06-17,27-019,DET,,PIT,"W, 7-3",9-GF,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
147,Hogan Harris,2025-06-17,28-173,ATH,,HOU,"L, 3-13",6-6,1.0,0,0,0,0,0,1,0,2,0,0,0,4,1,P
148,Kyle Hendricks,2025-06-17,35-192,LAA,@,NYY,"W, 4-0","GS-6, W",6.0,4,0,0,0,0,1,0,9,0,0,0,23,5,P
149,Ronny Henriquez,2025-06-17,24-362,MIA,,PHI,"W, 8-3",5-5,1.0,2,0,0,0,0,0,0,1,0,0,0,4,2,P
150,Cole Henry,2025-06-17,25-337,WSN,,COL,"L, 6-10",7-7,0.0,2,4,4,0,2,1,0,0,1,0,0,4,4,P
151,Jeff Hoffman,2025-06-17,32-160,TOR,,ARI,"W, 5-4","9-GF, W",1.0,0,0,0,0,0,1,0,0,0,0,0,3,1,P
152,Raisel Iglesias,2025-06-17,35-164,ATL,,NYM,"W, 5-4 (10)","10-GF(10), W",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
153,Pierce Johnson,2025-06-17,34-038,ATL,,NYM,"W, 5-4 (10)",8-8,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
154,Tommy Kahnle,2025-06-17,35-314,DET,,PIT,"W, 7-3",8-8,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
155,Brad Keller,2025-06-17,29-325,CHC,,MIL,"W, 5-3","7-7, H",1.0,0,0,0,0,0,1,0,1,0,0,0,4,1,P
156,Zack Kelly,2025-06-17,30-106,BOS,@,SEA,"L, 0-8",4-5,1.2,0,0,0,0,0,0,0,2,0,0,0,5,0,P
157,Kevin Kelly,2025-06-17,27-201,TBR,,BAL,"L, 1-5",9-GF,0.2,0,0,0,0,0,0,0,1,0,0,0,1,0,P
158,Tyler Kinley,2025-06-17,34-137,COL,@,WSN,"W, 10-6",7-7,1.0,1,0,0,0,0,1,0,2,0,0,0,5,2,P
159,Michael Kopech,2025-06-17,29-048,LAD,,SDP,"W, 8-6","7-7, H",0.2,0,0,0,0,0,1,0,0,0,1,1,3,1,P
160,Dean Kremer,2025-06-17,29-161,BAL,@,TBR,"W, 5-1","GS-5, W",5.0,4,1,1,0,0,2,0,4,0,0,0,19,6,P
161,Jordan Leasure,2025-06-17,26-306,CHW,,STL,"L, 2-12",8-8,1.0,1,1,1,0,0,2,0,2,0,0,0,6,3,P
162,Dylan Lee,2025-06-17,30-320,ATL,,NYM,"W, 5-4 (10)",9-9,1.0,1,0,0,0,0,0,0,1,0,0,0,3,1,P
163,Chase Lee,2025-06-17,26-308,DET,,PIT,"W, 7-3","7-7, H",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
164,Casey Legumina,2025-06-17,27-363,SEA,,BOS,"W, 8-0",8-8,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
165,Jack Leiter,2025-06-17,25-057,TEX,,KCR,"L, 1-6","GS-6, L",5.2,8,6,6,0,3,2,0,4,0,0,1,27,10,P
166,Matthew Liberatore,2025-06-17,25-223,STL,@,CHW,"W, 12-2","GS-6, W",6.0,5,2,2,0,0,0,0,4,0,0,0,23,5,P
167,Zack Littell,2025-06-17,29-255,TBR,,BAL,"L, 1-5","GS-6, L",6.0,7,3,3,0,1,0,0,3,0,0,0,25,7,P
168,Brendon Little,2025-06-17,28-310,TOR,,ARI,"W, 5-4",7-7,0.2,0,1,1,0,0,2,0,1,0,1,0,4,2,P
169,Seth Lugo,2025-06-17,35-212,KCR,@,TEX,"W, 6-1","GS-6, W",6.0,3,1,1,0,0,1,0,9,2,0,0,24,6,P
170,Jesús Luzardo,2025-06-17,27-260,PHI,@,MIA,"L, 3-8","GS-6, L",5.0,6,4,4,0,1,4,0,4,0,0,0,24,10,P
171,Daniel Lynch IV,2025-06-17,28-212,KCR,@,TEX,"W, 6-1",8-8,1.0,2,0,0,0,0,0,0,2,0,0,0,5,2,P
172,Willie MacIver,2025-06-17,28-232,ATH,,HOU,"L, 3-13",9-GF,1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
173,Yuki Matsui,2025-06-17,29-230,SDP,@,LAD,"L, 6-8",6-6,1.0,1,0,0,0,0,1,1,2,0,0,1,5,2,P
174,T.J. McFarland,2025-06-17,36-009,ATH,,HOU,"L, 3-13",7-7,1.0,3,2,2,0,1,0,0,0,0,0,0,6,3,P
175,Nick Mears,2025-06-17,28-253,MIL,@,CHC,"L, 3-5",6-6,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
176,Michael Mercado,2025-06-17,26-063,PHI,@,MIA,"L, 3-8",8-GF(8),1.0,4,2,2,0,0,0,0,2,0,0,0,7,4,P
177,Shelby Miller,2025-06-17,34-250,ARI,@,TOR,"L, 4-5","9-GF, BL",0.1,2,2,2,0,2,0,0,1,0,0,0,3,2,P
178,Erik Miller,2025-06-17,27-124,SFG,,CLE,"L, 2-3",7-7,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
179,Casey Mize,2025-06-17,28-047,DET,,PIT,"W, 7-3","GS-6, W",6.0,5,3,2,1,0,0,0,4,0,0,0,23,5,P
180,Carmen Mlodzinski,2025-06-17,26-118,PIT,@,DET,"L, 3-7","6-7, L",2.0,4,4,4,0,2,1,0,2,1,0,0,12,6,P
