Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-08,,SEA,"L, 2-3",9.0,11,3,3,0,0,1,0,11,1,0,0,41,14
2,ARI,2025-06-08,@,CIN,"L, 2-4",8.0,6,4,4,0,3,3,0,6,0,0,0,31,9
3,ATL,2025-06-08,@,SFG,"L, 3-4",8.0,3,4,3,1,0,3,0,6,1,0,0,31,8
4,BAL,2025-06-08,@,ATH,"L, 1-5",8.0,9,5,4,1,1,1,0,5,0,0,0,35,11
5,BOS,2025-06-08,@,NYY,"W, 11-7",9.0,10,7,7,0,3,6,0,6,0,0,0,42,16
6,CHC,2025-06-08,@,DET,"L, 0-4",8.0,10,4,4,0,0,2,0,8,0,0,0,36,12
7,CHW,2025-06-08,,KCR,"L, 5-7",9.0,16,7,7,0,2,3,0,5,0,0,0,41,19
8,CIN,2025-06-08,,ARI,"W, 4-2",9.0,5,2,2,0,1,3,0,8,0,0,0,33,8
9,CLE,2025-06-08,,HOU,"W, 4-2",9.0,7,2,2,0,0,0,0,9,0,0,0,34,7
10,COL,2025-06-08,,NYM,"L, 5-13",9.0,17,13,13,0,6,6,0,10,0,0,0,49,23
11,DET,2025-06-08,,CHC,"W, 4-0",9.0,4,0,0,0,0,3,0,12,0,0,0,33,7
12,MIA,2025-06-08,@,TBR,"L, 2-3",8.0,6,3,3,0,1,1,0,7,0,0,0,31,7
13,HOU,2025-06-08,@,CLE,"L, 2-4",8.0,9,4,3,1,1,1,1,7,0,0,0,35,10
14,KCR,2025-06-08,@,CHW,"W, 7-5",9.0,4,5,5,0,1,5,0,11,0,0,1,36,9
15,LAD,2025-06-08,@,STL,"W, 7-3",9.0,11,3,3,0,0,1,0,8,0,0,0,39,12
16,MIL,2025-06-08,,SDP,"L, 0-1",9.0,3,1,1,0,1,2,0,6,0,0,0,31,5
17,MIN,2025-06-08,,TOR,"W, 6-3",9.0,5,3,2,1,0,3,0,8,0,0,0,35,8
18,NYM,2025-06-08,@,COL,"W, 13-5",9.0,10,5,5,0,0,4,0,8,1,0,0,41,15
19,NYY,2025-06-08,,BOS,"L, 7-11",9.0,12,11,11,0,5,5,0,9,1,0,0,44,18
20,ATH,2025-06-08,,BAL,"W, 5-1",9.0,8,1,0,1,0,2,0,9,0,0,1,36,10
21,PHI,2025-06-08,@,PIT,"L, 1-2",8.0,7,2,2,0,0,3,0,12,1,0,0,34,11
22,PIT,2025-06-08,,PHI,"W, 2-1",9.0,3,1,0,1,0,3,1,7,0,0,0,31,6
23,SDP,2025-06-08,@,MIL,"W, 1-0",9.0,4,0,0,0,0,6,0,9,1,0,1,37,11
24,SEA,2025-06-08,@,LAA,"W, 3-2",9.0,2,2,2,0,1,1,0,18,0,0,0,30,3
25,SFG,2025-06-08,,ATL,"W, 4-3",9.0,6,3,3,0,0,2,0,8,1,0,1,36,9
26,STL,2025-06-08,,LAD,"L, 3-7",9.0,10,7,7,0,1,3,0,8,2,0,0,42,15
27,TBR,2025-06-08,,MIA,"W, 3-2",9.0,7,2,2,0,0,1,0,7,0,0,1,34,8
28,TEX,2025-06-08,@,WSN,"W, 4-2",9.0,6,2,2,0,1,2,0,11,0,0,0,33,9
29,TOR,2025-06-08,@,MIN,"L, 3-6",8.0,12,6,6,0,2,8,0,7,0,0,0,43,21
30,WSN,2025-06-08,,TEX,"L, 2-4",9.0,11,4,3,1,2,2,0,7,0,0,0,39,14
31,LAA,2025-06-07,,SEA,"W, 8-6",9.0,14,6,6,0,2,3,0,8,0,0,0,42,17
32,ARI,2025-06-07,@,CIN,"L, 1-13",8.0,11,13,13,0,2,7,0,6,1,0,0,43,19
33,ATL,2025-06-07,@,SFG,"L, 2-3",8.2,5,3,3,0,2,0,0,13,0,0,0,31,5
34,BAL,2025-06-07,@,ATH,"W, 7-4",9.0,8,4,4,0,0,8,0,14,1,0,0,43,17
35,BOS,2025-06-07,@,NYY,"W, 10-7",9.0,7,7,6,1,1,3,0,15,0,1,0,37,10
36,CHC,2025-06-07,@,DET,"W, 6-1",9.0,6,1,1,0,0,2,0,7,0,0,0,34,8
37,CHW,2025-06-07,,KCR,"W, 4-1",9.0,8,1,1,0,1,3,0,9,0,0,1,36,11
38,CIN,2025-06-07,,ARI,"W, 13-1",9.0,7,1,1,0,1,3,0,8,0,0,0,36,10
39,CLE,2025-06-07,,HOU,"L, 3-5 (10)",10.0,6,5,4,1,1,3,0,7,0,0,1,39,9
40,COL,2025-06-07,,NYM,"L, 1-8",9.0,12,8,8,0,3,2,0,5,1,0,0,42,16
41,DET,2025-06-07,,CHC,"L, 1-6",9.0,7,6,6,0,5,1,0,8,0,0,0,35,8
42,MIA,2025-06-07,@,TBR,"W, 11-10 (10)",10.0,9,10,9,1,5,2,0,8,1,0,0,43,13
43,HOU,2025-06-07,@,CLE,"W, 5-3 (10)",10.0,6,3,3,0,1,8,0,15,1,0,0,44,15
44,KCR,2025-06-07,@,CHW,"L, 1-4",8.0,9,4,4,0,2,1,0,9,0,0,1,34,10
45,LAD,2025-06-07,@,STL,"L, 1-2",8.0,9,2,2,0,0,2,0,11,1,0,0,36,12
46,MIL,2025-06-07,,SDP,"W, 4-3",9.0,8,3,3,0,0,4,0,10,0,0,0,39,12
47,MIN,2025-06-07,,TOR,"L, 4-5",9.0,10,5,5,0,2,2,0,6,0,0,0,39,12
48,NYM,2025-06-07,@,COL,"W, 8-1",9.0,10,1,1,0,1,0,0,9,0,0,0,36,11
49,NYY,2025-06-07,,BOS,"L, 7-10",9.0,14,10,10,0,1,5,0,8,1,0,0,45,20
50,ATH,2025-06-07,,BAL,"L, 4-7",9.0,11,7,6,1,2,4,0,8,1,0,0,42,17
51,PHI,2025-06-07,@,PIT,"L, 1-2",8.0,5,2,2,0,1,3,0,5,0,0,0,31,8
52,PIT,2025-06-07,,PHI,"W, 2-1",9.0,4,1,1,0,1,0,0,8,0,0,1,30,4
53,SDP,2025-06-07,@,MIL,"L, 3-4",8.0,8,4,2,2,1,5,0,2,0,0,0,35,13
54,SEA,2025-06-07,@,LAA,"L, 6-8",8.0,11,8,6,2,3,4,0,6,2,0,3,42,18
55,SFG,2025-06-07,,ATL,"W, 3-2",9.0,7,2,2,0,1,2,1,10,0,0,0,36,9
56,STL,2025-06-07,,LAD,"W, 2-1",9.0,9,1,1,0,0,5,0,6,0,0,1,40,14
57,TBR,2025-06-07,,MIA,"L, 10-11 (10)",10.0,13,11,10,1,1,3,0,9,0,0,0,42,16
58,TEX,2025-06-07,@,WSN,"W, 5-0",9.0,3,0,0,0,0,1,0,9,1,0,0,30,5
59,TOR,2025-06-07,@,MIN,"W, 5-4",9.0,7,4,4,0,2,4,0,7,1,0,0,37,12
60,WSN,2025-06-07,,TEX,"L, 0-5",9.0,8,5,4,1,0,4,0,8,0,1,0,38,12
61,LAA,2025-06-06,,SEA,"W, 5-4",9.0,8,4,4,0,0,3,1,5,0,0,0,37,11
62,ARI,2025-06-06,@,CIN,"L, 3-4 (10)",9.1,9,4,3,1,2,4,0,10,0,1,1,41,13
63,ATL,2025-06-06,@,SFG,"L, 4-5 (10)",9.2,8,5,3,2,0,3,0,7,0,0,2,38,11
64,BAL,2025-06-06,@,ATH,"L, 4-5",8.0,11,5,5,0,0,1,0,8,0,0,1,36,12
65,BOS,2025-06-06,@,NYY,"L, 6-9",8.0,14,9,7,2,3,4,0,10,1,0,0,43,20
66,CHC,2025-06-06,@,DET,"L, 1-3",8.0,8,3,3,0,2,1,0,7,0,0,0,32,9
67,CHW,2025-06-06,,KCR,"W, 7-2",9.0,7,2,2,0,2,1,0,8,1,0,0,35,9
68,CIN,2025-06-06,,ARI,"W, 4-3 (10)",10.0,6,3,3,0,2,1,0,12,0,0,0,35,7
69,CLE,2025-06-06,,HOU,"L, 2-4",9.0,10,4,4,0,1,6,0,4,1,1,0,41,17
70,COL,2025-06-06,,NYM,"L, 2-4",9.0,10,4,4,0,0,5,0,10,1,0,1,43,16
71,DET,2025-06-06,,CHC,"W, 3-1",9.0,9,1,1,0,0,0,0,6,0,0,0,34,9
72,MIA,2025-06-06,@,TBR,"L, 3-4",8.0,11,4,2,2,0,3,0,10,0,0,1,37,15
73,HOU,2025-06-06,@,CLE,"W, 4-2",9.0,9,2,2,0,1,1,0,9,0,0,0,33,10
74,KCR,2025-06-06,@,CHW,"L, 2-7",8.0,7,7,5,2,1,7,0,6,0,0,1,38,15
75,LAD,2025-06-06,@,STL,"L, 0-5",8.0,7,5,5,0,2,3,0,6,0,0,0,33,10
76,MIL,2025-06-06,,SDP,"L, 0-2",9.0,8,2,2,0,1,3,0,12,0,0,0,37,11
77,MIN,2025-06-06,,TOR,"L, 4-6",9.0,7,6,6,0,2,1,0,4,1,0,0,36,10
78,NYM,2025-06-06,@,COL,"W, 4-2",9.0,9,2,2,0,1,3,0,8,0,0,0,35,12
79,NYY,2025-06-06,,BOS,"W, 9-6",9.0,6,6,6,0,2,4,0,12,2,0,0,39,12
80,ATH,2025-06-06,,BAL,"W, 5-4",9.0,8,4,4,0,2,6,0,9,0,0,2,41,15
81,PHI,2025-06-06,@,PIT,"L, 4-5",8.2,11,5,5,0,2,4,0,8,0,0,0,38,15
82,PIT,2025-06-06,,PHI,"W, 5-4",9.0,7,4,4,0,0,3,0,10,0,0,0,37,10
