Date,Team,Opponent,Pitcher,Predicted K,Confidence,Model Pick,Actual K,Result
2025-04-05,ATL,MIA,AJ Smith-Shawver,5.46,0.96,Over,6,HIT
2025-04-12,ATL,TBR,AJ Smith-Shawver,5.42,0.92,Over,7,HIT
2025-04-29,ATL,COL,AJ Smith-Shawver,5.82,1.32,Over,5,HIT
2025-05-05,ATL,CIN,AJ Smith-Shawver,6.01,1.51,Over,5,HIT
2025-05-10,ATL,PIT,AJ Smith-Shawver,5.97,1.47,Over,7,HIT
2025-05-15,ATL,WSN,AJ Smith-Shawver,5.79,1.29,Over,6,HIT
2025-05-22,MIL,PIT,Aaron Civale,2.11,2.39,Under,3,HIT
2025-05-27,MIL,BOS,Aaron Civale,2.93,1.57,Under,4,HIT
2025-06-02,MIL,CIN,Aaron Civale,3.58,0.92,Under,5,MISS
2025-06-09,MIL,ATL,Aaron Civale,4.96,0.46,Over,5,HIT
2025-06-15,CHW,TEX,Aaron Civale,4.68,0.18,Over,4,MISS
2025-04-05,PHI,LAD,Aaron Nola,5.26,0.76,Over,2,MISS
2025-04-11,PHI,STL,Aaron Nola,5.82,1.32,Over,7,HIT
2025-04-16,PHI,SFG,Aaron Nola,5.87,1.37,Over,8,HIT
2025-04-21,PHI,NYM,Aaron Nola,6.78,2.28,Over,6,HIT
2025-04-27,PHI,CHC,Aaron Nola,6.44,1.94,Over,6,HIT
2025-05-03,PHI,ARI,Aaron Nola,6.65,2.15,Over,8,HIT
2025-05-09,PHI,CLE,Aaron Nola,6.06,1.56,Over,5,HIT
2025-05-14,PHI,STL,Aaron Nola,4.84,0.34,Over,2,MISS
2025-06-18,MIA,PHI,Adam Mazur,3.91,0.59,Under,5,MISS
2025-05-26,CHW,NYM,Adrian Houser,3.65,0.85,Under,6,MISS
2025-06-01,CHW,BAL,Adrian Houser,4.98,0.48,Over,6,HIT
2025-06-07,CHW,KCR,Adrian Houser,6.26,1.76,Over,6,HIT
2025-06-13,CHW,TEX,Adrian Houser,4.93,0.43,Over,2,MISS
2025-04-06,STL,BOS,Andre Pallante,4.33,0.17,Under,6,MISS
2025-04-11,STL,PHI,Andre Pallante,4.73,0.23,Over,4,MISS
2025-04-17,STL,NYM,Andre Pallante,3.73,0.77,Under,2,HIT
2025-04-22,STL,ATL,Andre Pallante,2.37,2.13,Under,1,HIT
2025-04-28,STL,CIN,Andre Pallante,2.36,2.14,Under,4,HIT
2025-05-10,STL,WSN,Andre Pallante,3.85,0.65,Under,7,MISS
2025-05-16,STL,KCR,Andre Pallante,3.86,0.64,Under,4,HIT
2025-05-21,STL,DET,Andre Pallante,3.74,0.76,Under,3,HIT
2025-05-27,STL,BAL,Andre Pallante,4.97,0.47,Over,7,HIT
2025-06-03,STL,KCR,Andre Pallante,3.94,0.56,Under,2,HIT
2025-06-09,STL,TOR,Andre Pallante,3.97,0.53,Under,3,HIT
2025-06-14,STL,MIL,Andre Pallante,3.64,0.86,Under,7,MISS
2025-04-18,CIN,BAL,Andrew Abbott,8.24,3.74,Over,11,HIT
2025-04-25,CIN,COL,Andrew Abbott,5.68,1.18,Over,4,MISS
2025-05-01,CIN,STL,Andrew Abbott,5.93,1.43,Over,3,MISS
2025-05-06,CIN,ATL,Andrew Abbott,5.3,0.8,Over,8,HIT
2025-05-13,CIN,CHW,Andrew Abbott,6.15,1.65,Over,7,HIT
2025-05-18,CIN,CLE,Andrew Abbott,6.42,1.92,Over,5,HIT
2025-05-24,CIN,CHC,Andrew Abbott,5.08,0.58,Over,2,MISS
2025-05-30,CIN,CHC,Andrew Abbott,5.06,0.56,Over,8,HIT
2025-06-04,CIN,MIL,Andrew Abbott,5.73,1.23,Over,6,HIT
2025-06-10,CIN,CLE,Andrew Abbott,5.23,0.73,Over,5,HIT
2025-06-17,CIN,MIN,Andrew Abbott,5.17,0.67,Over,5,HIT
2025-04-06,PIT,NYY,Andrew Heaney,6.2,1.7,Over,10,HIT
2025-04-12,PIT,CIN,Andrew Heaney,5.92,1.42,Over,6,HIT
2025-04-17,PIT,WSN,Andrew Heaney,5.59,1.09,Over,4,MISS
2025-04-23,PIT,LAA,Andrew Heaney,6.3,1.8,Over,9,HIT
2025-04-29,PIT,CHC,Andrew Heaney,4.77,0.27,Over,0,MISS
2025-05-04,PIT,SDP,Andrew Heaney,3.71,0.79,Under,3,HIT
2025-05-10,PIT,ATL,Andrew Heaney,2.27,2.23,Under,2,HIT
2025-05-16,PIT,PHI,Andrew Heaney,2.68,1.82,Under,2,HIT
2025-05-21,PIT,CIN,Andrew Heaney,2.82,1.68,Under,4,HIT
2025-05-26,PIT,ARI,Andrew Heaney,2.43,2.07,Under,2,HIT
2025-06-01,PIT,SDP,Andrew Heaney,2.92,1.58,Under,3,HIT
2025-06-07,PIT,PHI,Andrew Heaney,3.56,0.94,Under,5,MISS
2025-06-12,PIT,CHC,Andrew Heaney,4.89,0.39,Over,7,HIT
2025-05-08,COL,DET,Angel Chivilli,1.46,3.04,Under,3,HIT
2025-04-03,COL,PHI,Antonio Senzatela,1.52,2.98,Under,3,HIT
2025-04-09,COL,MIL,Antonio Senzatela,2.13,2.37,Under,3,HIT
2025-04-14,COL,LAD,Antonio Senzatela,2.18,2.32,Under,1,HIT
2025-04-20,COL,WSN,Antonio Senzatela,2.14,2.36,Under,2,HIT
2025-04-26,COL,CIN,Antonio Senzatela,2.36,2.14,Under,4,HIT
2025-05-02,COL,SFG,Antonio Senzatela,3.43,1.07,Under,4,HIT
2025-05-09,COL,SDP,Antonio Senzatela,3.52,0.98,Under,2,HIT
2025-05-14,COL,TEX,Antonio Senzatela,2.65,1.85,Under,3,HIT
2025-05-20,COL,PHI,Antonio Senzatela,2.25,2.25,Under,3,HIT
2025-05-25,COL,NYY,Antonio Senzatela,3.51,0.99,Under,4,HIT
2025-05-31,COL,NYM,Antonio Senzatela,2.67,1.83,Under,2,HIT
2025-06-06,COL,NYM,Antonio Senzatela,2.69,1.81,Under,2,HIT
2025-06-12,COL,SFG,Antonio Senzatela,2.5,2.0,Under,2,HIT
2025-06-17,COL,WSN,Antonio Senzatela,1.61,2.89,Under,0,HIT
2025-06-15,COL,ATL,Austin Gomber,3.61,0.89,Under,4,HIT
2025-04-05,PIT,NYY,Bailey Falter,4.66,0.16,Over,5,HIT
2025-04-11,PIT,CIN,Bailey Falter,4.33,0.17,Under,4,HIT
2025-04-16,PIT,WSN,Bailey Falter,3.71,0.79,Under,2,HIT
2025-04-22,PIT,LAA,Bailey Falter,3.56,0.94,Under,5,MISS
2025-04-27,PIT,LAD,Bailey Falter,2.84,1.66,Under,2,HIT
2025-05-03,PIT,SDP,Bailey Falter,4.57,0.07,Over,6,HIT
2025-05-09,PIT,ATL,Bailey Falter,3.81,0.69,Under,3,HIT
2025-05-14,PIT,NYM,Bailey Falter,3.82,0.68,Under,3,HIT
2025-05-20,PIT,CIN,Bailey Falter,3.69,0.81,Under,5,MISS
2025-05-25,PIT,MIL,Bailey Falter,2.89,1.61,Under,1,HIT
2025-05-31,PIT,SDP,Bailey Falter,2.01,2.49,Under,1,HIT
2025-06-06,PIT,PHI,Bailey Falter,1.41,3.09,Under,2,HIT
2025-06-11,PIT,MIA,Bailey Falter,2.08,2.42,Under,3,HIT
2025-06-17,PIT,DET,Bailey Falter,2.84,1.66,Under,4,HIT
2025-04-05,MIN,HOU,Bailey Ober,3.72,0.78,Under,5,MISS
2025-04-10,MIN,KCR,Bailey Ober,3.55,0.95,Under,4,HIT
2025-04-15,MIN,NYM,Bailey Ober,5.06,0.56,Over,5,HIT
2025-04-22,MIN,CHW,Bailey Ober,5.36,0.86,Over,6,HIT
2025-04-28,MIN,CLE,Bailey Ober,4.11,0.39,Under,2,HIT
2025-05-03,MIN,BOS,Bailey Ober,5.17,0.67,Over,6,HIT
2025-05-08,MIN,BAL,Bailey Ober,4.94,0.44,Over,6,HIT
2025-05-14,MIN,BAL,Bailey Ober,4.94,0.44,Over,3,MISS
2025-05-25,MIN,KCR,Bailey Ober,3.01,1.49,Under,3,HIT
2025-05-31,MIN,SEA,Bailey Ober,3.29,1.21,Under,4,HIT
2025-06-06,MIN,TOR,Bailey Ober,3.91,0.59,Under,4,HIT
2025-06-12,MIN,TEX,Bailey Ober,3.64,0.86,Under,3,HIT
2025-06-18,MIN,CIN,Bailey Ober,3.21,1.29,Under,5,MISS
2025-03-31,CHC,ATH,Ben Brown,4.92,0.42,Over,5,HIT
2025-04-06,CHC,SDP,Ben Brown,5.61,1.11,Over,5,HIT
2025-04-12,CHC,LAD,Ben Brown,4.86,0.36,Over,5,HIT
2025-04-19,CHC,ARI,Ben Brown,5.35,0.85,Over,6,HIT
2025-04-26,CHC,PHI,Ben Brown,5.46,0.96,Over,5,HIT
2025-05-02,CHC,MIL,Ben Brown,4.84,0.34,Over,4,MISS
2025-05-07,CHC,SFG,Ben Brown,6.14,1.64,Over,9,HIT
2025-05-13,CHC,MIA,Ben Brown,6.26,1.76,Over,6,HIT
2025-05-19,CHC,MIA,Ben Brown,7.85,3.35,Over,8,HIT
2025-05-25,CHC,CIN,Ben Brown,5.41,0.91,Over,4,MISS
2025-05-31,CHC,CIN,Ben Brown,7.47,2.97,Over,9,HIT
2025-06-06,CHC,DET,Ben Brown,6.2,1.7,Over,7,HIT
2025-06-11,CHC,PHI,Ben Brown,7.54,3.04,Over,5,HIT
2025-06-17,CHC,MIL,Ben Brown,5.45,0.95,Over,5,HIT
2025-04-27,LAD,PIT,Ben Casparius,3.4,1.1,Under,5,MISS
2025-05-05,LAD,MIA,Ben Casparius,5.32,0.82,Over,5,HIT
2025-06-11,LAD,SDP,Ben Casparius,1.38,3.12,Under,2,HIT
2025-06-16,LAD,SDP,Ben Casparius,1.48,3.02,Under,2,HIT
2025-04-02,CLE,SDP,Ben Lively,3.25,1.25,Under,4,HIT
2025-04-08,CLE,CHW,Ben Lively,3.62,0.88,Under,4,HIT
2025-04-13,CLE,KCR,Ben Lively,4.58,0.08,Over,5,HIT
2025-04-19,CLE,PIT,Ben Lively,3.69,0.81,Under,3,HIT
2025-04-26,CLE,BOS,Ben Lively,3.95,0.55,Under,4,HIT
2025-05-01,CLE,MIN,Ben Lively,3.1,1.4,Under,2,HIT
2025-05-06,CLE,WSN,Ben Lively,2.83,1.67,Under,3,HIT
2025-04-02,LAD,ATL,Blake Snell,2.27,2.23,Under,2,HIT
2025-04-06,TOR,NYM,Bowden Francis,4.89,0.39,Over,6,HIT
2025-04-12,TOR,BAL,Bowden Francis,4.88,0.38,Over,5,HIT
2025-04-18,TOR,SEA,Bowden Francis,5.52,1.02,Over,5,HIT
2025-04-23,TOR,HOU,Bowden Francis,3.66,0.84,Under,2,HIT
2025-05-04,TOR,CLE,Bowden Francis,1.75,2.75,Under,2,HIT
2025-05-10,TOR,SEA,Bowden Francis,2.58,1.92,Under,5,MISS
2025-05-16,TOR,DET,Bowden Francis,4.76,0.26,Over,6,HIT
2025-05-22,TOR,SDP,Bowden Francis,5.12,0.62,Over,4,MISS
2025-05-27,TOR,TEX,Bowden Francis,5.2,0.7,Over,6,HIT
2025-06-14,TOR,PHI,Bowden Francis,3.09,1.41,Under,4,HIT
2025-04-14,WSN,PIT,Brad Lord,1.59,2.91,Under,1,HIT
2025-04-20,WSN,COL,Brad Lord,3.23,1.27,Under,5,MISS
2025-04-26,WSN,NYM,Brad Lord,2.97,1.53,Under,3,HIT
2025-05-01,WSN,PHI,Brad Lord,3.58,0.92,Under,4,HIT
2025-05-06,WSN,CLE,Brad Lord,3.64,0.86,Under,4,HIT
2025-04-27,COL,CIN,Bradley Blalock,1.03,3.47,Under,1,HIT
2025-05-03,COL,SFG,Bradley Blalock,1.89,2.61,Under,4,HIT
2025-05-10,COL,SDP,Bradley Blalock,1.28,3.22,Under,1,HIT
2025-04-05,CIN,MIL,Brady Singer,7.58,3.08,Over,7,HIT
2025-04-11,CIN,PIT,Brady Singer,6.12,1.62,Over,3,MISS
2025-04-17,CIN,SEA,Brady Singer,5.43,0.93,Over,6,HIT
2025-04-23,CIN,MIA,Brady Singer,5.67,1.17,Over,8,HIT
2025-04-30,CIN,STL,Brady Singer,6.12,1.62,Over,4,MISS
2025-05-05,CIN,ATL,Brady Singer,4.93,0.43,Over,2,MISS
2025-05-16,CIN,CLE,Brady Singer,2.23,2.27,Under,4,HIT
2025-05-21,CIN,PIT,Brady Singer,2.33,2.17,Under,3,HIT
2025-05-27,CIN,KCR,Brady Singer,3.3,1.2,Under,3,HIT
2025-06-02,CIN,MIL,Brady Singer,3.55,0.95,Under,4,HIT
2025-06-08,CIN,ARI,Brady Singer,3.67,0.83,Under,3,HIT
2025-06-14,CIN,DET,Brady Singer,3.94,0.56,Under,4,HIT
2025-04-04,ARI,WSN,Brandon Pfaadt,4.62,0.12,Over,4,MISS
2025-04-09,ARI,BAL,Brandon Pfaadt,3.95,0.55,Under,3,HIT
2025-04-16,ARI,MIA,Brandon Pfaadt,4.51,0.01,Over,6,HIT
2025-04-22,ARI,TBR,Brandon Pfaadt,5.08,0.58,Over,5,HIT
2025-04-27,ARI,ATL,Brandon Pfaadt,6.09,1.59,Over,6,HIT
2025-05-03,ARI,PHI,Brandon Pfaadt,5.83,1.33,Over,6,HIT
2025-05-08,ARI,LAD,Brandon Pfaadt,5.61,1.11,Over,6,HIT
2025-05-13,ARI,SFG,Brandon Pfaadt,4.93,0.43,Over,3,MISS
2025-05-19,ARI,LAD,Brandon Pfaadt,2.99,1.51,Under,0,HIT
2025-05-25,ARI,STL,Brandon Pfaadt,2.65,1.85,Under,5,MISS
2025-06-10,ARI,SEA,Brandon Pfaadt,1.94,2.56,Under,4,HIT
2025-06-17,ARI,TOR,Brandon Pfaadt,2.81,1.69,Under,3,HIT
2025-05-28,NYM,CHW,Brandon Waddell,3.41,1.09,Under,3,HIT
2025-06-08,HOU,CLE,Brandon Walter,4.94,0.44,Over,5,HIT
2025-06-15,HOU,MIN,Brandon Walter,6.28,1.78,Over,9,HIT
2025-04-26,BAL,DET,Brandon Young,4.48,0.02,Under,6,MISS
2025-04-27,BOS,CLE,Brayan Bello,3.77,0.73,Under,4,HIT
2025-05-02,BOS,MIN,Brayan Bello,4.07,0.43,Under,5,MISS
2025-05-08,BOS,TEX,Brayan Bello,3.84,0.66,Under,1,HIT
2025-05-13,BOS,DET,Brayan Bello,3.12,1.38,Under,4,HIT
2025-05-18,BOS,ATL,Brayan Bello,3.18,1.32,Under,3,HIT
2025-05-23,BOS,BAL,Brayan Bello,4.76,0.26,Over,7,HIT
2025-05-28,BOS,MIL,Brayan Bello,3.29,1.21,Under,2,HIT
2025-06-03,BOS,LAA,Brayan Bello,4.55,0.05,Over,4,MISS
2025-06-09,BOS,TBR,Brayan Bello,3.67,0.83,Under,4,HIT
2025-06-15,BOS,NYY,Brayan Bello,4.77,0.27,Over,8,HIT
2025-04-30,CIN,STL,Brent Suter,1.06,3.44,Under,2,HIT
2025-04-06,SEA,SFG,Bryan Woo,5.28,0.78,Over,6,HIT
2025-04-12,SEA,TEX,Bryan Woo,6.37,1.87,Over,7,HIT
2025-04-18,SEA,TOR,Bryan Woo,5.25,0.75,Over,4,MISS
2025-04-24,SEA,BOS,Bryan Woo,5.12,0.62,Over,8,HIT
2025-05-02,SEA,TEX,Bryan Woo,6.43,1.93,Over,8,HIT
2025-05-07,SEA,ATH,Bryan Woo,7.49,2.99,Over,6,HIT
2025-05-13,SEA,NYY,Bryan Woo,6.25,1.75,Over,6,HIT
2025-05-18,SEA,SDP,Bryan Woo,5.9,1.4,Over,5,HIT
2025-05-24,SEA,HOU,Bryan Woo,5.62,1.12,Over,5,HIT
2025-05-30,SEA,MIN,Bryan Woo,3.9,0.6,Under,3,HIT
2025-06-05,SEA,BAL,Bryan Woo,4.71,0.21,Over,6,HIT
2025-06-11,SEA,ARI,Bryan Woo,3.97,0.53,Under,3,HIT
2025-06-17,SEA,BOS,Bryan Woo,5.42,0.92,Over,6,HIT
2025-04-11,ATL,TBR,Bryce Elder,3.18,1.32,Under,4,HIT
2025-04-18,ATL,MIN,Bryce Elder,3.46,1.04,Under,3,HIT
2025-04-23,ATL,STL,Bryce Elder,3.28,1.22,Under,2,HIT
2025-04-28,ATL,COL,Bryce Elder,2.9,1.6,Under,4,HIT
2025-05-04,ATL,LAD,Bryce Elder,4.05,0.45,Under,6,MISS
2025-05-09,ATL,PIT,Bryce Elder,5.89,1.39,Over,8,HIT
2025-05-14,ATL,WSN,Bryce Elder,5.97,1.47,Over,3,MISS
2025-06-01,ATL,BOS,Bryce Elder,5.17,0.67,Over,4,MISS
2025-06-07,ATL,SFG,Bryce Elder,6.27,1.77,Over,12,HIT
2025-04-05,SEA,SFG,Bryce Miller,3.79,0.71,Under,4,HIT
2025-04-11,SEA,TEX,Bryce Miller,4.55,0.05,Over,5,HIT
2025-04-16,SEA,CIN,Bryce Miller,5.44,0.94,Over,8,HIT
2025-04-22,SEA,BOS,Bryce Miller,5.97,1.47,Over,4,MISS
2025-04-29,SEA,LAA,Bryce Miller,6.09,1.59,Over,6,HIT
2025-05-05,SEA,ATH,Bryce Miller,3.75,0.75,Under,1,HIT
2025-05-11,SEA,TOR,Bryce Miller,3.31,1.19,Under,3,HIT
2025-05-31,SEA,MIN,Bryce Miller,2.03,2.47,Under,2,HIT
2025-06-06,SEA,LAA,Bryce Miller,1.98,2.52,Under,2,HIT
2025-05-04,CHW,HOU,Bryse Wilson,2.3,2.2,Under,4,HIT
2025-05-09,CHW,MIA,Bryse Wilson,2.02,2.48,Under,1,HIT
2025-05-15,CHW,CIN,Bryse Wilson,2.78,1.72,Under,3,HIT
2025-05-24,CHW,TEX,Bryse Wilson,2.81,1.69,Under,4,HIT
2025-06-02,CHW,DET,Bryse Wilson,2.34,2.16,Under,2,HIT
2025-05-16,CHC,CHW,Cade Horton,3.4,1.1,Under,2,HIT
2025-05-21,CHC,MIA,Cade Horton,3.21,1.29,Under,3,HIT
2025-05-27,CHC,COL,Cade Horton,3.79,0.71,Under,6,MISS
2025-06-03,CHC,WSN,Cade Horton,3.72,0.78,Under,3,HIT
2025-06-08,CHC,DET,Cade Horton,4.91,0.41,Over,6,HIT
2025-06-13,CHC,PIT,Cade Horton,4.66,0.16,Over,4,MISS
2025-04-06,BAL,KCR,Cade Povich,5.99,1.49,Over,4,MISS
2025-04-13,BAL,TOR,Cade Povich,4.99,0.49,Over,2,MISS
2025-04-24,BAL,WSN,Cade Povich,3.5,1.0,Under,5,MISS
2025-04-30,BAL,NYY,Cade Povich,3.95,0.55,Under,2,HIT
2025-05-06,BAL,MIN,Cade Povich,3.64,0.86,Under,4,HIT
2025-05-16,BAL,WSN,Cade Povich,5.15,0.65,Over,9,HIT
2025-05-23,BAL,BOS,Cade Povich,5.97,1.47,Over,6,HIT
2025-05-28,BAL,STL,Cade Povich,8.21,3.71,Over,9,HIT
2025-06-04,BAL,SEA,Cade Povich,6.24,1.74,Over,5,HIT
2025-06-10,BAL,DET,Cade Povich,6.52,2.02,Over,6,HIT
2025-06-15,BAL,LAA,Cade Povich,5.11,0.61,Over,4,MISS
2025-04-05,MIA,ATL,Cal Quantrill,2.84,1.66,Under,4,HIT
2025-04-13,MIA,WSN,Cal Quantrill,2.73,1.77,Under,2,HIT
2025-04-25,MIA,SEA,Cal Quantrill,1.92,2.58,Under,5,MISS
2025-04-30,MIA,LAD,Cal Quantrill,2.38,2.12,Under,3,HIT
2025-05-06,MIA,LAD,Cal Quantrill,4.93,0.43,Over,6,HIT
2025-05-12,MIA,CHC,Cal Quantrill,3.26,1.24,Under,1,HIT
2025-05-18,MIA,TBR,Cal Quantrill,4.61,0.11,Over,6,HIT
2025-05-30,MIA,SFG,Cal Quantrill,5.13,0.63,Over,7,HIT
2025-06-04,MIA,COL,Cal Quantrill,3.65,0.85,Under,2,HIT
2025-06-11,MIA,PIT,Cal Quantrill,4.86,0.36,Over,6,HIT
2025-06-17,MIA,PHI,Cal Quantrill,3.41,1.09,Under,2,HIT
2025-04-03,NYY,ARI,Carlos Carrasco,3.34,1.16,Under,5,MISS
2025-04-08,NYY,DET,Carlos Carrasco,3.26,1.24,Under,3,HIT
2025-04-14,NYY,KCR,Carlos Carrasco,3.77,0.73,Under,4,HIT
2025-04-19,NYY,TBR,Carlos Carrasco,2.58,1.92,Under,1,HIT
2025-04-25,NYY,TOR,Carlos Carrasco,2.27,2.23,Under,2,HIT
2025-04-02,NYY,ARI,Carlos Rodón,6.48,1.98,Over,5,HIT
2025-04-07,NYY,DET,Carlos Rodón,6.7,2.2,Over,8,HIT
2025-04-13,NYY,SFG,Carlos Rodón,6.71,2.21,Over,8,HIT
2025-04-18,NYY,TBR,Carlos Rodón,8.52,4.02,Over,9,HIT
2025-04-23,NYY,CLE,Carlos Rodón,9.15,4.65,Over,8,HIT
2025-04-29,NYY,BAL,Carlos Rodón,8.53,4.03,Over,7,HIT
2025-05-05,NYY,SDP,Carlos Rodón,6.14,1.64,Over,5,HIT
2025-05-10,NYY,ATH,Carlos Rodón,7.57,3.07,Over,10,HIT
2025-05-16,NYY,NYM,Carlos Rodón,6.48,1.98,Over,5,HIT
2025-05-22,NYY,TEX,Carlos Rodón,7.95,3.45,Over,8,HIT
2025-05-27,NYY,LAA,Carlos Rodón,7.69,3.19,Over,10,HIT
2025-06-03,NYY,CLE,Carlos Rodón,8.52,4.02,Over,8,HIT
2025-06-08,NYY,BOS,Carlos Rodón,8.19,3.69,Over,5,HIT
2025-06-14,NYY,BOS,Carlos Rodón,5.83,1.33,Over,4,MISS
2025-03-31,SEA,DET,Carlos Vargas,1.03,3.47,Under,2,HIT
2025-04-07,PIT,STL,Carmen Mlodzinski,5.38,0.88,Over,6,HIT
2025-04-13,PIT,CIN,Carmen Mlodzinski,4.68,0.18,Over,4,MISS
2025-04-18,PIT,CLE,Carmen Mlodzinski,3.34,1.16,Under,0,HIT
2025-04-24,PIT,LAA,Carmen Mlodzinski,2.52,1.98,Under,4,HIT
2025-04-30,PIT,CHC,Carmen Mlodzinski,2.74,1.76,Under,4,HIT
2025-05-05,PIT,STL,Carmen Mlodzinski,3.25,1.25,Under,2,HIT
2025-05-11,PIT,ATL,Carmen Mlodzinski,2.77,1.73,Under,2,HIT
2025-05-21,COL,PHI,Carson Palmquist,0.85,3.65,Under,2,HIT
2025-05-26,COL,CHC,Carson Palmquist,1.71,2.79,Under,4,HIT
2025-06-01,COL,NYM,Carson Palmquist,5.31,0.81,Over,8,HIT
2025-06-10,COL,SFG,Carson Palmquist,4.73,0.23,Over,2,MISS
2025-06-16,COL,WSN,Carson Palmquist,3.29,1.21,Under,2,HIT
2025-04-19,CIN,BAL,Carson Spiers,3.46,1.04,Under,3,HIT
2025-04-25,SEA,MIA,Casey Lawrence,1.46,3.04,Under,4,HIT
2025-05-20,SEA,CHW,Casey Lawrence,2.1,2.4,Under,2,HIT
2025-04-07,DET,NYY,Casey Mize,6.34,1.84,Over,6,HIT
2025-04-13,DET,MIN,Casey Mize,4.94,0.44,Over,3,MISS
2025-04-19,DET,KCR,Casey Mize,4.19,0.31,Under,3,HIT
2025-04-26,DET,BAL,Casey Mize,3.91,0.59,Under,5,MISS
2025-05-01,DET,LAA,Casey Mize,3.47,1.03,Under,4,HIT
2025-05-08,DET,COL,Casey Mize,5.82,1.32,Over,8,HIT
2025-05-24,DET,CLE,Casey Mize,6.19,1.69,Over,6,HIT
2025-06-05,DET,CHW,Casey Mize,4.3,0.2,Under,3,HIT
2025-06-11,DET,BAL,Casey Mize,4.48,0.02,Under,7,MISS
2025-06-17,DET,PIT,Casey Mize,5.07,0.57,Over,4,MISS
2025-04-01,MIL,KCR,Chad Patrick,2.97,1.53,Under,5,MISS
2025-04-06,MIL,CIN,Chad Patrick,3.32,1.18,Under,4,HIT
2025-04-12,MIL,ARI,Chad Patrick,3.36,1.14,Under,3,HIT
2025-04-19,MIL,ATH,Chad Patrick,4.96,0.46,Over,7,HIT
2025-04-25,MIL,STL,Chad Patrick,3.61,0.89,Under,2,HIT
2025-05-01,MIL,CHW,Chad Patrick,4.32,0.18,Under,4,HIT
2025-05-06,MIL,HOU,Chad Patrick,3.9,0.6,Under,6,MISS
2025-05-11,MIL,TBR,Chad Patrick,4.79,0.29,Over,4,MISS
2025-05-16,MIL,MIN,Chad Patrick,4.05,0.45,Under,2,HIT
2025-05-21,MIL,BAL,Chad Patrick,4.66,0.16,Over,7,HIT
2025-05-26,MIL,BOS,Chad Patrick,5.14,0.64,Over,6,HIT
2025-05-31,MIL,PHI,Chad Patrick,6.03,1.53,Over,6,HIT
2025-06-06,MIL,SDP,Chad Patrick,6.11,1.61,Over,6,HIT
2025-06-11,MIL,ATL,Chad Patrick,6.46,1.96,Over,8,HIT
2025-06-17,MIL,CHC,Chad Patrick,5.81,1.31,Over,5,HIT
2025-04-03,BAL,BOS,Charlie Morton,6.52,2.02,Over,10,HIT
2025-04-08,BAL,ARI,Charlie Morton,5.07,0.57,Over,4,MISS
2025-04-15,BAL,CLE,Charlie Morton,4.5,0.0,Under,2,HIT
2025-04-26,BAL,DET,Charlie Morton,2.36,2.14,Under,3,HIT
2025-05-07,BAL,MIN,Charlie Morton,1.36,3.14,Under,2,HIT
2025-05-17,BAL,WSN,Charlie Morton,3.79,0.71,Under,6,MISS
2025-05-26,BAL,STL,Charlie Morton,5.2,0.7,Over,5,HIT
2025-06-01,BAL,CHW,Charlie Morton,6.17,1.67,Over,7,HIT
2025-06-13,BAL,LAA,Charlie Morton,8.35,3.85,Over,10,HIT
2025-04-12,COL,SDP,Chase Dollander,5.98,1.48,Over,7,HIT
2025-04-19,COL,WSN,Chase Dollander,6.11,1.61,Over,5,HIT
2025-04-24,COL,KCR,Chase Dollander,4.53,0.03,Over,3,MISS
2025-04-30,COL,ATL,Chase Dollander,3.83,0.67,Under,4,HIT
2025-05-12,COL,TEX,Chase Dollander,3.78,0.72,Under,7,MISS
2025-05-18,COL,ARI,Chase Dollander,4.11,0.39,Under,6,MISS
2025-06-14,COL,ATL,Chase Dollander,2.57,1.93,Under,4,HIT
2025-05-20,BAL,MIL,Chayce McDermott,3.62,0.88,Under,2,HIT
2025-04-05,TOR,NYM,Chris Bassitt,8.43,3.93,Over,9,HIT
2025-04-10,TOR,BOS,Chris Bassitt,7.58,3.08,Over,5,HIT
2025-04-16,TOR,ATL,Chris Bassitt,8.37,3.87,Over,10,HIT
2025-04-22,TOR,HOU,Chris Bassitt,5.9,1.4,Over,3,MISS
2025-04-27,TOR,NYY,Chris Bassitt,5.99,1.49,Over,5,HIT
2025-05-02,TOR,CLE,Chris Bassitt,4.0,0.5,Under,4,HIT
2025-05-08,TOR,LAA,Chris Bassitt,5.09,0.59,Over,6,HIT
2025-05-14,TOR,TBR,Chris Bassitt,5.0,0.5,Over,6,HIT
2025-05-20,TOR,SDP,Chris Bassitt,5.98,1.48,Over,6,HIT
2025-05-25,TOR,TBR,Chris Bassitt,4.77,0.27,Over,2,MISS
2025-05-30,TOR,ATH,Chris Bassitt,4.97,0.47,Over,6,HIT
2025-06-05,TOR,PHI,Chris Bassitt,5.15,0.65,Over,6,HIT
2025-06-10,TOR,STL,Chris Bassitt,4.88,0.38,Over,3,MISS
2025-06-17,TOR,ARI,Chris Bassitt,5.07,0.57,Over,5,HIT
2025-04-06,MIN,HOU,Chris Paddack,2.1,2.4,Under,2,HIT
2025-04-12,MIN,DET,Chris Paddack,2.83,1.67,Under,5,MISS
2025-04-18,MIN,ATL,Chris Paddack,4.35,0.15,Under,6,MISS
2025-04-24,MIN,CHW,Chris Paddack,5.46,0.96,Over,5,HIT
2025-04-29,MIN,CLE,Chris Paddack,4.35,0.15,Under,2,HIT
2025-05-04,MIN,BOS,Chris Paddack,2.77,1.73,Under,2,HIT
