event_id,home_team,away_team,commence_time,h2h_chicago_cubs_line,h2h_chicago_cubs_odds,h2h_seattle_mariners_line,h2h_seattle_mariners_odds,spreads_chicago_cubs_line,spreads_chicago_cubs_odds,spreads_seattle_mariners_line,spreads_seattle_mariners_odds,totals_over_line,totals_over_odds,totals_under_line,totals_under_odds,h2h_cleveland_guardians_line,h2h_cleveland_guardians_odds,h2h_oakland_athletics_line,h2h_oakland_athletics_odds,spreads_cleveland_guardians_line,spreads_cleveland_guardians_odds,spreads_oakland_athletics_line,spreads_oakland_athletics_odds,h2h_chicago_white_sox_line,h2h_chicago_white_sox_odds,h2h_toronto_blue_jays_line,h2h_toronto_blue_jays_odds,spreads_chicago_white_sox_line,spreads_chicago_white_sox_odds,spreads_toronto_blue_jays_line,spreads_toronto_blue_jays_odds,h2h_los_angeles_dodgers_line,h2h_los_angeles_dodgers_odds,h2h_washington_nationals_line,h2h_washington_nationals_odds,spreads_los_angeles_dodgers_line,spreads_los_angeles_dodgers_odds,spreads_washington_nationals_line,spreads_washington_nationals_odds,h2h_baltimore_orioles_line,h2h_baltimore_orioles_odds,h2h_new_york_yankees_line,h2h_new_york_yankees_odds,spreads_baltimore_orioles_line,spreads_baltimore_orioles_odds,spreads_new_york_yankees_line,spreads_new_york_yankees_odds,h2h_pittsburgh_pirates_line,h2h_pittsburgh_pirates_odds,h2h_texas_rangers_line,h2h_texas_rangers_odds,spreads_pittsburgh_pirates_line,spreads_pittsburgh_pirates_odds,spreads_texas_rangers_line,spreads_texas_rangers_odds,h2h_atlanta_braves_line,h2h_atlanta_braves_odds,h2h_miami_marlins_line,h2h_miami_marlins_odds,spreads_atlanta_braves_line,spreads_atlanta_braves_odds,spreads_miami_marlins_line,spreads_miami_marlins_odds,h2h_boston_red_sox_line,h2h_boston_red_sox_odds,h2h_san_francisco_giants_line,h2h_san_francisco_giants_odds,spreads_boston_red_sox_line,spreads_boston_red_sox_odds,spreads_san_francisco_giants_line,spreads_san_francisco_giants_odds,h2h_houston_astros_line,h2h_houston_astros_odds,h2h_los_angeles_angels_line,h2h_los_angeles_angels_odds,spreads_houston_astros_line,spreads_houston_astros_odds,spreads_los_angeles_angels_line,spreads_los_angeles_angels_odds,h2h_new_york_mets_line,h2h_new_york_mets_odds,h2h_philadelphia_phillies_line,h2h_philadelphia_phillies_odds,spreads_new_york_mets_line,spreads_new_york_mets_odds,spreads_philadelphia_phillies_line,spreads_philadelphia_phillies_odds,h2h_detroit_tigers_line,h2h_detroit_tigers_odds,h2h_tampa_bay_rays_line,h2h_tampa_bay_rays_odds,spreads_detroit_tigers_line,spreads_detroit_tigers_odds,spreads_tampa_bay_rays_line,spreads_tampa_bay_rays_odds,h2h_kansas_city_royals_line,h2h_kansas_city_royals_odds,h2h_san_diego_padres_line,h2h_san_diego_padres_odds,spreads_kansas_city_royals_line,spreads_kansas_city_royals_odds,spreads_san_diego_padres_line,spreads_san_diego_padres_odds,h2h_cincinnati_reds_line,h2h_cincinnati_reds_odds,h2h_st._louis_cardinals_line,h2h_st._louis_cardinals_odds,spreads_cincinnati_reds_line,spreads_cincinnati_reds_odds,spreads_st._louis_cardinals_line,spreads_st._louis_cardinals_odds,h2h_arizona_diamondbacks_line,h2h_arizona_diamondbacks_odds,h2h_colorado_rockies_line,h2h_colorado_rockies_odds,spreads_arizona_diamondbacks_line,spreads_arizona_diamondbacks_odds,spreads_colorado_rockies_line,spreads_colorado_rockies_odds,h2h_milwaukee_brewers_line,h2h_milwaukee_brewers_odds,h2h_minnesota_twins_line,h2h_minnesota_twins_odds,spreads_milwaukee_brewers_line,spreads_milwaukee_brewers_odds,spreads_minnesota_twins_line,spreads_minnesota_twins_odds,pitcher_props,batter_props,game_date
05bf94fb854222d8b0485b964035a325,Chicago Cubs,Seattle Mariners,2025-06-21 18:21:00+00:00,,-172.0,,145.0,-1.5,105.0,1.5,-125.0,12.0,-115,12.0,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21
0bcc77f730acdc969d1027713c1b91ce,Oakland Athletics,Cleveland Guardians,2025-06-22 02:06:00+00:00,,,,,,,,,9.5,100,9.5,-122,,-116.0,,-105.0,-1.5,140.0,1.5,-160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-22
0fa7e91fe399a7fff4fab775a0e18c03,Toronto Blue Jays,Chicago White Sox,2025-06-21 19:07:00+00:00,,,,,,,,,8.5,-118,8.5,-104,,,,,,,,,,181.0,,-217.0,1.5,-110.0,-1.5,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21
1e525e9f5bf0beb955c4c99cdf8b03b4,Los Angeles Dodgers,Washington Nationals,2025-06-22 02:11:00+00:00,,,,,,,,,9.5,-103,9.5,-118,,,,,,,,,,,,,,,,,,-286.0,,221.0,-2.5,110.0,2.5,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-22
