Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
74,SDP,2025-06-09,,LAD,"L, 7-8 (10)",10.0,12,8,6,2,1,3,1,8,0,0,1,47,17
75,SEA,2025-06-09,@,ARI,"L, 4-8 (11)",10.1,10,8,7,1,2,10,2,10,0,0,0,49,20
76,STL,2025-06-09,,TOR,"L, 4-5 (10)",10.0,13,5,4,1,2,3,1,5,0,0,0,44,16
77,TBR,2025-06-09,@,BOS,"W, 10-8 (11)",11.0,10,8,7,1,0,8,1,12,2,0,0,53,21
78,TOR,2025-06-09,@,STL,"W, 5-4 (10)",10.0,7,4,4,0,1,3,0,7,0,0,0,39,10
79,LAA,2025-06-08,,SEA,"L, 2-3",9.0,11,3,3,0,0,1,0,11,1,0,0,41,14
80,ARI,2025-06-08,@,CIN,"L, 2-4",8.0,6,4,4,0,3,3,0,6,0,0,0,31,9
81,ATL,2025-06-08,@,SFG,"L, 3-4",8.0,3,4,3,1,0,3,0,6,1,0,0,31,8
82,BAL,2025-06-08,@,ATH,"L, 1-5",8.0,9,5,4,1,1,1,0,5,0,0,0,35,11
83,BOS,2025-06-08,@,NYY,"W, 11-7",9.0,10,7,7,0,3,6,0,6,0,0,0,42,16
84,CHC,2025-06-08,@,DET,"L, 0-4",8.0,10,4,4,0,0,2,0,8,0,0,0,36,12
85,CHW,2025-06-08,,KCR,"L, 5-7",9.0,16,7,7,0,2,3,0,5,0,0,0,41,19
86,CIN,2025-06-08,,ARI,"W, 4-2",9.0,5,2,2,0,1,3,0,8,0,0,0,33,8
87,CLE,2025-06-08,,HOU,"W, 4-2",9.0,7,2,2,0,0,0,0,9,0,0,0,34,7
88,COL,2025-06-08,,NYM,"L, 5-13",9.0,17,13,13,0,6,6,0,10,0,0,0,49,23
89,DET,2025-06-08,,CHC,"W, 4-0",9.0,4,0,0,0,0,3,0,12,0,0,0,33,7
90,MIA,2025-06-08,@,TBR,"L, 2-3",8.0,6,3,3,0,1,1,0,7,0,0,0,31,7
91,HOU,2025-06-08,@,CLE,"L, 2-4",8.0,9,4,3,1,1,1,1,7,0,0,0,35,10
92,KCR,2025-06-08,@,CHW,"W, 7-5",9.0,4,5,5,0,1,5,0,11,0,0,1,36,9
93,LAD,2025-06-08,@,STL,"W, 7-3",9.0,11,3,3,0,0,1,0,8,0,0,0,39,12
94,MIL,2025-06-08,,SDP,"L, 0-1",9.0,3,1,1,0,1,2,0,6,0,0,0,31,5
95,MIN,2025-06-08,,TOR,"W, 6-3",9.0,5,3,2,1,0,3,0,8,0,0,0,35,8
96,NYM,2025-06-08,@,COL,"W, 13-5",9.0,10,5,5,0,0,4,0,8,1,0,0,41,15
97,NYY,2025-06-08,,BOS,"L, 7-11",9.0,12,11,11,0,5,5,0,9,1,0,0,44,18
98,ATH,2025-06-08,,BAL,"W, 5-1",9.0,8,1,0,1,0,2,0,9,0,0,1,36,10
99,PHI,2025-06-08,@,PIT,"L, 1-2",8.0,7,2,2,0,0,3,0,12,1,0,0,34,11
100,PIT,2025-06-08,,PHI,"W, 2-1",9.0,3,1,0,1,0,3,1,7,0,0,0,31,6
101,SDP,2025-06-08,@,MIL,"W, 1-0",9.0,4,0,0,0,0,6,0,9,1,0,1,37,11
102,SEA,2025-06-08,@,LAA,"W, 3-2",9.0,2,2,2,0,1,1,0,18,0,0,0,30,3
103,SFG,2025-06-08,,ATL,"W, 4-3",9.0,6,3,3,0,0,2,0,8,1,0,1,36,9
104,STL,2025-06-08,,LAD,"L, 3-7",9.0,10,7,7,0,1,3,0,8,2,0,0,42,15
105,TBR,2025-06-08,,MIA,"W, 3-2",9.0,7,2,2,0,0,1,0,7,0,0,1,34,8
106,TEX,2025-06-08,@,WSN,"W, 4-2",9.0,7,2,2,0,1,2,0,11,0,0,0,33,9
107,TOR,2025-06-08,@,MIN,"L, 3-6",8.0,12,6,6,0,2,8,0,7,0,0,0,43,21
108,WSN,2025-06-08,,TEX,"L, 2-4",9.0,11,4,3,1,2,2,0,7,0,0,0,39,14
109,LAA,2025-06-07,,SEA,"W, 8-6",9.0,14,6,6,0,2,3,0,8,0,0,0,42,17
110,ARI,2025-06-07,@,CIN,"L, 1-13",8.0,11,13,13,0,2,7,0,6,1,0,0,43,19
111,ATL,2025-06-07,@,SFG,"L, 2-3",8.2,5,3,3,0,2,0,0,13,0,0,0,31,5
112,BAL,2025-06-07,@,ATH,"W, 7-4",9.0,8,4,4,0,0,8,0,14,1,0,0,43,17
113,BOS,2025-06-07,@,NYY,"W, 10-7",9.0,7,7,6,1,1,3,0,15,0,1,0,37,10
114,CHC,2025-06-07,@,DET,"W, 6-1",9.0,7,1,1,0,0,2,0,7,0,0,0,34,9
115,CHW,2025-06-07,,KCR,"W, 4-1",9.0,8,1,1,0,1,3,0,9,0,0,1,36,11
116,CIN,2025-06-07,,ARI,"W, 13-1",9.0,7,1,1,0,1,3,0,8,0,0,0,36,10
117,CLE,2025-06-07,,HOU,"L, 3-5 (10)",10.0,6,5,4,1,1,3,0,7,0,0,1,39,9
118,COL,2025-06-07,,NYM,"L, 1-8",9.0,12,8,8,0,3,2,0,5,1,0,0,42,16
119,DET,2025-06-07,,CHC,"L, 1-6",9.0,7,6,6,0,5,1,0,8,0,0,0,35,8
120,MIA,2025-06-07,@,TBR,"W, 11-10 (10)",10.0,9,10,9,1,5,2,0,8,1,0,0,43,13
121,HOU,2025-06-07,@,CLE,"W, 5-3 (10)",10.0,6,3,3,0,1,8,0,15,1,0,0,44,15
122,KCR,2025-06-07,@,CHW,"L, 1-4",8.0,9,4,4,0,2,1,0,9,0,0,1,34,10
123,LAD,2025-06-07,@,STL,"L, 1-2",8.0,9,2,2,0,0,2,0,11,1,0,0,36,12
124,MIL,2025-06-07,,SDP,"W, 4-3",9.0,8,3,3,0,0,4,0,10,0,0,0,39,12
125,MIN,2025-06-07,,TOR,"L, 4-5",9.0,10,5,5,0,2,2,0,6,0,0,0,39,12
126,NYM,2025-06-07,@,COL,"W, 8-1",9.0,10,1,1,0,1,0,0,9,0,0,0,36,11
127,NYY,2025-06-07,,BOS,"L, 7-10",9.0,14,10,10,0,1,5,0,8,1,0,0,45,20
128,ATH,2025-06-07,,BAL,"L, 4-7",9.0,11,7,6,1,2,4,0,8,1,0,0,42,17
129,PHI,2025-06-07,@,PIT,"L, 1-2",8.0,5,2,2,0,1,3,0,5,0,0,0,31,8
130,PIT,2025-06-07,,PHI,"W, 2-1",9.0,4,1,1,0,1,0,0,8,0,0,1,30,4
131,SDP,2025-06-07,@,MIL,"L, 3-4",8.0,8,4,2,2,1,5,0,2,0,0,0,35,13
132,SEA,2025-06-07,@,LAA,"L, 6-8",8.0,11,8,6,2,3,4,0,6,2,0,3,42,18
133,SFG,2025-06-07,,ATL,"W, 3-2",9.0,7,2,2,0,1,2,1,10,0,0,0,36,9
134,STL,2025-06-07,,LAD,"W, 2-1",9.0,9,1,1,0,0,5,0,6,0,0,1,40,14
135,TBR,2025-06-07,,MIA,"L, 10-11 (10)",10.0,13,11,10,1,1,3,0,9,0,0,0,42,16
136,TEX,2025-06-07,@,WSN,"W, 5-0",9.0,3,0,0,0,0,1,0,9,1,0,0,30,5
137,TOR,2025-06-07,@,MIN,"W, 5-4",9.0,7,4,4,0,2,4,0,7,1,0,0,37,12
138,WSN,2025-06-07,,TEX,"L, 0-5",9.0,8,5,4,1,0,4,0,8,0,1,0,38,12
