Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
1,LAA,2025-06-11,,ATH,"W, 6-5",35,31,6,9,8,0,0,1,6,0,0,2,12,.290,.343,.387,.730,12,1,1,0,1,0,2025-06-11
2,ARI,2025-06-11,,SEA,"W, 5-2",35,33,5,10,7,1,0,2,5,0,0,1,5,.303,.324,.515,.839,17,0,0,1,0,0,2025-06-11
3,ATL,2025-06-11,@,MIL,"W, 6-2",41,37,6,10,8,0,0,2,6,0,0,4,12,.270,.341,.432,.774,16,1,0,0,0,0,2025-06-11
4,BAL,2025-06-11,,DET,"W, 10-1",42,38,10,16,10,4,0,2,9,3,0,4,10,.421,.476,.684,1.160,26,1,0,0,0,0,2025-06-11
5,BOS,2025-06-11,,TBR,"W, 4-3",34,33,4,9,2,3,0,4,4,1,0,0,8,.273,.294,.727,1.021,24,0,1,0,0,0,2025-06-11
6,CHC,2025-06-11,@,PHI,"L, 2-7",36,35,2,8,5,3,0,0,2,0,0,1,11,.229,.250,.314,.564,11,0,0,0,0,0,2025-06-11
7,CHW,2025-06-11,@,HOU,"L, 2-10",35,34,2,8,6,2,0,0,2,0,0,1,12,.235,.257,.294,.551,10,1,0,0,0,0,2025-06-11
8,CIN,2025-06-11,@,CLE,"L, 2-11",34,31,2,5,3,0,0,2,2,0,0,2,7,.161,.235,.355,.590,11,1,1,0,0,0,2025-06-11
9,CLE,2025-06-11,,CIN,"W, 11-2",39,35,11,13,8,3,0,2,11,1,1,2,12,.371,.436,.629,1.064,22,1,2,0,0,0,2025-06-11
10,COL,2025-06-11,,SFG,"L, 7-10",42,38,7,13,9,2,1,1,6,1,0,3,6,.342,.381,.526,.907,20,1,0,0,1,0,2025-06-11
11,DET,2025-06-11,@,BAL,"L, 1-10",33,32,1,5,4,1,0,0,1,0,0,1,8,.156,.182,.188,.369,6,0,0,0,0,0,2025-06-11
12,MIA,2025-06-11,@,PIT,"L, 2-5",37,33,2,7,4,2,0,1,2,0,0,3,8,.212,.278,.364,.641,12,0,0,1,0,0,2025-06-11
13,HOU,2025-06-11,,CHW,"W, 10-2",40,37,10,15,7,7,0,1,9,1,0,3,9,.405,.450,.676,1.126,25,1,0,0,0,0,2025-06-11
14,KCR,2025-06-11,,NYY,"L, 3-6",37,34,3,8,6,1,0,1,2,0,0,3,9,.235,.297,.353,.650,12,0,0,0,0,0,2025-06-11
15,LAD,2025-06-11,@,SDP,"W, 5-2",41,37,5,10,7,0,1,2,5,0,0,3,8,.270,.341,.486,.828,18,0,1,0,0,0,2025-06-11
16,MIL,2025-06-11,,ATL,"L, 2-6",31,31,2,5,2,1,1,1,2,0,0,0,9,.161,.161,.355,.516,11,1,0,0,0,0,2025-06-11
17,MIN,2025-06-11,,TEX,"W, 6-2",36,32,6,10,5,3,1,1,6,1,1,4,5,.313,.389,.563,.951,18,1,0,0,0,0,2025-06-11
18,NYM,2025-06-11,,WSN,"W, 5-0",36,30,5,7,2,2,0,3,5,1,0,4,5,.233,.361,.600,.961,18,1,2,0,0,0,2025-06-11
19,NYY,2025-06-11,@,KCR,"W, 6-3",39,34,6,8,4,2,1,1,6,2,0,5,7,.235,.333,.441,.775,15,1,0,0,0,0,2025-06-11
20,ATH,2025-06-11,@,LAA,"L, 5-6",39,35,5,10,4,4,0,2,5,0,0,3,7,.286,.333,.571,.905,20,1,0,0,1,0,2025-06-11
21,PHI,2025-06-11,,CHC,"W, 7-2",36,33,7,10,5,2,1,2,7,2,1,3,9,.303,.361,.606,.967,20,0,0,0,0,0,2025-06-11
22,PIT,2025-06-11,,MIA,"W, 5-2",34,28,5,7,5,1,0,1,4,3,0,4,8,.250,.353,.393,.746,11,2,1,0,1,0,2025-06-11
23,SDP,2025-06-11,,LAD,"L, 2-5",36,29,2,4,4,0,0,0,2,0,0,6,7,.138,.278,.138,.416,4,0,0,0,1,0,2025-06-11
24,SEA,2025-06-11,@,ARI,"L, 2-5",35,33,2,8,4,3,0,1,2,0,1,2,7,.242,.286,.424,.710,14,1,0,0,0,0,2025-06-11
25,SFG,2025-06-11,@,COL,"W, 10-7",44,35,10,13,8,3,1,1,10,0,1,6,7,.371,.442,.600,1.042,21,1,0,1,2,0,2025-06-11
26,STL,2025-06-11,,TOR,"L, 2-5",37,34,2,7,5,1,0,1,2,1,0,2,11,.206,.270,.324,.594,11,0,1,0,0,0,2025-06-11
27,TBR,2025-06-11,@,BOS,"L, 3-4",37,33,3,8,6,1,0,1,3,1,2,2,10,.242,.324,.364,.688,12,0,2,0,0,0,2025-06-11
28,TEX,2025-06-11,@,MIN,"L, 2-6",35,33,2,7,3,3,0,1,2,1,1,2,7,.212,.257,.394,.651,13,0,0,0,0,0,2025-06-11
29,TOR,2025-06-11,@,STL,"W, 5-2",39,32,5,10,8,1,0,1,5,1,1,3,6,.313,.351,.438,.789,14,1,0,2,2,0,2025-06-11
30,WSN,2025-06-11,@,NYM,"L, 0-5",31,31,0,6,5,1,0,0,0,0,0,0,6,.194,.194,.226,.419,7,1,0,0,0,0,2025-06-11
31,LAA,2025-06-10,,ATH,"W, 2-1 (10)",38,34,2,7,5,1,0,1,2,1,1,3,6,.206,.289,.324,.613,11,1,1,0,0,1,2025-06-10
32,ARI,2025-06-10,,SEA,"W, 10-3",39,33,10,13,6,2,2,3,10,2,0,4,9,.394,.436,.848,1.284,28,0,0,0,2,0,2025-06-10
33,ATL,2025-06-10,@,MIL,"L, 1-4",34,34,1,8,5,3,0,0,1,0,0,0,10,.235,.235,.324,.559,11,1,0,0,0,0,2025-06-10
34,BAL,2025-06-10,,DET,"L, 3-5",36,32,3,6,3,2,0,1,3,1,0,1,11,.188,.250,.344,.594,11,1,2,0,1,0,2025-06-10
35,BOS,2025-06-10,,TBR,"W, 3-1",33,31,3,7,4,2,0,1,3,1,0,2,13,.226,.273,.387,.660,12,0,0,0,0,0,2025-06-10
36,CHC,2025-06-10,@,PHI,"W, 8-4",44,39,8,13,8,1,0,4,8,2,0,5,7,.333,.409,.667,1.076,26,1,0,0,0,0,2025-06-10
37,CHW,2025-06-10,@,HOU,"W, 4-2",38,30,4,4,1,2,0,1,4,1,1,8,13,.133,.316,.300,.616,9,0,0,0,0,0,2025-06-10
38,CIN,2025-06-10,@,CLE,"W, 1-0",34,31,1,6,5,1,0,0,1,1,0,3,12,.194,.265,.226,.491,7,1,0,0,0,1,2025-06-10
39,CLE,2025-06-10,,CIN,"L, 0-1",31,30,0,3,2,1,0,0,0,1,0,1,5,.100,.129,.133,.262,4,1,0,0,0,0,2025-06-10
40,COL,2025-06-10,,SFG,"L, 5-6",40,33,5,8,3,1,2,2,5,1,1,7,10,.242,.375,.576,.951,19,1,0,0,0,0,2025-06-10
41,DET,2025-06-10,@,BAL,"W, 5-3",39,37,5,12,7,2,2,1,5,0,0,1,9,.324,.333,.568,.901,21,1,0,0,1,0,2025-06-10
42,MIA,2025-06-10,@,PIT,"W, 3-2",35,35,3,8,7,0,0,1,3,3,0,0,7,.229,.229,.314,.543,11,0,0,0,0,0,2025-06-10
43,HOU,2025-06-10,,CHW,"L, 2-4",36,31,2,9,8,1,0,0,2,1,0,3,6,.290,.333,.323,.656,10,3,0,0,2,0,2025-06-10
44,KCR,2025-06-10,,NYY,"L, 2-10",38,36,2,9,8,0,0,1,2,0,0,2,5,.250,.289,.333,.623,12,0,0,0,0,0,2025-06-10
45,LAD,2025-06-10,@,SDP,"L, 1-11",39,32,1,6,6,0,0,0,1,0,0,7,12,.188,.333,.188,.521,6,1,0,0,0,0,2025-06-10
46,MIL,2025-06-10,,ATL,"W, 4-1",35,29,4,6,3,1,0,2,4,1,0,5,12,.207,.343,.448,.791,13,1,1,0,0,0,2025-06-10
47,MIN,2025-06-10,,TEX,"L, 4-16",38,36,4,12,8,3,0,1,4,0,0,2,4,.333,.368,.500,.868,18,2,0,0,0,0,2025-06-10
48,NYM,2025-06-10,,WSN,"W, 5-4 (10)",35,34,5,8,5,2,0,1,5,1,0,1,9,.235,.257,.382,.639,13,0,0,0,0,0,2025-06-10
49,NYY,2025-06-10,@,KCR,"W, 10-2",46,43,10,16,10,4,0,2,10,1,0,3,9,.372,.413,.605,1.018,26,0,0,0,0,0,2025-06-10
50,ATH,2025-06-10,@,LAA,"L, 1-2 (10)",36,34,1,4,1,3,0,0,1,0,0,2,14,.118,.167,.206,.373,7,0,0,0,0,0,2025-06-10
51,PHI,2025-06-10,,CHC,"L, 4-8",38,36,4,10,8,1,0,1,4,2,0,1,10,.278,.316,.389,.705,14,1,1,0,0,0,2025-06-10
52,PIT,2025-06-10,,MIA,"L, 2-3",35,33,2,6,2,2,0,2,2,0,0,1,8,.182,.229,.424,.653,14,0,1,0,0,0,2025-06-10
53,SDP,2025-06-10,,LAD,"W, 11-1",46,39,11,16,11,3,1,1,10,1,0,5,6,.410,.500,.615,1.115,24,1,2,0,0,0,2025-06-10
54,SEA,2025-06-10,@,ARI,"L, 3-10",42,37,3,12,9,1,0,2,3,2,0,5,7,.324,.405,.514,.918,19,2,0,0,0,0,2025-06-10
55,SFG,2025-06-10,@,COL,"W, 6-5",42,32,6,7,4,0,1,2,6,1,0,6,10,.219,.357,.469,.826,15,0,2,0,2,0,2025-06-10
56,STL,2025-06-10,,TOR,"L, 9-10",41,38,9,12,9,0,0,3,9,0,0,2,4,.316,.366,.553,.918,21,1,1,0,0,0,2025-06-10
57,TBR,2025-06-10,@,BOS,"L, 1-3",32,29,1,3,3,0,0,0,1,2,0,3,7,.103,.188,.103,.291,3,1,0,0,0,0,2025-06-10
58,TEX,2025-06-10,@,MIN,"W, 16-4",51,45,16,17,11,4,0,2,16,2,0,4,4,.378,.431,.600,1.031,27,0,1,0,1,0,2025-06-10
