Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-09,,ATH,"W, 7-4",9.0,5,4,4,0,2,2,0,5,0,0,0,34,7
2,ARI,2025-06-09,,SEA,"W, 8-4 (11)",11.0,12,4,4,0,1,3,0,12,0,0,0,45,15
3,ATL,2025-06-09,@,MIL,"W, 7-1",9.0,5,1,1,0,0,2,0,15,0,0,0,33,7
4,BOS,2025-06-09,,TBR,"L, 8-10 (11)",11.0,12,10,7,3,0,7,2,8,1,0,1,52,20
5,CHC,2025-06-09,@,PHI,"L, 3-4 (11)",10.0,16,4,2,2,0,3,1,2,1,0,0,44,20
6,CIN,2025-06-09,@,CLE,"W, 7-4",9.0,7,4,4,0,1,7,0,7,1,0,0,38,15
7,CLE,2025-06-09,,CIN,"L, 4-7",9.0,16,7,6,1,2,3,0,7,0,0,0,46,20
8,MIA,2025-06-09,@,PIT,"L, 3-10",8.0,15,10,10,0,0,3,0,6,0,0,0,42,19
9,LAD,2025-06-09,@,SDP,"W, 8-7 (10)",10.0,7,7,5,2,0,5,0,6,0,0,0,42,12
10,MIL,2025-06-09,,ATL,"L, 1-7",9.0,11,7,7,0,3,6,0,7,1,0,0,44,18
11,ATH,2025-06-09,@,LAA,"L, 4-7",8.0,8,7,6,1,1,1,0,9,1,0,0,35,11
12,PHI,2025-06-09,,CHC,"W, 4-3 (11)",11.0,5,3,2,1,2,3,0,9,0,0,2,42,9
13,PIT,2025-06-09,,MIA,"W, 10-3",9.0,7,3,3,0,1,4,0,9,0,0,0,39,13
14,SDP,2025-06-09,,LAD,"L, 7-8 (10)",10.0,12,8,6,2,1,3,1,8,0,0,1,47,17
15,SEA,2025-06-09,@,ARI,"L, 4-8 (11)",10.1,10,8,7,1,2,10,2,10,0,0,0,49,20
16,STL,2025-06-09,,TOR,"L, 4-5 (10)",10.0,13,5,4,1,2,3,1,5,0,0,0,44,16
17,TBR,2025-06-09,@,BOS,"W, 10-8 (11)",11.0,10,8,7,1,0,8,1,12,2,0,0,53,21
18,TOR,2025-06-09,@,STL,"W, 5-4 (10)",10.0,7,4,4,0,1,3,0,7,0,0,0,39,10
19,LAA,2025-06-08,,SEA,"L, 2-3",9.0,11,3,3,0,0,1,0,11,1,0,0,41,14
20,ARI,2025-06-08,@,CIN,"L, 2-4",8.0,6,4,4,0,3,3,0,6,0,0,0,31,9
