Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
25,SFG,2025-06-17,,CLE,"L, 2-3",42,35,2,10,8,2,0,0,2,0,0,5,10,.286,.390,.343,.733,12,0,1,1,0,0,2025-06-17
26,STL,2025-06-17,@,CHW,"W, 12-2",47,39,12,13,9,2,0,2,10,1,0,5,5,.333,.435,.538,.973,21,1,2,1,0,0,2025-06-17
27,TBR,2025-06-17,,BAL,"L, 1-5",35,32,1,7,6,1,0,0,1,0,0,3,7,.219,.286,.250,.536,8,1,0,0,0,0,2025-06-17
28,TEX,2025-06-17,,KCR,"L, 1-6",35,32,1,5,4,1,0,0,1,0,0,1,14,.156,.229,.188,.416,6,0,2,0,0,0,2025-06-17
29,TOR,2025-06-17,,ARI,"W, 5-4",38,34,5,9,3,3,0,3,5,0,0,1,8,.265,.342,.618,.960,21,0,3,0,0,0,2025-06-17
30,WSN,2025-06-17,,COL,"L, 6-10",43,39,6,12,7,3,0,2,5,1,0,4,4,.308,.372,.538,.911,21,1,0,0,0,0,2025-06-17
31,LAA,2025-06-16,@,NYY,"W, 1-0 (11)",42,40,1,7,5,1,1,0,1,1,0,2,7,.175,.214,.250,.464,10,0,0,0,0,1,2025-06-16
32,BAL,2025-06-16,@,TBR,"L, 1-7",30,28,1,4,3,0,0,1,1,0,0,2,11,.143,.200,.250,.450,7,2,0,0,0,0,2025-06-16
33,BOS,2025-06-16,@,SEA,"W, 2-0",33,30,2,4,2,0,1,1,2,0,0,3,12,.133,.212,.300,.512,9,1,0,0,0,0,2025-06-16
34,COL,2025-06-16,@,WSN,"W, 6-4",35,34,6,8,3,1,1,3,6,2,0,1,7,.235,.257,.588,.845,20,1,0,0,0,0,2025-06-16
35,MIA,2025-06-16,,PHI,"L, 2-5",35,31,2,5,4,0,1,0,2,0,0,1,7,.161,.229,.226,.454,7,0,2,0,1,0,2025-06-16
36,HOU,2025-06-16,@,ATH,"L, 1-3",33,32,1,8,5,2,0,1,1,0,0,1,9,.250,.273,.406,.679,13,2,0,0,0,0,2025-06-16
37,LAD,2025-06-16,,SDP,"W, 6-3",38,35,6,10,7,3,0,0,6,2,0,2,12,.286,.342,.371,.714,13,0,1,0,0,0,2025-06-16
38,NYY,2025-06-16,,LAA,"L, 0-1 (11)",43,39,0,8,6,2,0,0,0,1,0,3,10,.205,.262,.256,.518,10,1,0,1,0,2,2025-06-16
39,ATH,2025-06-16,,HOU,"W, 3-1",32,29,3,6,4,0,0,2,3,0,0,2,10,.207,.281,.414,.695,12,1,1,0,0,0,2025-06-16
40,PHI,2025-06-16,@,MIA,"W, 5-2",40,37,5,10,4,3,1,2,5,0,0,2,6,.270,.325,.568,.893,21,0,1,0,0,0,2025-06-16
41,SDP,2025-06-16,@,LAD,"L, 3-6",35,32,3,6,3,2,0,1,3,0,0,2,7,.188,.229,.344,.572,11,0,0,0,1,0,2025-06-16
42,SEA,2025-06-16,,BOS,"L, 0-2",34,30,0,4,4,0,0,0,0,1,0,4,15,.133,.235,.133,.369,4,1,0,0,0,0,2025-06-16
43,TBR,2025-06-16,,BAL,"W, 7-1",39,35,7,14,8,4,0,2,7,0,0,2,10,.400,.447,.686,1.133,24,2,1,1,0,0,2025-06-16
44,WSN,2025-06-16,,COL,"L, 4-6",34,28,4,4,1,1,0,2,4,2,1,5,4,.143,.265,.393,.658,11,1,0,0,1,0,2025-06-16
45,LAA,2025-06-15,@,BAL,"L, 2-11",33,31,2,5,3,1,0,1,1,0,0,2,8,.161,.212,.290,.502,9,1,0,0,0,0,2025-06-15
46,ARI,2025-06-15,,SDP,"L, 2-8",31,30,2,3,2,0,0,1,2,0,0,1,14,.100,.129,.200,.329,6,0,0,0,0,0,2025-06-15
47,ATL,2025-06-15,,COL,"L, 1-10",33,31,1,6,6,0,0,0,1,0,0,2,8,.194,.242,.194,.436,6,1,0,0,0,0,2025-06-15
48,BAL,2025-06-15,,LAA,"W, 11-2",38,35,11,12,6,3,0,3,10,0,1,3,14,.343,.395,.686,1.080,24,1,0,0,0,1,2025-06-15
49,BOS,2025-06-15,,NYY,"W, 2-0",31,28,2,6,4,0,1,1,2,0,0,3,11,.214,.290,.393,.683,11,3,0,0,0,0,2025-06-15
50,CHC,2025-06-15,,PIT,"W, 3-2 (10)",37,34,3,6,4,2,0,0,3,3,0,3,4,.176,.243,.235,.479,8,0,0,0,0,1,2025-06-15
51,CHW,2025-06-15,@,TEX,"L, 1-2",36,34,1,8,6,1,0,1,1,2,1,2,12,.235,.278,.353,.631,12,0,0,0,0,0,2025-06-15
52,CIN,2025-06-15,@,DET,"W, 8-4",40,36,8,11,9,1,0,1,7,0,1,2,5,.306,.325,.417,.742,15,2,0,0,2,0,2025-06-15
53,CLE,2025-06-15,@,SEA,"L, 0-6",30,29,0,4,4,0,0,0,0,0,0,1,6,.138,.167,.138,.305,4,2,0,0,0,0,2025-06-15
54,COL,2025-06-15,@,ATL,"W, 10-1",42,34,10,9,6,1,1,1,9,0,0,5,16,.265,.381,.441,.822,15,1,2,0,1,0,2025-06-15
55,DET,2025-06-15,,CIN,"L, 4-8",39,36,4,9,3,4,0,2,4,0,0,3,9,.250,.308,.528,.835,19,0,0,0,0,0,2025-06-15
56,MIA,2025-06-15,@,WSN,"W, 3-1",40,35,3,11,9,1,0,1,3,1,0,3,7,.314,.350,.429,.779,15,1,0,0,2,0,2025-06-15
57,HOU,2025-06-15,,MIN,"W, 2-1 (10)",35,30,2,4,4,0,0,0,2,1,0,2,8,.133,.206,.133,.339,4,1,1,1,1,0,2025-06-15
58,KCR,2025-06-15,,ATH,"L, 2-3",35,33,2,9,7,2,0,0,2,1,1,0,7,.273,.294,.333,.627,11,0,1,1,0,0,2025-06-15
59,LAD,2025-06-15,,SFG,"W, 5-4",33,30,5,8,6,0,0,2,5,0,0,2,9,.267,.303,.467,.770,14,1,0,0,1,0,2025-06-15
60,MIL,2025-06-15,,STL,"W, 3-2",33,31,3,9,6,2,0,1,3,1,0,1,10,.290,.303,.452,.755,14,1,0,0,1,0,2025-06-15
61,MIN,2025-06-15,@,HOU,"L, 1-2 (10)",38,37,1,8,6,1,0,1,1,0,0,0,12,.216,.237,.324,.561,12,1,1,0,0,0,2025-06-15
62,NYM,2025-06-15,,TBR,"L, 0-9",39,31,0,5,5,0,0,0,0,1,0,7,8,.161,.333,.161,.495,5,1,1,0,0,0,2025-06-15
63,NYY,2025-06-15,@,BOS,"L, 0-2",33,30,0,5,4,1,0,0,0,0,1,3,11,.167,.242,.200,.442,6,2,0,0,0,0,2025-06-15
64,ATH,2025-06-15,@,KCR,"W, 3-2",37,34,3,9,4,3,0,2,3,0,1,3,10,.265,.324,.529,.854,18,1,0,0,0,0,2025-06-15
65,PHI,2025-06-15,,TOR,"W, 11-4",44,39,11,18,14,2,0,2,11,1,1,5,6,.462,.523,.667,1.189,26,2,0,0,0,1,2025-06-15
66,PIT,2025-06-15,@,CHC,"L, 2-3 (10)",36,33,2,4,4,0,0,0,2,0,0,3,6,.121,.194,.121,.316,4,1,0,0,0,0,2025-06-15
67,SDP,2025-06-15,@,ARI,"W, 8-2",41,40,8,13,6,5,0,2,8,1,0,1,9,.325,.341,.600,.941,24,0,0,0,0,0,2025-06-15
68,SEA,2025-06-15,,CLE,"W, 6-0",36,29,6,5,3,1,0,1,6,2,0,5,6,.172,.333,.310,.644,9,0,2,0,0,0,2025-06-15
69,SFG,2025-06-15,@,LAD,"L, 4-5",40,34,4,7,4,1,1,1,4,0,0,4,8,.206,.325,.382,.707,13,0,2,0,0,1,2025-06-15
70,STL,2025-06-15,@,MIL,"L, 2-3",36,35,2,9,7,1,0,1,2,0,0,0,8,.257,.278,.371,.649,13,1,1,0,0,0,2025-06-15
71,TBR,2025-06-15,@,NYM,"W, 9-0",43,34,9,9,7,1,0,1,8,0,0,9,8,.265,.419,.382,.801,13,1,0,0,0,0,2025-06-15
72,TEX,2025-06-15,,CHW,"W, 2-1",37,31,2,9,4,5,0,0,2,0,0,5,4,.290,.378,.452,.830,14,1,0,0,1,0,2025-06-15
73,TOR,2025-06-15,@,PHI,"L, 4-11",36,33,4,8,8,0,0,0,3,0,0,2,10,.242,.278,.242,.520,8,1,0,0,1,0,2025-06-15
74,WSN,2025-06-15,,MIA,"L, 1-3",37,31,1,6,4,2,0,0,1,1,0,4,3,.194,.324,.258,.582,8,2,2,0,0,0,2025-06-15
75,LAA,2025-06-14,@,BAL,"L, 5-6",41,34,5,8,4,1,0,3,5,0,1,5,10,.235,.366,.529,.895,18,0,2,0,0,0,2025-06-14
76,ARI,2025-06-14,,SDP,"W, 8-7",40,35,8,9,7,0,1,1,8,1,0,5,12,.257,.350,.400,.750,14,0,0,0,0,0,2025-06-14
77,ATL,2025-06-14,,COL,"W, 4-1",33,30,4,7,6,0,0,1,4,0,0,3,6,.233,.303,.333,.636,10,2,0,0,0,0,2025-06-14
78,BAL,2025-06-14,,LAA,"W, 6-5",37,34,6,11,7,2,0,2,6,1,0,2,6,.324,.378,.559,.937,19,1,1,0,0,0,2025-06-14
79,BOS,2025-06-14,,NYY,"W, 4-3",33,27,4,7,2,5,0,0,3,0,0,3,5,.259,.344,.444,.788,12,2,1,1,1,0,2025-06-14
80,CHC,2025-06-14,,PIT,"W, 2-1",30,29,2,6,5,0,0,1,2,2,0,0,10,.207,.200,.310,.510,9,0,0,0,1,0,2025-06-14
81,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",43,40,4,9,7,2,0,0,4,0,0,2,15,.225,.256,.275,.531,11,1,0,0,1,1,2025-06-14
82,CIN,2025-06-14,@,DET,"W, 11-1",44,37,11,12,6,2,0,4,11,0,0,6,7,.324,.409,.703,1.112,26,1,0,0,1,0,2025-06-14
83,CLE,2025-06-14,@,SEA,"L, 3-4",37,34,3,8,5,2,0,1,2,2,0,3,9,.235,.297,.382,.680,13,1,0,0,0,0,2025-06-14
84,COL,2025-06-14,@,ATL,"L, 1-4",33,32,1,4,3,1,0,0,1,0,0,1,19,.125,.152,.156,.308,5,0,0,0,0,0,2025-06-14
85,DET,2025-06-14,,CIN,"L, 1-11",35,30,1,4,2,2,0,0,1,1,0,3,4,.133,.235,.200,.435,6,0,1,0,0,0,2025-06-14
86,MIA,2025-06-14,@,WSN,"W, 4-3",40,39,4,11,9,1,0,1,3,0,0,1,7,.282,.300,.385,.685,15,0,0,0,0,0,2025-06-14
87,HOU,2025-06-14,,MIN,"W, 3-2",34,30,3,4,3,0,0,1,3,1,0,4,10,.133,.235,.233,.469,7,0,0,0,0,0,2025-06-14
88,KCR,2025-06-14,,ATH,"L, 0-4",33,31,0,4,3,1,0,0,0,0,0,1,12,.129,.182,.161,.343,5,0,1,0,0,0,2025-06-14
89,LAD,2025-06-14,,SFG,"W, 11-5",44,33,11,11,4,3,0,4,11,0,0,10,1,.333,.477,.788,1.265,26,1,0,0,1,1,2025-06-14
90,MIL,2025-06-14,,STL,"L, 5-8",43,35,5,9,5,2,1,1,4,1,0,5,14,.257,.381,.457,.838,16,0,2,1,0,0,2025-06-14
91,MIN,2025-06-14,@,HOU,"L, 2-3",33,30,2,3,2,0,0,1,2,2,0,2,17,.100,.182,.200,.382,6,0,1,0,0,0,2025-06-14
92,NYM,2025-06-14,,TBR,"L, 4-8",37,36,4,11,8,1,0,2,4,0,0,1,5,.306,.324,.500,.824,18,2,0,0,0,0,2025-06-14
93,NYY,2025-06-14,@,BOS,"L, 3-4",35,32,3,6,4,2,0,0,3,0,1,3,8,.188,.257,.250,.507,8,1,0,0,0,0,2025-06-14
94,ATH,2025-06-14,@,KCR,"W, 4-0",36,33,4,6,3,1,0,2,4,2,0,3,4,.182,.250,.394,.644,13,0,0,0,0,0,2025-06-14
95,PHI,2025-06-14,,TOR,"W, 3-2",34,27,3,4,3,0,0,1,3,0,0,5,6,.148,.324,.259,.583,7,0,2,0,0,0,2025-06-14
96,PIT,2025-06-14,@,CHC,"L, 1-2",32,30,1,5,4,0,0,1,1,0,1,2,6,.167,.219,.267,.485,8,1,0,0,0,0,2025-06-14
97,SDP,2025-06-14,@,ARI,"L, 7-8",42,35,7,11,8,2,0,1,7,0,1,6,8,.314,.405,.457,.862,16,2,0,0,1,1,2025-06-14
98,SEA,2025-06-14,,CLE,"W, 4-3",40,30,4,7,6,1,0,0,3,3,1,6,8,.233,.385,.267,.651,8,0,2,1,1,2,2025-06-14
99,SFG,2025-06-14,@,LAD,"L, 5-11",37,33,5,6,3,2,0,1,4,0,0,4,8,.182,.270,.333,.604,11,1,0,0,0,0,2025-06-14
100,STL,2025-06-14,@,MIL,"W, 8-5",42,36,8,10,8,0,0,2,7,0,0,5,8,.278,.381,.444,.825,16,1,1,0,0,0,2025-06-14
101,TBR,2025-06-14,@,NYM,"W, 8-4",43,37,8,12,7,3,1,1,7,0,2,3,11,.324,.405,.541,.945,20,0,2,1,0,0,2025-06-14
102,TEX,2025-06-14,,CHW,"W, 5-4 (11)",52,43,5,10,5,5,0,0,3,0,0,8,13,.233,.365,.349,.714,15,1,1,0,0,2,2025-06-14
103,TOR,2025-06-14,@,PHI,"L, 2-3",33,32,2,5,3,2,0,0,2,0,0,0,7,.156,.182,.219,.401,7,0,1,0,0,0,2025-06-14
104,WSN,2025-06-14,,MIA,"L, 3-4",39,33,3,7,5,2,0,0,2,0,0,6,6,.212,.333,.273,.606,9,2,0,0,0,1,2025-06-14
105,LAA,2025-06-13,@,BAL,"L, 0-2",34,33,0,8,8,0,0,0,0,2,0,1,15,.242,.265,.242,.507,8,2,0,0,0,0,2025-06-13
106,ARI,2025-06-13,,SDP,"W, 5-1",36,31,5,7,4,1,0,2,5,0,0,3,9,.226,.306,.452,.757,14,0,1,0,1,0,2025-06-13
107,ATL,2025-06-13,,COL,"W, 12-4",42,36,12,15,11,2,0,2,11,1,0,3,10,.417,.429,.639,1.067,23,1,0,0,3,0,2025-06-13
108,BAL,2025-06-13,,LAA,"W, 2-0",32,29,2,6,3,1,0,2,2,0,0,3,6,.207,.281,.448,.730,13,2,0,0,0,1,2025-06-13
109,BOS,2025-06-13,,NYY,"W, 2-1 (10)",40,34,2,6,6,0,0,0,2,1,1,6,9,.176,.300,.176,.476,6,0,0,0,0,1,2025-06-13
110,CHC,2025-06-13,,PIT,"L, 1-2 (10)",39,36,1,8,6,2,0,0,1,1,0,3,7,.222,.282,.278,.560,10,1,0,0,0,0,2025-06-13
111,CHW,2025-06-13,@,TEX,"L, 1-3",35,33,1,6,4,2,0,0,1,0,0,2,9,.182,.229,.242,.471,8,0,0,0,0,0,2025-06-13
112,CIN,2025-06-13,@,DET,"L, 5-11",43,40,5,12,7,3,0,2,5,0,0,3,10,.300,.349,.525,.874,21,0,0,0,0,0,2025-06-13
113,CLE,2025-06-13,@,SEA,"L, 2-7",33,30,2,4,2,0,0,2,2,0,0,3,8,.133,.212,.333,.545,10,2,0,0,0,0,2025-06-13
114,COL,2025-06-13,@,ATL,"L, 4-12",43,37,4,14,11,2,0,1,4,0,0,4,8,.378,.465,.514,.979,19,4,2,0,0,0,2025-06-13
115,DET,2025-06-13,,CIN,"W, 11-5",45,38,11,16,9,3,0,4,11,1,0,5,5,.421,.489,.816,1.305,31,0,1,0,1,1,2025-06-13
116,MIA,2025-06-13,@,WSN,"W, 11-9",46,40,11,17,13,2,0,2,11,0,1,5,6,.425,.478,.625,1.103,25,1,0,0,1,0,2025-06-13
117,HOU,2025-06-13,,MIN,"W, 10-3",40,36,10,14,8,4,1,1,10,0,1,3,9,.389,.425,.639,1.064,23,1,0,0,1,0,2025-06-13
118,KCR,2025-06-13,,ATH,"L, 4-6",37,32,4,7,4,2,1,0,4,1,0,4,2,.219,.297,.344,.641,11,1,0,0,1,0,2025-06-13
119,LAD,2025-06-13,,SFG,"L, 2-6",32,27,2,2,1,0,0,1,2,0,0,4,5,.074,.188,.185,.373,5,1,0,0,1,0,2025-06-13
120,MIL,2025-06-13,,STL,"W, 3-2",30,28,3,5,4,1,0,0,3,1,1,1,8,.179,.200,.214,.414,6,0,0,0,1,0,2025-06-13
121,MIN,2025-06-13,@,HOU,"L, 3-10",34,33,3,8,4,1,0,3,3,0,0,1,8,.242,.265,.545,.810,18,2,0,0,0,0,2025-06-13
122,NYM,2025-06-13,,TBR,"L, 5-7",44,36,5,7,6,1,0,0,5,0,0,7,13,.194,.341,.222,.563,8,1,1,0,0,0,2025-06-13
123,NYY,2025-06-13,@,BOS,"L, 1-2 (10)",34,33,1,4,3,0,0,1,1,1,1,1,8,.121,.147,.212,.359,7,1,0,0,0,0,2025-06-13
124,ATH,2025-06-13,@,KCR,"W, 6-4",42,38,6,11,9,0,0,2,6,1,0,3,8,.289,.357,.447,.805,17,0,1,0,0,0,2025-06-13
125,PHI,2025-06-13,,TOR,"W, 8-0",38,32,8,10,5,4,0,1,8,0,0,5,10,.313,.395,.531,.926,17,0,0,0,1,0,2025-06-13
126,PIT,2025-06-13,@,CHC,"W, 2-1 (10)",37,32,2,6,4,2,0,0,2,3,1,3,7,.188,.250,.250,.500,8,2,0,1,1,0,2025-06-13
127,SDP,2025-06-13,@,ARI,"L, 1-5",33,31,1,6,5,1,0,0,0,0,0,2,5,.194,.242,.226,.468,7,2,0,0,0,0,2025-06-13
128,SEA,2025-06-13,,CLE,"W, 7-2",44,40,7,16,8,6,0,2,7,1,0,4,3,.400,.455,.700,1.155,28,0,0,0,0,0,2025-06-13
129,SFG,2025-06-13,@,LAD,"W, 6-2",41,36,6,10,4,3,0,3,6,0,0,5,9,.278,.366,.611,.977,22,0,0,0,0,0,2025-06-13
130,STL,2025-06-13,@,MIL,"L, 2-3",37,34,2,7,4,3,0,0,2,1,0,2,11,.206,.270,.294,.564,10,0,1,0,0,0,2025-06-13
131,TBR,2025-06-13,@,NYM,"W, 7-5",41,38,7,13,11,0,0,2,7,1,1,3,4,.342,.390,.500,.890,19,1,0,0,0,0,2025-06-13
132,TEX,2025-06-13,,CHW,"W, 3-1",34,28,3,7,4,2,0,1,3,0,0,4,3,.250,.353,.429,.782,12,1,1,0,1,0,2025-06-13
133,TOR,2025-06-13,@,PHI,"L, 0-8",35,32,0,5,5,0,0,0,0,0,0,3,7,.156,.229,.156,.385,5,1,0,0,0,0,2025-06-13
134,WSN,2025-06-13,,MIA,"L, 9-11",46,43,9,16,14,1,0,1,9,0,0,2,11,.372,.413,.465,.878,20,0,1,0,0,0,2025-06-13
