Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
81,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",10.2,10,5,3,2,0,8,2,13,1,0,1,52,21
82,CIN,2025-06-14,@,DET,"W, 11-1",9.0,4,1,1,0,0,3,0,4,1,0,0,35,8
83,CLE,2025-06-14,@,SEA,"L, 3-4",8.2,7,4,4,0,0,6,2,8,2,1,1,40,15
84,COL,2025-06-14,@,ATL,"L, 1-4",8.0,7,4,3,1,1,3,0,6,0,0,0,33,11
85,DET,2025-06-14,,CIN,"L, 1-11",9.0,12,11,11,0,4,6,0,7,0,0,0,44,18
86,MIA,2025-06-14,@,WSN,"W, 4-3",9.0,7,3,3,0,0,6,1,6,0,0,1,39,14
87,HOU,2025-06-14,,MIN,"W, 3-2",9.0,3,2,2,0,1,2,0,17,1,0,0,33,6
88,KCR,2025-06-14,,ATH,"L, 0-4",9.0,6,4,4,0,2,3,0,4,0,0,0,36,9
89,LAD,2025-06-14,,SFG,"W, 11-5",9.0,6,5,4,1,1,4,0,8,0,0,0,37,11
90,MIL,2025-06-14,,STL,"L, 5-8",9.0,10,8,6,2,2,5,0,8,1,0,0,42,16
91,MIN,2025-06-14,@,HOU,"L, 2-3",8.2,4,3,3,0,1,4,0,10,0,0,0,34,8
92,NYM,2025-06-14,,TBR,"L, 4-8",9.0,12,8,4,4,1,3,0,11,2,0,1,43,18
93,NYY,2025-06-14,@,BOS,"L, 3-4",8.0,7,4,3,1,0,3,0,5,1,0,0,33,11
94,ATH,2025-06-14,@,KCR,"W, 4-0",9.0,4,0,0,0,0,1,0,12,1,1,0,33,6
95,PHI,2025-06-14,,TOR,"W, 3-2",9.0,5,2,2,0,0,0,0,7,1,0,0,33,6
96,PIT,2025-06-14,@,CHC,"L, 1-2",8.0,6,2,2,0,1,0,0,10,0,0,1,30,6
97,SDP,2025-06-14,@,ARI,"L, 7-8",8.1,9,8,8,0,1,5,0,12,0,0,0,40,14
98,SEA,2025-06-14,,CLE,"W, 4-3",9.0,8,3,3,0,1,3,0,9,0,0,1,37,11
99,SFG,2025-06-14,@,LAD,"L, 5-11",8.0,11,11,11,0,4,10,1,1,0,0,0,44,21
100,STL,2025-06-14,@,MIL,"W, 8-5",9.0,9,5,4,1,1,5,0,14,2,0,1,43,16
101,TBR,2025-06-14,@,NYM,"W, 8-4",9.0,11,4,4,0,2,1,0,5,0,0,1,37,12
102,TEX,2025-06-14,,CHW,"W, 5-4 (11)",11.0,9,4,4,0,0,2,1,15,0,0,0,43,11
103,TOR,2025-06-14,@,PHI,"L, 2-3",8.0,4,3,3,0,1,5,0,6,2,0,0,34,11
104,WSN,2025-06-14,,MIA,"L, 3-4",9.0,11,4,3,1,1,1,0,7,0,0,0,40,13
105,LAA,2025-06-13,@,BAL,"L, 0-2",8.0,6,2,2,0,2,3,1,6,0,0,0,32,9
106,ARI,2025-06-13,,SDP,"W, 5-1",9.0,6,1,0,1,0,2,0,5,0,0,0,33,8
107,ATL,2025-06-13,,COL,"W, 12-4",9.0,14,4,4,0,1,4,0,8,2,0,0,43,20
108,BAL,2025-06-13,,LAA,"W, 2-0",9.0,8,0,0,0,0,1,0,15,0,0,0,34,9
109,BOS,2025-06-13,,NYY,"W, 2-1 (10)",10.0,4,1,1,0,1,1,0,8,0,0,0,34,6
110,CHC,2025-06-13,,PIT,"L, 1-2 (10)",10.0,6,2,1,1,0,3,0,7,0,0,0,37,9
111,CHW,2025-06-13,@,TEX,"L, 1-3",8.0,7,3,3,0,1,4,0,3,1,0,0,34,12
112,CIN,2025-06-13,@,DET,"L, 5-11",8.0,16,11,11,0,4,5,1,5,1,0,0,45,22
113,CLE,2025-06-13,@,SEA,"L, 2-7",8.0,16,7,7,0,2,4,0,3,0,0,0,44,20
114,COL,2025-06-13,@,ATL,"L, 4-12",8.0,15,12,11,1,2,3,0,10,0,0,2,42,19
115,DET,2025-06-13,,CIN,"W, 11-5",9.0,12,5,5,0,2,3,0,10,0,0,1,43,16
116,MIA,2025-06-13,@,WSN,"W, 11-9",9.0,16,9,9,0,1,2,0,11,1,0,0,46,19
117,HOU,2025-06-13,,MIN,"W, 10-3",9.0,8,3,3,0,3,1,0,8,0,0,0,34,9
118,KCR,2025-06-13,,ATH,"L, 4-6",9.0,11,6,6,0,2,3,0,8,1,0,0,42,15
119,LAD,2025-06-13,,SFG,"L, 2-6",9.0,10,6,6,0,3,5,0,9,0,0,0,41,15
120,MIL,2025-06-13,,STL,"W, 3-2",9.0,7,2,2,0,0,2,0,11,1,0,1,37,10
121,MIN,2025-06-13,@,HOU,"L, 3-10",8.0,14,10,9,1,1,3,0,9,0,0,0,40,18
122,NYM,2025-06-13,,TBR,"L, 5-7",9.0,13,7,7,0,2,3,0,4,0,0,0,41,16
123,NYY,2025-06-13,@,BOS,"L, 1-2 (10)",9.2,6,2,1,1,0,6,1,9,0,0,1,40,12
124,ATH,2025-06-13,@,KCR,"W, 6-4",9.0,7,4,4,0,0,4,0,2,0,0,0,37,11
125,PHI,2025-06-13,,TOR,"W, 8-0",9.0,5,0,0,0,0,3,0,7,0,0,0,35,9
126,PIT,2025-06-13,@,CHC,"W, 2-1 (10)",10.0,8,1,1,0,0,3,0,7,0,0,0,39,11
127,SDP,2025-06-13,@,ARI,"L, 1-5",8.0,7,5,4,1,2,3,0,9,1,0,1,36,11
128,SEA,2025-06-13,,CLE,"W, 7-2",9.0,4,2,2,0,2,3,0,8,0,0,0,33,8
129,SFG,2025-06-13,@,LAD,"W, 6-2",9.0,2,2,2,0,1,4,0,5,0,0,1,32,6
130,STL,2025-06-13,@,MIL,"L, 2-3",8.0,5,3,3,0,0,1,0,8,0,0,0,30,6
131,TBR,2025-06-13,@,NYM,"W, 7-5",9.0,7,5,0,5,0,7,0,13,1,1,0,44,18
132,TEX,2025-06-13,,CHW,"W, 3-1",9.0,6,1,1,0,0,2,0,9,0,0,0,35,8
133,TOR,2025-06-13,@,PHI,"L, 0-8",8.0,10,8,8,0,1,5,0,10,0,0,0,38,15
134,WSN,2025-06-13,,MIA,"L, 9-11",9.0,17,11,11,0,2,5,0,6,0,0,0,46,22
