Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
60,MIA,2025-06-08,@,TBR,"L, 2-3",34,33,2,7,7,0,0,0,2,1,1,1,7,.212,.235,.212,.447,7,0,0,0,0,0,2025-06-08
61,HOU,2025-06-08,@,CLE,"L, 2-4",34,34,2,7,6,1,0,0,2,3,0,0,9,.206,.206,.235,.441,8,0,0,0,0,0,2025-06-08
62,KCR,2025-06-08,@,CHW,"W, 7-5",41,37,7,16,11,3,0,2,7,2,0,3,5,.432,.475,.676,1.151,25,4,0,1,0,0,2025-06-08
63,LAD,2025-06-08,@,STL,"W, 7-3",42,36,7,10,5,2,2,1,6,0,0,3,8,.278,.357,.528,.885,19,0,2,0,1,0,2025-06-08
64,MIL,2025-06-08,,SDP,"L, 0-1",37,30,0,4,4,0,0,0,0,1,0,6,9,.133,.297,.133,.431,4,0,1,0,0,0,2025-06-08
65,MIN,2025-06-08,,TOR,"W, 6-3",43,34,6,12,9,1,0,2,6,0,0,8,7,.353,.465,.559,1.024,19,0,0,0,1,0,2025-06-08
66,NYM,2025-06-08,@,COL,"W, 13-5",49,43,13,17,9,2,0,6,13,2,0,6,10,.395,.469,.860,1.330,37,1,0,0,0,0,2025-06-08
67,NYY,2025-06-08,,BOS,"L, 7-11",42,35,7,10,6,1,0,3,7,0,0,6,6,.286,.381,.571,.952,20,1,0,0,1,0,2025-06-08
68,ATH,2025-06-08,,BAL,"W, 5-1",35,34,5,9,6,2,0,1,5,0,0,1,5,.265,.286,.412,.697,14,1,0,0,0,0,2025-06-08
69,PHI,2025-06-08,@,PIT,"L, 1-2",31,28,1,3,1,2,0,0,0,0,1,3,7,.107,.194,.179,.372,5,1,0,0,0,1,2025-06-08
70,PIT,2025-06-08,,PHI,"W, 2-1",34,30,2,7,6,1,0,0,2,1,1,3,12,.233,.324,.267,.590,8,0,1,0,0,0,2025-06-08
71,SDP,2025-06-08,@,MIL,"W, 1-0",31,28,1,3,2,0,0,1,1,0,0,2,6,.107,.167,.214,.381,6,1,0,1,0,0,2025-06-08
72,SEA,2025-06-08,@,LAA,"W, 3-2",41,39,3,11,8,3,0,0,3,1,0,1,11,.282,.317,.359,.676,14,0,1,0,0,0,2025-06-08
73,SFG,2025-06-08,,ATL,"W, 4-3",31,26,4,3,1,2,0,0,3,2,0,3,6,.115,.226,.192,.418,5,0,1,0,1,0,2025-06-08
74,STL,2025-06-08,,LAD,"L, 3-7",39,37,3,11,7,4,0,0,3,0,0,1,8,.297,.308,.405,.713,15,0,0,0,1,0,2025-06-08
75,TBR,2025-06-08,,MIA,"W, 3-2",31,28,3,6,3,2,0,1,3,2,0,1,7,.214,.233,.393,.626,11,0,0,1,1,0,2025-06-08
76,TEX,2025-06-08,@,WSN,"W, 4-2",39,37,4,11,6,3,0,2,4,1,0,2,7,.297,.333,.541,.874,20,2,0,0,0,0,2025-06-08
77,TOR,2025-06-08,@,MIN,"L, 3-6",35,32,3,5,3,2,0,0,3,0,0,3,8,.156,.229,.219,.447,7,1,0,0,0,0,2025-06-08
78,WSN,2025-06-08,,TEX,"L, 2-4",33,31,2,7,5,1,0,1,2,0,1,2,11,.226,.273,.355,.628,11,2,0,0,0,0,2025-06-08
79,LAA,2025-06-07,,SEA,"W, 8-6",42,36,8,11,4,4,0,3,7,1,0,4,6,.306,.405,.667,1.071,24,0,2,0,0,0,2025-06-07
80,ARI,2025-06-07,@,CIN,"L, 1-13",36,33,1,7,6,0,0,1,1,0,0,3,8,.212,.278,.303,.581,10,1,0,0,0,0,2025-06-07
81,ATL,2025-06-07,@,SFG,"L, 2-3",36,34,2,7,5,1,0,1,2,0,0,2,10,.206,.250,.324,.574,11,0,0,0,0,1,2025-06-07
82,BAL,2025-06-07,@,ATH,"W, 7-4",42,36,7,11,8,1,0,2,6,1,0,4,8,.306,.381,.500,.881,18,1,1,0,1,0,2025-06-07
83,BOS,2025-06-07,@,NYY,"W, 10-7",45,39,10,14,9,4,0,1,10,1,0,5,8,.359,.444,.538,.983,21,2,1,0,0,0,2025-06-07
84,CHC,2025-06-07,@,DET,"W, 6-1",35,34,6,7,2,0,0,5,6,0,0,1,8,.206,.229,.647,.876,22,0,0,0,0,0,2025-06-07
85,CHW,2025-06-07,,KCR,"W, 4-1",34,32,4,9,4,3,0,2,4,0,0,1,9,.281,.294,.563,.857,18,0,0,0,1,0,2025-06-07
86,CIN,2025-06-07,,ARI,"W, 13-1",43,35,13,11,7,2,0,2,13,0,0,7,6,.314,.442,.543,.985,19,0,1,0,0,0,2025-06-07
87,CLE,2025-06-07,,HOU,"L, 3-5 (10)",44,35,3,6,4,1,0,1,3,0,1,8,15,.171,.341,.286,.627,10,0,1,0,0,0,2025-06-07
88,COL,2025-06-07,,NYM,"L, 1-8",36,36,1,10,7,2,0,1,1,0,0,0,9,.278,.278,.417,.694,15,2,0,0,0,0,2025-06-07
89,DET,2025-06-07,,CHC,"L, 1-6",34,32,1,7,6,0,1,0,1,1,0,2,7,.219,.265,.281,.546,9,1,0,0,0,0,2025-06-07
90,MIA,2025-06-07,@,TBR,"W, 11-10 (10)",42,39,11,13,8,4,0,1,11,1,1,3,9,.333,.381,.513,.894,20,2,0,0,0,0,2025-06-07
91,HOU,2025-06-07,@,CLE,"W, 5-3 (10)",39,36,5,6,4,1,0,1,4,1,0,3,7,.167,.231,.278,.509,10,0,0,0,0,0,2025-06-07
92,KCR,2025-06-07,@,CHW,"L, 1-4",36,33,1,8,7,0,0,1,1,0,0,3,9,.242,.306,.333,.639,11,2,0,0,0,0,2025-06-07
93,LAD,2025-06-07,@,STL,"L, 1-2",40,35,1,9,9,0,0,0,0,2,0,5,6,.257,.350,.257,.607,9,1,0,0,0,0,2025-06-07
94,MIL,2025-06-07,,SDP,"W, 4-3",35,27,4,8,7,0,0,1,4,0,0,5,2,.296,.382,.407,.790,11,2,0,0,2,0,2025-06-07
95,MIN,2025-06-07,,TOR,"L, 4-5",37,32,4,7,4,1,0,2,4,0,0,4,7,.219,.324,.438,.762,14,2,1,0,0,0,2025-06-07
96,NYM,2025-06-07,@,COL,"W, 8-1",42,38,8,12,8,1,0,3,8,3,0,2,5,.316,.357,.579,.936,22,2,1,0,1,0,2025-06-07
97,NYY,2025-06-07,,BOS,"L, 7-10",37,33,7,7,5,1,0,1,7,2,0,3,15,.212,.278,.333,.611,11,1,0,0,0,0,2025-06-07
98,ATH,2025-06-07,,BAL,"L, 4-7",43,34,4,8,6,2,0,0,4,1,0,8,14,.235,.395,.294,.689,10,0,1,0,0,0,2025-06-07
99,PHI,2025-06-07,@,PIT,"L, 1-2",30,30,1,4,2,1,0,1,1,0,0,0,8,.133,.133,.267,.400,8,0,0,0,0,0,2025-06-07
100,PIT,2025-06-07,,PHI,"W, 2-1",31,28,2,5,3,0,1,1,2,0,1,3,5,.179,.258,.357,.615,10,0,0,0,0,0,2025-06-07
101,SDP,2025-06-07,@,MIL,"L, 3-4",39,35,3,8,7,1,0,0,3,3,0,4,10,.229,.308,.257,.565,9,0,0,0,0,0,2025-06-07
102,SEA,2025-06-07,@,LAA,"L, 6-8",42,38,6,14,10,2,0,2,6,3,0,3,8,.368,.415,.579,.994,22,0,0,1,0,0,2025-06-07
103,SFG,2025-06-07,,ATL,"W, 3-2",31,31,3,5,2,1,0,2,3,0,0,0,13,.161,.161,.387,.548,12,0,0,0,0,0,2025-06-07
104,STL,2025-06-07,,LAD,"W, 2-1",36,32,2,9,8,1,0,0,2,0,1,2,11,.281,.343,.313,.655,10,0,1,1,0,0,2025-06-07
105,TBR,2025-06-07,,MIA,"L, 10-11 (10)",43,39,10,9,1,3,0,5,10,0,0,2,8,.231,.286,.692,.978,27,0,1,1,0,0,2025-06-07
106,TEX,2025-06-07,@,WSN,"W, 5-0",38,34,5,8,7,1,0,0,4,1,0,4,8,.235,.316,.265,.580,9,0,0,0,0,0,2025-06-07
107,TOR,2025-06-07,@,MIN,"W, 5-4",39,37,5,10,7,1,0,2,5,0,0,2,6,.270,.308,.459,.767,17,0,0,0,0,0,2025-06-07
108,WSN,2025-06-07,,TEX,"L, 0-5",30,28,0,3,3,0,0,0,0,0,1,1,9,.107,.167,.107,.274,3,1,1,0,0,0,2025-06-07
109,LAA,2025-06-06,,SEA,"W, 5-4",33,31,5,8,6,1,0,1,5,2,1,1,7,.258,.303,.387,.690,12,0,1,0,0,0,2025-06-06
110,ARI,2025-06-06,@,CIN,"L, 3-4 (10)",35,34,3,6,3,1,0,2,3,0,1,1,12,.176,.200,.382,.582,13,1,0,0,0,0,2025-06-06
111,ATL,2025-06-06,@,SFG,"L, 4-5 (10)",45,35,4,6,5,0,0,1,4,0,0,7,10,.171,.333,.257,.590,9,0,2,0,1,1,2025-06-06
112,BAL,2025-06-06,@,ATH,"L, 4-5",41,34,4,8,3,3,0,2,4,0,0,6,9,.235,.341,.500,.841,17,1,0,0,1,0,2025-06-06
113,BOS,2025-06-06,@,NYY,"L, 6-9",39,32,6,6,2,1,1,2,6,0,0,4,12,.188,.308,.469,.776,15,0,2,0,1,0,2025-06-06
114,CHC,2025-06-06,@,DET,"L, 1-3",34,34,1,9,6,3,0,0,1,0,1,0,6,.265,.265,.353,.618,12,0,0,0,0,0,2025-06-06
115,CHW,2025-06-06,,KCR,"W, 7-2",38,30,7,7,4,2,0,1,4,0,1,7,6,.233,.378,.400,.778,12,0,0,1,0,0,2025-06-06
116,CIN,2025-06-06,,ARI,"W, 4-3 (10)",41,35,4,9,5,2,0,2,4,0,0,4,10,.257,.333,.486,.819,17,0,0,2,0,0,2025-06-06
117,CLE,2025-06-06,,HOU,"L, 2-4",33,32,2,9,7,1,0,1,2,0,0,1,9,.281,.303,.406,.709,13,1,0,0,0,0,2025-06-06
118,COL,2025-06-06,,NYM,"L, 2-4",35,32,2,9,4,2,2,1,2,0,1,3,8,.281,.343,.563,.905,18,1,0,0,0,0,2025-06-06
119,DET,2025-06-06,,CHC,"W, 3-1",32,31,3,8,6,0,0,2,3,1,0,1,7,.258,.281,.452,.733,14,1,0,0,0,0,2025-06-06
120,MIA,2025-06-06,@,TBR,"L, 3-4",37,37,3,11,7,2,0,2,3,0,1,0,6,.297,.297,.514,.811,19,0,0,0,0,0,2025-06-06
121,HOU,2025-06-06,@,CLE,"W, 4-2",41,34,4,10,9,0,0,1,4,1,0,6,4,.294,.415,.382,.797,13,2,1,0,0,0,2025-06-06
122,KCR,2025-06-06,@,CHW,"L, 2-7",35,33,2,7,4,1,0,2,2,0,1,1,8,.212,.257,.424,.681,14,0,1,0,0,0,2025-06-06
123,LAD,2025-06-06,@,STL,"L, 0-5",36,36,0,10,7,3,0,0,0,0,0,0,9,.278,.278,.361,.639,13,1,0,0,0,0,2025-06-06
124,MIL,2025-06-06,,SDP,"L, 0-2",37,30,0,4,4,0,0,0,0,2,0,6,8,.133,.297,.133,.431,4,1,1,0,0,0,2025-06-06
125,MIN,2025-06-06,,TOR,"L, 4-6",38,34,4,7,4,2,0,1,4,0,0,4,11,.206,.289,.353,.642,12,0,0,0,0,0,2025-06-06
126,NYM,2025-06-06,@,COL,"W, 4-2",43,37,4,10,7,3,0,0,4,0,0,5,10,.270,.372,.351,.723,13,0,1,0,0,0,2025-06-06
127,NYY,2025-06-06,,BOS,"W, 9-6",43,38,9,14,9,2,0,3,9,3,1,4,10,.368,.442,.658,1.100,25,0,1,0,0,0,2025-06-06
128,ATH,2025-06-06,,BAL,"W, 5-4",36,35,5,11,9,2,0,0,5,1,0,1,8,.314,.333,.371,.705,13,1,0,0,0,0,2025-06-06
129,PHI,2025-06-06,@,PIT,"L, 4-5",37,34,4,7,4,3,0,0,4,2,0,3,10,.206,.270,.294,.564,10,0,0,0,0,0,2025-06-06
130,PIT,2025-06-06,,PHI,"W, 5-4",38,33,5,11,6,2,1,2,5,0,1,4,8,.333,.395,.636,1.031,21,1,0,0,1,0,2025-06-06
131,SDP,2025-06-06,@,MIL,"W, 2-0",37,34,2,8,6,1,0,1,2,0,0,3,12,.235,.297,.353,.650,12,1,0,0,0,0,2025-06-06
132,SEA,2025-06-06,@,LAA,"L, 4-5",37,33,4,8,6,1,1,0,4,3,0,3,5,.242,.297,.333,.631,11,1,0,0,1,1,2025-06-06
133,SFG,2025-06-06,,ATL,"W, 5-4 (10)",38,33,5,8,7,1,0,0,3,0,1,3,7,.242,.289,.273,.562,9,0,0,0,2,0,2025-06-06
134,STL,2025-06-06,,LAD,"W, 5-0",33,29,5,7,5,0,0,2,5,1,0,3,6,.241,.313,.448,.761,13,1,0,1,0,0,2025-06-06
135,TBR,2025-06-06,,MIA,"W, 4-3",37,34,4,11,8,3,0,0,4,2,0,3,10,.324,.378,.412,.790,14,1,0,0,0,0,2025-06-06
136,TEX,2025-06-06,@,WSN,"L, 0-2",32,30,0,2,2,0,0,0,0,0,0,1,8,.067,.125,.067,.192,2,0,1,0,0,0,2025-06-06
137,TOR,2025-06-06,@,MIN,"W, 6-4",36,34,6,7,3,2,0,2,6,0,1,1,4,.206,.250,.441,.691,15,0,1,0,0,0,2025-06-06
138,WSN,2025-06-06,,TEX,"W, 2-0",29,29,2,5,4,0,0,1,2,0,0,0,2,.172,.172,.276,.448,8,0,0,0,0,0,2025-06-06
