Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
51,TBR,2025-06-17,,BAL,"L, 1-5",35,32,1,7,6,1,0,0,1,0,0,3,7,.219,.286,.250,.536,8,1,0,0,0,0,2025-06-17
52,TEX,2025-06-17,,KCR,"L, 1-6",35,32,1,5,4,1,0,0,1,0,0,1,14,.156,.229,.188,.416,6,0,2,0,0,0,2025-06-17
53,TOR,2025-06-17,,ARI,"W, 5-4",38,34,5,9,3,3,0,3,5,0,0,1,8,.265,.342,.618,.960,21,0,3,0,0,0,2025-06-17
54,WSN,2025-06-17,,COL,"L, 6-10",43,39,6,12,7,3,0,2,5,1,0,4,4,.308,.372,.538,.911,21,1,0,0,0,0,2025-06-17
55,LAA,2025-06-16,@,NYY,"W, 1-0 (11)",42,40,1,7,5,1,1,0,1,1,0,2,7,.175,.214,.250,.464,10,0,0,0,0,1,2025-06-16
56,BAL,2025-06-16,@,TBR,"L, 1-7",30,28,1,4,3,0,0,1,1,0,0,2,11,.143,.200,.250,.450,7,2,0,0,0,0,2025-06-16
57,BOS,2025-06-16,@,SEA,"W, 2-0",33,30,2,4,2,0,1,1,2,0,0,3,12,.133,.212,.300,.512,9,1,0,0,0,0,2025-06-16
58,COL,2025-06-16,@,WSN,"W, 6-4",35,34,6,8,3,1,1,3,6,2,0,1,7,.235,.257,.588,.845,20,1,0,0,0,0,2025-06-16
59,MIA,2025-06-16,,PHI,"L, 2-5",35,31,2,5,4,0,1,0,2,0,0,1,7,.161,.229,.226,.454,7,0,2,0,1,0,2025-06-16
60,HOU,2025-06-16,@,ATH,"L, 1-3",33,32,1,8,5,2,0,1,1,0,0,1,9,.250,.273,.406,.679,13,2,0,0,0,0,2025-06-16
61,LAD,2025-06-16,,SDP,"W, 6-3",38,35,6,10,7,3,0,0,6,2,0,2,12,.286,.342,.371,.714,13,0,1,0,0,0,2025-06-16
62,NYY,2025-06-16,,LAA,"L, 0-1 (11)",43,39,0,8,6,2,0,0,0,1,0,3,10,.205,.262,.256,.518,10,1,0,1,0,2,2025-06-16
63,ATH,2025-06-16,,HOU,"W, 3-1",32,29,3,6,4,0,0,2,3,0,0,2,10,.207,.281,.414,.695,12,1,1,0,0,0,2025-06-16
64,PHI,2025-06-16,@,MIA,"W, 5-2",40,37,5,10,4,3,1,2,5,0,0,2,6,.270,.325,.568,.893,21,0,1,0,0,0,2025-06-16
65,SDP,2025-06-16,@,LAD,"L, 3-6",35,32,3,6,3,2,0,1,3,0,0,2,7,.188,.229,.344,.572,11,0,0,0,1,0,2025-06-16
66,SEA,2025-06-16,,BOS,"L, 0-2",34,30,0,4,4,0,0,0,0,1,0,4,15,.133,.235,.133,.369,4,1,0,0,0,0,2025-06-16
67,TBR,2025-06-16,,BAL,"W, 7-1",39,35,7,14,8,4,0,2,7,0,0,2,10,.400,.447,.686,1.133,24,2,1,1,0,0,2025-06-16
68,WSN,2025-06-16,,COL,"L, 4-6",34,28,4,4,1,1,0,2,4,2,1,5,4,.143,.265,.393,.658,11,1,0,0,1,0,2025-06-16
69,LAA,2025-06-15,@,BAL,"L, 2-11",33,31,2,5,3,1,0,1,1,0,0,2,8,.161,.212,.290,.502,9,1,0,0,0,0,2025-06-15
70,ARI,2025-06-15,,SDP,"L, 2-8",31,30,2,3,2,0,0,1,2,0,0,1,14,.100,.129,.200,.329,6,0,0,0,0,0,2025-06-15
71,ATL,2025-06-15,,COL,"L, 1-10",33,31,1,6,6,0,0,0,1,0,0,2,8,.194,.242,.194,.436,6,1,0,0,0,0,2025-06-15
72,BAL,2025-06-15,,LAA,"W, 11-2",38,35,11,12,6,3,0,3,10,0,1,3,14,.343,.395,.686,1.080,24,1,0,0,0,1,2025-06-15
73,BOS,2025-06-15,,NYY,"W, 2-0",31,28,2,6,4,0,1,1,2,0,0,3,11,.214,.290,.393,.683,11,3,0,0,0,0,2025-06-15
74,CHC,2025-06-15,,PIT,"W, 3-2 (10)",37,34,3,6,4,2,0,0,3,3,0,3,4,.176,.243,.235,.479,8,0,0,0,0,1,2025-06-15
75,CHW,2025-06-15,@,TEX,"L, 1-2",36,34,1,8,6,1,0,1,1,2,1,2,12,.235,.278,.353,.631,12,0,0,0,0,0,2025-06-15
76,CIN,2025-06-15,@,DET,"W, 8-4",40,36,8,11,9,1,0,1,7,0,1,2,5,.306,.325,.417,.742,15,2,0,0,2,0,2025-06-15
77,CLE,2025-06-15,@,SEA,"L, 0-6",30,29,0,4,4,0,0,0,0,0,0,1,6,.138,.167,.138,.305,4,2,0,0,0,0,2025-06-15
78,COL,2025-06-15,@,ATL,"W, 10-1",42,34,10,10,7,1,1,1,9,0,0,5,16,.294,.405,.471,.875,16,1,2,0,1,0,2025-06-15
79,DET,2025-06-15,,CIN,"L, 4-8",39,36,4,9,3,4,0,2,4,0,0,3,9,.250,.308,.528,.835,19,0,0,0,0,0,2025-06-15
80,MIA,2025-06-15,@,WSN,"W, 3-1",40,35,3,11,9,1,0,1,3,1,0,3,7,.314,.350,.429,.779,15,1,0,0,2,0,2025-06-15
81,HOU,2025-06-15,,MIN,"W, 2-1 (10)",35,30,2,4,4,0,0,0,2,1,0,2,8,.133,.206,.133,.339,4,1,1,1,1,0,2025-06-15
82,KCR,2025-06-15,,ATH,"L, 2-3",35,33,2,8,6,2,0,0,2,1,1,0,7,.242,.265,.303,.568,10,0,1,1,0,0,2025-06-15
83,LAD,2025-06-15,,SFG,"W, 5-4",33,30,5,8,6,0,0,2,5,0,0,2,9,.267,.303,.467,.770,14,1,0,0,1,0,2025-06-15
84,MIL,2025-06-15,,STL,"W, 3-2",33,31,3,9,6,2,0,1,3,1,0,1,10,.290,.303,.452,.755,14,1,0,0,1,0,2025-06-15
85,MIN,2025-06-15,@,HOU,"L, 1-2 (10)",38,37,1,8,6,1,0,1,1,0,0,0,12,.216,.237,.324,.561,12,1,1,0,0,0,2025-06-15
86,NYM,2025-06-15,,TBR,"L, 0-9",39,31,0,5,5,0,0,0,0,1,0,7,8,.161,.333,.161,.495,5,1,1,0,0,0,2025-06-15
87,NYY,2025-06-15,@,BOS,"L, 0-2",33,30,0,5,4,1,0,0,0,0,1,3,11,.167,.242,.200,.442,6,2,0,0,0,0,2025-06-15
88,ATH,2025-06-15,@,KCR,"W, 3-2",37,34,3,9,4,3,0,2,3,0,1,3,10,.265,.324,.529,.854,18,1,0,0,0,0,2025-06-15
89,PHI,2025-06-15,,TOR,"W, 11-4",44,39,11,18,14,2,0,2,11,1,1,5,6,.462,.523,.667,1.189,26,2,0,0,0,1,2025-06-15
90,PIT,2025-06-15,@,CHC,"L, 2-3 (10)",36,33,2,4,4,0,0,0,2,0,0,3,6,.121,.194,.121,.316,4,1,0,0,0,0,2025-06-15
91,SDP,2025-06-15,@,ARI,"W, 8-2",41,40,8,13,6,5,0,2,8,1,0,1,9,.325,.341,.600,.941,24,0,0,0,0,0,2025-06-15
92,SEA,2025-06-15,,CLE,"W, 6-0",36,29,6,5,3,1,0,1,6,2,0,5,6,.172,.333,.310,.644,9,0,2,0,0,0,2025-06-15
93,SFG,2025-06-15,@,LAD,"L, 4-5",40,34,4,7,4,1,1,1,4,0,0,4,8,.206,.325,.382,.707,13,0,2,0,0,1,2025-06-15
94,STL,2025-06-15,@,MIL,"L, 2-3",36,35,2,9,7,1,0,1,2,0,0,0,8,.257,.278,.371,.649,13,1,1,0,0,0,2025-06-15
95,TBR,2025-06-15,@,NYM,"W, 9-0",43,34,9,9,7,1,0,1,8,0,0,9,8,.265,.419,.382,.801,13,1,0,0,0,0,2025-06-15
96,TEX,2025-06-15,,CHW,"W, 2-1",37,31,2,9,4,5,0,0,2,0,0,5,4,.290,.378,.452,.830,14,1,0,0,1,0,2025-06-15
97,TOR,2025-06-15,@,PHI,"L, 4-11",36,33,4,8,8,0,0,0,3,0,0,2,10,.242,.278,.242,.520,8,1,0,0,1,0,2025-06-15
98,WSN,2025-06-15,,MIA,"L, 1-3",37,31,1,6,4,2,0,0,1,1,0,4,3,.194,.324,.258,.582,8,2,2,0,0,0,2025-06-15
99,LAA,2025-06-14,@,BAL,"L, 5-6",41,34,5,8,4,1,0,3,5,0,1,5,10,.235,.366,.529,.895,18,0,2,0,0,0,2025-06-14
100,ARI,2025-06-14,,SDP,"W, 8-7",40,35,8,9,7,0,1,1,8,1,0,5,12,.257,.350,.400,.750,14,0,0,0,0,0,2025-06-14
101,ATL,2025-06-14,,COL,"W, 4-1",33,30,4,7,6,0,0,1,4,0,0,3,6,.233,.303,.333,.636,10,2,0,0,0,0,2025-06-14
102,BAL,2025-06-14,,LAA,"W, 6-5",37,34,6,11,7,2,0,2,6,1,0,2,6,.324,.378,.559,.937,19,1,1,0,0,0,2025-06-14
103,BOS,2025-06-14,,NYY,"W, 4-3",33,27,4,7,2,5,0,0,3,0,0,3,5,.259,.344,.444,.788,12,2,1,1,1,0,2025-06-14
104,CHC,2025-06-14,,PIT,"W, 2-1",30,29,2,6,5,0,0,1,2,2,0,0,10,.207,.200,.310,.510,9,0,0,0,1,0,2025-06-14
105,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",43,40,4,9,7,2,0,0,4,0,0,2,15,.225,.256,.275,.531,11,1,0,0,1,1,2025-06-14
106,CIN,2025-06-14,@,DET,"W, 11-1",44,37,11,12,6,2,0,4,11,0,0,6,7,.324,.409,.703,1.112,26,1,0,0,1,0,2025-06-14
107,CLE,2025-06-14,@,SEA,"L, 3-4",37,34,3,8,5,2,0,1,2,2,0,3,9,.235,.297,.382,.680,13,1,0,0,0,0,2025-06-14
108,COL,2025-06-14,@,ATL,"L, 1-4",33,32,1,4,3,1,0,0,1,0,0,1,19,.125,.152,.156,.308,5,0,0,0,0,0,2025-06-14
109,DET,2025-06-14,,CIN,"L, 1-11",35,30,1,4,2,2,0,0,1,1,0,3,4,.133,.235,.200,.435,6,0,1,0,0,0,2025-06-14
110,MIA,2025-06-14,@,WSN,"W, 4-3",40,39,4,11,9,1,0,1,3,0,0,1,7,.282,.300,.385,.685,15,0,0,0,0,0,2025-06-14
111,HOU,2025-06-14,,MIN,"W, 3-2",34,30,3,4,3,0,0,1,3,1,0,4,10,.133,.235,.233,.469,7,0,0,0,0,0,2025-06-14
112,KCR,2025-06-14,,ATH,"L, 0-4",33,31,0,4,3,1,0,0,0,0,0,1,12,.129,.182,.161,.343,5,0,1,0,0,0,2025-06-14
113,LAD,2025-06-14,,SFG,"W, 11-5",44,33,11,11,4,3,0,4,11,0,0,10,1,.333,.477,.788,1.265,26,1,0,0,1,1,2025-06-14
114,MIL,2025-06-14,,STL,"L, 5-8",43,35,5,9,5,2,1,1,4,1,0,5,14,.257,.381,.457,.838,16,0,2,1,0,0,2025-06-14
115,MIN,2025-06-14,@,HOU,"L, 2-3",33,30,2,3,2,0,0,1,2,2,0,2,17,.100,.182,.200,.382,6,0,1,0,0,0,2025-06-14
116,NYM,2025-06-14,,TBR,"L, 4-8",37,36,4,11,8,1,0,2,4,0,0,1,5,.306,.324,.500,.824,18,2,0,0,0,0,2025-06-14
117,NYY,2025-06-14,@,BOS,"L, 3-4",35,32,3,6,4,2,0,0,3,0,1,3,8,.188,.257,.250,.507,8,1,0,0,0,0,2025-06-14
118,ATH,2025-06-14,@,KCR,"W, 4-0",36,33,4,6,3,1,0,2,4,2,0,3,4,.182,.250,.394,.644,13,0,0,0,0,0,2025-06-14
119,PHI,2025-06-14,,TOR,"W, 3-2",34,27,3,4,3,0,0,1,3,0,0,5,6,.148,.324,.259,.583,7,0,2,0,0,0,2025-06-14
120,PIT,2025-06-14,@,CHC,"L, 1-2",32,30,1,5,4,0,0,1,1,0,1,2,6,.167,.219,.267,.485,8,1,0,0,0,0,2025-06-14
121,SDP,2025-06-14,@,ARI,"L, 7-8",42,35,7,11,8,2,0,1,7,0,1,6,8,.314,.405,.457,.862,16,2,0,0,1,1,2025-06-14
122,SEA,2025-06-14,,CLE,"W, 4-3",40,30,4,7,6,1,0,0,3,3,1,6,8,.233,.385,.267,.651,8,0,2,1,1,2,2025-06-14
123,SFG,2025-06-14,@,LAD,"L, 5-11",37,33,5,6,3,2,0,1,4,0,0,4,8,.182,.270,.333,.604,11,1,0,0,0,0,2025-06-14
124,STL,2025-06-14,@,MIL,"W, 8-5",42,36,8,10,8,0,0,2,7,0,0,5,8,.278,.381,.444,.825,16,1,1,0,0,0,2025-06-14
125,TBR,2025-06-14,@,NYM,"W, 8-4",43,37,8,12,7,3,1,1,7,0,2,3,11,.324,.405,.541,.945,20,0,2,1,0,0,2025-06-14
126,TEX,2025-06-14,,CHW,"W, 5-4 (11)",52,43,5,11,6,5,0,0,3,0,0,8,13,.256,.385,.372,.757,16,1,1,0,0,2,2025-06-14
127,TOR,2025-06-14,@,PHI,"L, 2-3",33,32,2,5,3,2,0,0,2,0,0,0,7,.156,.182,.219,.401,7,0,1,0,0,0,2025-06-14
128,WSN,2025-06-14,,MIA,"L, 3-4",39,33,3,7,5,2,0,0,2,0,0,6,6,.212,.333,.273,.606,9,2,0,0,0,1,2025-06-14
