Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
1,CHW,2025-06-19,,STL,"L, 6-8 (10)",43,38,6,8,5,1,0,2,6,1,0,5,9,.211,.302,.395,.697,15,0,0,0,0,1,2025-06-19 (2)
2,DET,2025-06-19,,PIT,"L, 4-8 (10)",40,34,4,5,1,3,0,1,4,0,0,6,12,.147,.275,.324,.599,11,1,0,0,0,0,2025-06-19 (2)
3,PIT,2025-06-19,@,DET,"W, 8-4 (10)",46,40,8,12,9,0,0,3,8,1,0,5,14,.300,.378,.525,.903,21,1,0,1,0,1,2025-06-19 (2)
4,STL,2025-06-19,@,CHW,"W, 8-6 (10)",42,39,8,12,6,3,0,3,8,1,0,2,11,.308,.357,.615,.973,24,0,1,0,0,0,2025-06-19 (2)
5,CHW,2025-06-19,,STL,"L, 4-5",40,36,4,9,7,0,1,1,3,3,0,3,10,.250,.308,.389,.697,14,1,0,1,0,0,2025-06-19 (1)
6,DET,2025-06-19,,PIT,"W, 9-2",40,32,9,12,8,3,0,1,9,0,0,3,4,.375,.400,.563,.963,18,0,1,0,4,0,2025-06-19 (1)
7,PIT,2025-06-19,@,DET,"L, 2-9",37,32,2,6,4,2,0,0,2,0,0,4,9,.188,.270,.250,.520,8,0,0,0,1,0,2025-06-19 (1)
8,STL,2025-06-19,@,CHW,"W, 5-4",42,34,5,8,7,0,0,1,5,0,1,6,11,.235,.341,.324,.665,11,0,0,0,1,1,2025-06-19 (1)
9,LAA,2025-06-19,@,NYY,"L, 3-7",35,32,3,5,2,0,0,3,3,0,0,1,10,.156,.229,.438,.666,14,0,2,0,0,0,2025-06-19
10,ARI,2025-06-19,@,TOR,"W, 9-5",41,33,9,9,5,2,0,2,9,1,1,5,8,.273,.366,.515,.881,17,0,1,0,2,0,2025-06-19
11,ATL,2025-06-19,,NYM,"W, 7-1",41,32,7,8,5,3,0,0,7,0,0,9,6,.250,.415,.344,.758,11,0,0,0,0,0,2025-06-19
12,BAL,2025-06-19,@,TBR,"W, 4-1",38,31,4,6,4,1,0,1,4,0,1,6,9,.194,.342,.323,.665,10,1,1,0,0,0,2025-06-19
13,CHC,2025-06-19,,MIL,"L, 7-8",39,32,7,6,3,0,0,3,7,0,0,5,9,.188,.333,.469,.802,15,1,2,0,0,0,2025-06-19
14,CIN,2025-06-19,,MIN,"L, 5-12",38,37,5,10,7,2,0,1,5,0,0,1,10,.270,.289,.405,.695,15,0,0,0,0,0,2025-06-19
15,CLE,2025-06-19,@,SFG,"L, 1-2",34,34,1,7,5,2,0,0,1,2,0,0,12,.206,.206,.265,.471,9,0,0,0,0,0,2025-06-19
16,COL,2025-06-19,@,WSN,"L, 3-4 (11)",44,42,3,11,9,2,0,0,3,0,1,2,13,.262,.295,.310,.605,13,1,0,0,0,0,2025-06-19
17,MIA,2025-06-19,,PHI,"L, 1-2",33,33,1,6,5,1,0,0,1,0,0,0,4,.182,.182,.212,.394,7,1,0,0,0,0,2025-06-19
18,HOU,2025-06-19,@,ATH,"L, 4-6 (10)",43,36,4,8,6,1,0,1,4,0,0,5,10,.222,.349,.333,.682,12,2,2,0,0,0,2025-06-19
19,KCR,2025-06-19,@,TEX,"W, 4-1",36,32,4,6,1,2,0,3,4,0,0,4,2,.188,.278,.531,.809,17,1,0,0,0,1,2025-06-19
20,LAD,2025-06-19,,SDP,"L, 3-5",39,33,3,6,6,0,0,0,2,0,0,5,7,.182,.308,.182,.490,6,0,1,0,0,0,2025-06-19
21,MIL,2025-06-19,@,CHC,"W, 8-7",41,37,8,12,7,2,0,3,8,2,1,4,7,.324,.390,.622,1.012,23,1,0,0,0,1,2025-06-19
22,MIN,2025-06-19,@,CIN,"W, 12-5",53,44,12,17,7,6,0,4,12,0,0,8,10,.386,.491,.795,1.286,35,0,1,0,0,0,2025-06-19
23,NYM,2025-06-19,@,ATL,"L, 1-7",34,33,1,6,4,2,0,0,1,2,0,1,13,.182,.206,.242,.448,8,0,0,0,0,0,2025-06-19
24,NYY,2025-06-19,,LAA,"W, 7-3",35,31,7,12,7,3,0,2,7,0,1,3,6,.387,.429,.677,1.106,21,2,0,0,1,0,2025-06-19
25,ATH,2025-06-19,,HOU,"W, 6-4 (10)",42,39,6,11,6,1,0,4,5,1,0,3,11,.282,.333,.615,.949,24,0,0,0,0,0,2025-06-19
26,PHI,2025-06-19,@,MIA,"W, 2-1",34,30,2,6,4,1,0,1,2,0,1,3,6,.200,.294,.333,.627,10,1,1,0,0,0,2025-06-19
27,SDP,2025-06-19,@,LAD,"W, 5-3",39,34,5,11,7,2,1,1,5,0,0,1,6,.324,.368,.529,.898,18,2,2,1,1,0,2025-06-19
28,SFG,2025-06-19,,CLE,"W, 2-1",32,26,2,5,4,1,0,0,2,0,1,4,7,.192,.323,.231,.553,6,2,1,1,0,0,2025-06-19
29,TBR,2025-06-19,,BAL,"L, 1-4",36,31,1,8,7,1,0,0,1,1,0,3,13,.258,.343,.290,.633,9,1,1,1,0,0,2025-06-19
30,TEX,2025-06-19,,KCR,"L, 1-4",33,31,1,3,2,1,0,0,1,0,0,2,7,.097,.152,.129,.281,4,0,0,0,0,0,2025-06-19
31,TOR,2025-06-19,,ARI,"L, 5-9",35,31,5,6,2,1,0,3,5,0,0,2,7,.194,.286,.516,.802,16,2,2,0,0,0,2025-06-19
32,WSN,2025-06-19,,COL,"W, 4-3 (11)",38,36,4,8,5,1,0,2,4,0,1,0,5,.222,.222,.417,.639,15,0,0,2,0,0,2025-06-19
33,LAA,2025-06-18,@,NYY,"W, 3-2",39,34,3,8,6,0,0,2,3,1,1,5,7,.235,.333,.412,.745,14,1,0,0,0,0,2025-06-18
34,ARI,2025-06-18,@,TOR,"L, 1-8",35,33,1,6,5,0,1,0,1,0,0,1,12,.182,.229,.242,.471,8,0,1,0,0,0,2025-06-18
