Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
76,ATH,2025-06-17,,HOU,"L, 3-13",9.0,15,13,10,3,5,7,0,4,3,0,0,50,25
77,PHI,2025-06-17,@,MIA,"L, 3-8",8.0,13,8,8,0,2,5,0,7,0,0,0,41,18
78,PIT,2025-06-17,@,DET,"L, 3-7",8.0,9,7,7,0,4,3,0,7,1,0,0,35,13
79,SDP,2025-06-17,@,LAD,"L, 6-8",8.0,12,8,8,0,3,2,1,5,1,0,1,38,15
80,SEA,2025-06-17,,BOS,"W, 8-0",9.0,2,0,0,0,0,2,0,10,1,0,0,31,5
81,SFG,2025-06-17,,CLE,"L, 2-3",9.0,6,3,3,0,1,2,0,6,0,0,0,35,9
82,STL,2025-06-17,@,CHW,"W, 12-2",9.0,6,2,2,0,0,0,0,5,0,0,0,32,6
83,TBR,2025-06-17,,BAL,"L, 1-5",9.0,13,5,5,0,1,1,1,9,0,0,0,40,14
84,TEX,2025-06-17,,KCR,"L, 1-6",9.0,8,6,6,0,3,2,0,7,0,0,1,37,10
85,TOR,2025-06-17,,ARI,"W, 5-4",9.0,8,4,4,0,0,5,0,7,2,1,0,41,15
86,WSN,2025-06-17,,COL,"L, 6-10",9.0,10,10,10,0,7,4,0,12,4,0,0,43,18
87,LAA,2025-06-16,@,NYY,"W, 1-0 (11)",11.0,8,0,0,0,0,3,2,10,0,0,0,43,11
88,BAL,2025-06-16,@,TBR,"L, 1-7",8.0,14,7,7,0,2,2,0,10,1,0,0,39,17
89,BOS,2025-06-16,@,SEA,"W, 2-0",9.0,4,0,0,0,0,4,0,15,0,0,0,34,8
90,COL,2025-06-16,@,WSN,"W, 6-4",9.0,4,4,4,0,2,5,0,4,0,0,0,34,9
91,MIA,2025-06-16,,PHI,"L, 2-5",9.0,10,5,5,0,2,2,0,6,1,0,0,40,13
92,HOU,2025-06-16,@,ATH,"L, 1-3",8.0,6,3,3,0,2,2,0,10,1,0,0,32,10
93,LAD,2025-06-16,,SDP,"W, 6-3",9.0,6,3,3,0,1,2,0,7,0,0,1,35,8
94,NYY,2025-06-16,,LAA,"L, 0-1 (11)",11.0,7,1,0,1,0,2,1,7,0,0,0,42,9
95,ATH,2025-06-16,,HOU,"W, 3-1",9.0,8,1,1,0,1,1,0,9,0,0,0,33,9
96,PHI,2025-06-16,@,MIA,"W, 5-2",9.0,5,2,2,0,0,1,0,7,2,0,0,35,8
97,SDP,2025-06-16,@,LAD,"L, 3-6",8.0,10,6,6,0,0,2,0,12,1,0,0,38,14
98,SEA,2025-06-16,,BOS,"L, 0-2",9.0,4,2,2,0,1,3,0,12,0,0,0,33,7
99,TBR,2025-06-16,,BAL,"W, 7-1",9.0,4,1,1,0,1,2,0,11,0,0,0,30,6
100,WSN,2025-06-16,,COL,"L, 4-6",9.0,8,6,6,0,3,1,0,7,0,0,0,35,9
101,LAA,2025-06-15,@,BAL,"L, 2-11",8.0,12,11,9,2,3,3,1,14,0,0,0,38,16
102,ARI,2025-06-15,,SDP,"L, 2-8",9.0,13,8,8,0,2,1,0,9,0,0,0,41,14
103,ATL,2025-06-15,,COL,"L, 1-10",9.0,10,10,9,1,1,5,0,16,2,1,0,42,17
104,BAL,2025-06-15,,LAA,"W, 11-2",9.0,5,2,2,0,1,2,0,8,0,0,1,33,7
105,BOS,2025-06-15,,NYY,"W, 2-0",9.0,5,0,0,0,0,3,0,11,0,0,0,33,9
106,CHC,2025-06-15,,PIT,"W, 3-2 (10)",10.0,4,2,2,0,0,3,0,6,0,0,0,36,7
107,CHW,2025-06-15,@,TEX,"L, 1-2",8.0,9,2,2,0,0,5,0,4,0,0,0,37,14
108,CIN,2025-06-15,@,DET,"W, 8-4",9.0,9,4,4,0,2,3,0,9,0,0,0,39,12
109,CLE,2025-06-15,@,SEA,"L, 0-6",8.0,5,6,6,0,1,5,0,6,2,0,0,36,12
110,COL,2025-06-15,@,ATL,"W, 10-1",9.0,6,1,1,0,0,2,0,8,0,0,0,33,8
111,DET,2025-06-15,,CIN,"L, 4-8",9.0,11,8,3,5,1,2,0,5,0,0,2,40,14
112,MIA,2025-06-15,@,WSN,"W, 3-1",9.0,6,1,1,0,0,4,0,3,2,0,0,37,12
113,HOU,2025-06-15,,MIN,"W, 2-1 (10)",10.0,8,1,1,0,1,0,0,12,1,0,0,38,9
114,KCR,2025-06-15,,ATH,"L, 2-3",9.0,9,3,3,0,2,3,0,10,0,0,0,37,12
115,LAD,2025-06-15,,SFG,"W, 5-4",9.0,7,4,4,0,1,4,1,8,2,0,0,40,13
116,MIL,2025-06-15,,STL,"W, 3-2",9.0,9,2,2,0,1,0,0,8,1,0,1,36,10
117,MIN,2025-06-15,@,HOU,"L, 1-2 (10)",9.2,4,2,1,1,0,2,0,8,1,0,0,35,7
118,NYM,2025-06-15,,TBR,"L, 0-9",9.0,9,9,9,0,1,9,0,8,0,0,1,43,18
119,NYY,2025-06-15,@,BOS,"L, 0-2",8.0,6,2,2,0,1,3,0,11,0,0,0,31,10
120,ATH,2025-06-15,@,KCR,"W, 3-2",9.0,8,2,2,0,0,0,0,7,1,1,0,35,10
121,PHI,2025-06-15,,TOR,"W, 11-4",9.0,8,4,3,1,0,2,0,10,0,0,0,36,10
122,PIT,2025-06-15,@,CHC,"L, 2-3 (10)",9.1,6,3,2,1,0,3,1,4,0,0,0,37,9
123,SDP,2025-06-15,@,ARI,"W, 8-2",9.0,3,2,2,0,1,1,0,14,0,0,0,31,4
124,SEA,2025-06-15,,CLE,"W, 6-0",9.0,4,0,0,0,0,1,0,6,0,0,0,30,5
125,SFG,2025-06-15,@,LAD,"L, 4-5",8.0,8,5,5,0,2,2,0,9,0,0,0,33,10
126,STL,2025-06-15,@,MIL,"L, 2-3",8.0,9,3,3,0,1,1,0,10,0,0,1,33,10
127,TBR,2025-06-15,@,NYM,"W, 9-0",9.0,5,0,0,0,0,7,0,8,1,0,0,39,13
128,TEX,2025-06-15,,CHW,"W, 2-1",9.0,8,1,1,0,1,2,0,12,0,0,0,36,10
129,TOR,2025-06-15,@,PHI,"L, 4-11",8.0,18,11,11,0,2,5,1,6,0,0,0,44,23
130,WSN,2025-06-15,,MIA,"L, 1-3",9.0,11,3,3,0,1,3,0,7,0,0,1,40,14
