Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-14,@,BAL,"L, 5-6",8.0,11,6,6,0,2,2,0,6,1,0,1,37,14
2,ARI,2025-06-14,,SDP,"W, 8-7",9.0,11,7,6,1,1,6,1,8,0,0,0,42,17
3,ATL,2025-06-14,,COL,"W, 4-1",9.0,4,1,0,1,0,1,0,19,0,0,0,33,6
4,BAL,2025-06-14,,LAA,"W, 6-5",9.0,8,5,5,0,3,5,0,10,2,0,0,41,15
5,BOS,2025-06-14,,NYY,"W, 4-3",9.0,6,3,3,0,0,3,0,8,0,0,0,35,10
6,CHC,2025-06-14,,PIT,"W, 2-1",9.0,5,1,1,0,1,2,0,6,0,0,0,32,7
7,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",10.2,10,5,3,2,0,8,2,13,1,0,1,52,21
8,CIN,2025-06-14,@,DET,"W, 11-1",9.0,4,1,1,0,0,3,0,4,1,0,0,35,8
9,CLE,2025-06-14,@,SEA,"L, 3-4",8.2,7,4,4,0,0,6,2,8,2,1,1,40,15
10,COL,2025-06-14,@,ATL,"L, 1-4",8.0,7,4,3,1,1,3,0,6,0,0,0,33,11
11,DET,2025-06-14,,CIN,"L, 1-11",9.0,12,11,11,0,4,6,0,7,0,0,0,44,18
12,MIA,2025-06-14,@,WSN,"W, 4-3",9.0,7,3,3,0,0,6,1,6,0,0,1,39,14
13,HOU,2025-06-14,,MIN,"W, 3-2",9.0,3,2,2,0,1,2,0,17,1,0,0,33,6
14,KCR,2025-06-14,,ATH,"L, 0-4",9.0,6,4,4,0,2,3,0,4,0,0,0,36,9
15,LAD,2025-06-14,,SFG,"W, 11-5",9.0,6,5,4,1,1,4,0,8,0,0,0,37,11
16,MIL,2025-06-14,,STL,"L, 5-8",9.0,10,8,6,2,2,5,0,8,1,0,0,42,16
17,MIN,2025-06-14,@,HOU,"L, 2-3",8.2,4,3,3,0,1,4,0,10,0,0,0,34,8
18,NYM,2025-06-14,,TBR,"L, 4-8",9.0,12,8,4,4,1,3,0,11,2,0,1,43,18
19,NYY,2025-06-14,@,BOS,"L, 3-4",8.0,7,4,3,1,0,3,0,5,1,0,0,33,11
20,ATH,2025-06-14,@,KCR,"W, 4-0",9.0,4,0,0,0,0,1,0,12,1,1,0,33,6
21,PHI,2025-06-14,,TOR,"W, 3-2",9.0,5,2,2,0,0,0,0,7,1,0,0,33,6
22,PIT,2025-06-14,@,CHC,"L, 1-2",8.0,6,2,2,0,1,0,0,10,0,0,1,30,6
23,SDP,2025-06-14,@,ARI,"L, 7-8",8.1,9,8,8,0,1,5,0,12,0,0,0,40,14
24,SEA,2025-06-14,,CLE,"W, 4-3",9.0,8,3,3,0,1,3,0,9,0,0,1,37,11
25,SFG,2025-06-14,@,LAD,"L, 5-11",8.0,11,11,11,0,4,10,1,1,0,0,0,44,21
26,STL,2025-06-14,@,MIL,"W, 8-5",9.0,9,5,4,1,1,5,0,14,2,0,1,43,16
27,TBR,2025-06-14,@,NYM,"W, 8-4",9.0,11,4,4,0,2,1,0,5,0,0,1,37,12
