Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-16,@,NYY,"W, 1-0 (11)",11.0,8,0,0,0,0,3,2,10,0,0,0,43,11
2,BAL,2025-06-16,@,TBR,"L, 1-7",8.0,14,7,7,0,2,2,0,10,1,0,0,39,17
3,BOS,2025-06-16,@,SEA,"W, 2-0",9.0,4,0,0,0,0,4,0,15,0,0,0,34,8
4,COL,2025-06-16,@,WSN,"W, 6-4",9.0,4,4,4,0,2,5,0,4,0,0,0,34,9
5,MIA,2025-06-16,,PHI,"L, 2-5",9.0,10,5,5,0,2,2,0,6,1,0,0,40,13
6,HOU,2025-06-16,@,ATH,"L, 1-3",8.0,6,3,3,0,2,2,0,10,1,0,0,32,10
7,LAD,2025-06-16,,SDP,"W, 6-3",9.0,6,3,3,0,1,2,0,7,0,0,1,35,8
8,NYY,2025-06-16,,LAA,"L, 0-1 (11)",11.0,7,1,0,1,0,2,1,7,0,0,0,42,9
9,ATH,2025-06-16,,HOU,"W, 3-1",9.0,8,1,1,0,1,1,0,9,0,0,0,33,9
10,PHI,2025-06-16,@,MIA,"W, 5-2",9.0,5,2,2,0,0,1,0,7,2,0,0,35,8
11,SDP,2025-06-16,@,LAD,"L, 3-6",8.0,10,6,6,0,0,2,0,12,1,0,0,38,14
12,SEA,2025-06-16,,BOS,"L, 0-2",9.0,4,2,2,0,1,3,0,12,0,0,0,33,7
13,TBR,2025-06-16,,BAL,"W, 7-1",9.0,4,1,1,0,1,2,0,11,0,0,0,30,6
14,WSN,2025-06-16,,COL,"L, 4-6",9.0,8,6,6,0,3,1,0,7,0,0,0,35,9
15,LAA,2025-06-15,@,BAL,"L, 2-11",8.0,12,11,9,2,3,3,1,14,0,0,0,38,16
16,ARI,2025-06-15,,SDP,"L, 2-8",9.0,13,8,8,0,2,1,0,9,0,0,0,41,14
17,ATL,2025-06-15,,COL,"L, 1-10",9.0,9,10,9,1,1,5,0,16,2,1,0,42,17
