Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
26,STL,2025-06-15,@,MIL,"L, 2-3",36,35,2,9,7,1,0,1,2,0,0,0,8,.257,.278,.371,.649,13,1,1,0,0,0,2025-06-15
27,TBR,2025-06-15,@,NYM,"W, 9-0",43,34,9,9,7,1,0,1,8,0,0,9,8,.265,.419,.382,.801,13,1,0,0,0,0,2025-06-15
28,TEX,2025-06-15,,CHW,"W, 2-1",37,31,2,9,4,5,0,0,2,0,0,5,4,.290,.378,.452,.830,14,1,0,0,1,0,2025-06-15
29,TOR,2025-06-15,@,PHI,"L, 4-11",36,33,4,8,8,0,0,0,3,0,0,2,10,.242,.278,.242,.520,8,1,0,0,1,0,2025-06-15
30,WSN,2025-06-15,,MIA,"L, 1-3",37,31,1,6,4,2,0,0,1,1,0,4,3,.194,.324,.258,.582,8,2,2,0,0,0,2025-06-15
31,LAA,2025-06-14,@,BAL,"L, 5-6",41,34,5,8,4,1,0,3,5,0,1,5,10,.235,.366,.529,.895,18,0,2,0,0,0,2025-06-14
32,ARI,2025-06-14,,SDP,"W, 8-7",40,35,8,9,7,0,1,1,8,1,0,5,12,.257,.350,.400,.750,14,0,0,0,0,0,2025-06-14
33,ATL,2025-06-14,,COL,"W, 4-1",33,30,4,7,6,0,0,1,4,0,0,3,6,.233,.303,.333,.636,10,2,0,0,0,0,2025-06-14
34,BAL,2025-06-14,,LAA,"W, 6-5",37,34,6,11,7,2,0,2,6,1,0,2,6,.324,.378,.559,.937,19,1,1,0,0,0,2025-06-14
35,BOS,2025-06-14,,NYY,"W, 4-3",33,27,4,7,2,5,0,0,3,0,0,3,5,.259,.344,.444,.788,12,2,1,1,1,0,2025-06-14
36,CHC,2025-06-14,,PIT,"W, 2-1",30,29,2,6,5,0,0,1,2,2,0,0,10,.207,.200,.310,.510,9,0,0,0,1,0,2025-06-14
37,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",43,40,4,9,7,2,0,0,4,0,0,2,15,.225,.256,.275,.531,11,1,0,0,1,1,2025-06-14
38,CIN,2025-06-14,@,DET,"W, 11-1",44,37,11,12,6,2,0,4,11,0,0,6,7,.324,.409,.703,1.112,26,1,0,0,1,0,2025-06-14
39,CLE,2025-06-14,@,SEA,"L, 3-4",37,34,3,8,5,2,0,1,2,2,0,3,9,.235,.297,.382,.680,13,1,0,0,0,0,2025-06-14
40,COL,2025-06-14,@,ATL,"L, 1-4",33,32,1,4,3,1,0,0,1,0,0,1,19,.125,.152,.156,.308,5,0,0,0,0,0,2025-06-14
41,DET,2025-06-14,,CIN,"L, 1-11",35,30,1,4,2,2,0,0,1,1,0,3,4,.133,.235,.200,.435,6,0,1,0,0,0,2025-06-14
42,MIA,2025-06-14,@,WSN,"W, 4-3",40,39,4,11,9,1,0,1,3,0,0,1,7,.282,.300,.385,.685,15,0,0,0,0,0,2025-06-14
43,HOU,2025-06-14,,MIN,"W, 3-2",34,30,3,4,3,0,0,1,3,1,0,4,10,.133,.235,.233,.469,7,0,0,0,0,0,2025-06-14
44,KCR,2025-06-14,,ATH,"L, 0-4",33,31,0,4,3,1,0,0,0,0,0,1,12,.129,.182,.161,.343,5,0,1,0,0,0,2025-06-14
45,LAD,2025-06-14,,SFG,"W, 11-5",44,33,11,11,4,3,0,4,11,0,0,10,1,.333,.477,.788,1.265,26,1,0,0,1,1,2025-06-14
46,MIL,2025-06-14,,STL,"L, 5-8",43,35,5,9,5,2,1,1,4,1,0,5,14,.257,.381,.457,.838,16,0,2,1,0,0,2025-06-14
47,MIN,2025-06-14,@,HOU,"L, 2-3",33,30,2,3,2,0,0,1,2,2,0,2,17,.100,.182,.200,.382,6,0,1,0,0,0,2025-06-14
48,NYM,2025-06-14,,TBR,"L, 4-8",37,36,4,11,8,1,0,2,4,0,0,1,5,.306,.324,.500,.824,18,2,0,0,0,0,2025-06-14
49,NYY,2025-06-14,@,BOS,"L, 3-4",35,32,3,6,4,2,0,0,3,0,1,3,8,.188,.257,.250,.507,8,1,0,0,0,0,2025-06-14
50,ATH,2025-06-14,@,KCR,"W, 4-0",36,33,4,6,3,1,0,2,4,2,0,3,4,.182,.250,.394,.644,13,0,0,0,0,0,2025-06-14
51,PHI,2025-06-14,,TOR,"W, 3-2",34,27,3,4,3,0,0,1,3,0,0,5,6,.148,.324,.259,.583,7,0,2,0,0,0,2025-06-14
52,PIT,2025-06-14,@,CHC,"L, 1-2",32,30,1,5,4,0,0,1,1,0,1,2,6,.167,.219,.267,.485,8,1,0,0,0,0,2025-06-14
53,SDP,2025-06-14,@,ARI,"L, 7-8",42,35,7,11,8,2,0,1,7,0,1,6,8,.314,.405,.457,.862,16,2,0,0,1,1,2025-06-14
54,SEA,2025-06-14,,CLE,"W, 4-3",40,30,4,7,6,1,0,0,3,3,1,6,8,.233,.385,.267,.651,8,0,2,1,1,2,2025-06-14
55,SFG,2025-06-14,@,LAD,"L, 5-11",37,33,5,6,3,2,0,1,4,0,0,4,8,.182,.270,.333,.604,11,1,0,0,0,0,2025-06-14
56,STL,2025-06-14,@,MIL,"W, 8-5",42,36,8,10,8,0,0,2,7,0,0,5,8,.278,.381,.444,.825,16,1,1,0,0,0,2025-06-14
57,TBR,2025-06-14,@,NYM,"W, 8-4",43,37,8,12,7,3,1,1,7,0,2,3,11,.324,.405,.541,.945,20,0,2,1,0,0,2025-06-14
58,TEX,2025-06-14,,CHW,"W, 5-4 (11)",52,43,5,10,5,5,0,0,3,0,0,8,13,.233,.365,.349,.714,15,1,1,0,0,2,2025-06-14
59,TOR,2025-06-14,@,PHI,"L, 2-3",33,32,2,5,3,2,0,0,2,0,0,0,7,.156,.182,.219,.401,7,0,1,0,0,0,2025-06-14
60,WSN,2025-06-14,,MIA,"L, 3-4",39,33,3,7,5,2,0,0,2,0,0,6,6,.212,.333,.273,.606,9,2,0,0,0,1,2025-06-14
61,LAA,2025-06-13,@,BAL,"L, 0-2",34,33,0,8,8,0,0,0,0,2,0,1,15,.242,.265,.242,.507,8,2,0,0,0,0,2025-06-13
62,ARI,2025-06-13,,SDP,"W, 5-1",36,31,5,7,4,1,0,2,5,0,0,3,9,.226,.306,.452,.757,14,0,1,0,1,0,2025-06-13
63,ATL,2025-06-13,,COL,"W, 12-4",42,36,12,15,11,2,0,2,11,1,0,3,10,.417,.429,.639,1.067,23,1,0,0,3,0,2025-06-13
64,BAL,2025-06-13,,LAA,"W, 2-0",32,29,2,6,3,1,0,2,2,0,0,3,6,.207,.281,.448,.730,13,2,0,0,0,1,2025-06-13
65,BOS,2025-06-13,,NYY,"W, 2-1 (10)",40,34,2,6,6,0,0,0,2,1,1,6,9,.176,.300,.176,.476,6,0,0,0,0,1,2025-06-13
66,CHC,2025-06-13,,PIT,"L, 1-2 (10)",39,36,1,8,6,2,0,0,1,1,0,3,7,.222,.282,.278,.560,10,1,0,0,0,0,2025-06-13
67,CHW,2025-06-13,@,TEX,"L, 1-3",35,33,1,6,4,2,0,0,1,0,0,2,9,.182,.229,.242,.471,8,0,0,0,0,0,2025-06-13
68,CIN,2025-06-13,@,DET,"L, 5-11",43,40,5,12,7,3,0,2,5,0,0,3,10,.300,.349,.525,.874,21,0,0,0,0,0,2025-06-13
69,CLE,2025-06-13,@,SEA,"L, 2-7",33,30,2,4,2,0,0,2,2,0,0,3,8,.133,.212,.333,.545,10,2,0,0,0,0,2025-06-13
70,COL,2025-06-13,@,ATL,"L, 4-12",43,37,4,14,11,2,0,1,4,0,0,4,8,.378,.465,.514,.979,19,4,2,0,0,0,2025-06-13
71,DET,2025-06-13,,CIN,"W, 11-5",45,38,11,16,9,3,0,4,11,1,0,5,5,.421,.489,.816,1.305,31,0,1,0,1,1,2025-06-13
72,MIA,2025-06-13,@,WSN,"W, 11-9",46,40,11,17,13,2,0,2,11,0,1,5,6,.425,.478,.625,1.103,25,1,0,0,1,0,2025-06-13
73,HOU,2025-06-13,,MIN,"W, 10-3",40,36,10,14,8,4,1,1,10,0,1,3,9,.389,.425,.639,1.064,23,1,0,0,1,0,2025-06-13
74,KCR,2025-06-13,,ATH,"L, 4-6",37,32,4,7,4,2,1,0,4,1,0,4,2,.219,.297,.344,.641,11,1,0,0,1,0,2025-06-13
75,LAD,2025-06-13,,SFG,"L, 2-6",32,27,2,2,1,0,0,1,2,0,0,4,5,.074,.188,.185,.373,5,1,0,0,1,0,2025-06-13
76,MIL,2025-06-13,,STL,"W, 3-2",30,28,3,5,4,1,0,0,3,1,1,1,8,.179,.200,.214,.414,6,0,0,0,1,0,2025-06-13
77,MIN,2025-06-13,@,HOU,"L, 3-10",34,33,3,8,4,1,0,3,3,0,0,1,8,.242,.265,.545,.810,18,2,0,0,0,0,2025-06-13
78,NYM,2025-06-13,,TBR,"L, 5-7",44,36,5,7,6,1,0,0,5,0,0,7,13,.194,.341,.222,.563,8,1,1,0,0,0,2025-06-13
79,NYY,2025-06-13,@,BOS,"L, 1-2 (10)",34,33,1,4,3,0,0,1,1,1,1,1,8,.121,.147,.212,.359,7,1,0,0,0,0,2025-06-13
80,ATH,2025-06-13,@,KCR,"W, 6-4",42,38,6,11,9,0,0,2,6,1,0,3,8,.289,.357,.447,.805,17,0,1,0,0,0,2025-06-13
81,PHI,2025-06-13,,TOR,"W, 8-0",38,32,8,10,5,4,0,1,8,0,0,5,10,.313,.395,.531,.926,17,0,0,0,1,0,2025-06-13
82,PIT,2025-06-13,@,CHC,"W, 2-1 (10)",37,32,2,6,4,2,0,0,2,3,1,3,7,.188,.250,.250,.500,8,2,0,1,1,0,2025-06-13
83,SDP,2025-06-13,@,ARI,"L, 1-5",33,31,1,6,5,1,0,0,0,0,0,2,5,.194,.242,.226,.468,7,2,0,0,0,0,2025-06-13
84,SEA,2025-06-13,,CLE,"W, 7-2",44,40,7,16,8,6,0,2,7,1,0,4,3,.400,.455,.700,1.155,28,0,0,0,0,0,2025-06-13
85,SFG,2025-06-13,@,LAD,"W, 6-2",41,36,6,10,4,3,0,3,6,0,0,5,9,.278,.366,.611,.977,22,0,0,0,0,0,2025-06-13
86,STL,2025-06-13,@,MIL,"L, 2-3",37,34,2,7,4,3,0,0,2,1,0,2,11,.206,.270,.294,.564,10,0,1,0,0,0,2025-06-13
87,TBR,2025-06-13,@,NYM,"W, 7-5",41,38,7,13,11,0,0,2,7,1,1,3,4,.342,.390,.500,.890,19,1,0,0,0,0,2025-06-13
88,TEX,2025-06-13,,CHW,"W, 3-1",34,28,3,7,4,2,0,1,3,0,0,4,3,.250,.353,.429,.782,12,1,1,0,1,0,2025-06-13
89,TOR,2025-06-13,@,PHI,"L, 0-8",35,32,0,5,5,0,0,0,0,0,0,3,7,.156,.229,.156,.385,5,1,0,0,0,0,2025-06-13
90,WSN,2025-06-13,,MIA,"L, 9-11",46,43,9,16,14,1,0,1,9,0,0,2,11,.372,.413,.465,.878,20,0,1,0,0,0,2025-06-13
91,BAL,2025-06-12,,DET,"L, 1-4",33,30,1,4,3,0,0,1,1,0,0,3,8,.133,.212,.233,.445,7,1,0,0,0,0,2025-06-12
92,CHC,2025-06-12,,PIT,"W, 3-2",29,28,3,4,2,0,0,2,3,0,0,1,9,.143,.172,.357,.530,10,0,0,0,0,0,2025-06-12
93,CHW,2025-06-12,@,HOU,"L, 3-4",39,37,3,10,5,3,1,1,3,1,0,1,16,.270,.308,.486,.794,18,0,1,0,0,0,2025-06-12
94,COL,2025-06-12,,SFG,"W, 8-7",43,37,8,10,7,2,0,1,8,0,0,6,8,.270,.372,.405,.777,15,0,0,0,0,0,2025-06-12
95,DET,2025-06-12,@,BAL,"W, 4-1",36,33,4,7,4,1,0,2,4,1,0,3,10,.212,.278,.424,.702,14,1,0,0,0,0,2025-06-12
96,HOU,2025-06-12,,CHW,"W, 4-3",35,33,4,10,5,4,0,1,4,1,0,2,6,.303,.343,.515,.858,17,1,0,0,0,0,2025-06-12
97,KCR,2025-06-12,,NYY,"L, 0-1",33,31,0,5,4,0,1,0,0,0,0,2,5,.161,.212,.226,.438,7,1,0,0,0,0,2025-06-12
98,MIL,2025-06-12,,STL,"W, 6-0",34,33,6,12,9,1,1,1,6,0,0,1,4,.364,.382,.545,.928,18,2,0,0,0,0,2025-06-12
99,MIN,2025-06-12,,TEX,"L, 3-16",38,35,3,8,6,2,0,0,3,0,0,3,9,.229,.289,.286,.575,10,0,0,0,0,0,2025-06-12
100,NYM,2025-06-12,,WSN,"W, 4-3",36,30,4,7,3,2,0,2,4,2,1,5,6,.233,.361,.500,.861,15,1,1,0,0,0,2025-06-12
101,NYY,2025-06-12,@,KCR,"W, 1-0",35,30,1,5,4,1,0,0,0,0,0,4,7,.167,.265,.200,.465,6,0,0,1,0,0,2025-06-12
102,PIT,2025-06-12,@,CHC,"L, 2-3",34,30,2,4,3,1,0,0,2,0,1,3,10,.133,.235,.167,.402,5,0,1,0,0,0,2025-06-12
103,SFG,2025-06-12,@,COL,"L, 7-8",43,35,7,11,9,1,0,1,7,0,0,7,9,.314,.419,.429,.847,15,2,0,0,1,0,2025-06-12
104,STL,2025-06-12,@,MIL,"L, 0-6",32,27,0,3,3,0,0,0,0,0,0,4,7,.111,.250,.111,.361,3,2,1,0,0,0,2025-06-12
105,TEX,2025-06-12,@,MIN,"W, 16-3",53,43,16,16,9,1,0,6,16,1,0,9,5,.372,.491,.814,1.305,35,0,1,0,0,0,2025-06-12
106,WSN,2025-06-12,@,NYM,"L, 3-4",35,33,3,7,7,0,0,0,2,0,0,2,6,.212,.257,.212,.469,7,1,0,0,0,0,2025-06-12
107,LAA,2025-06-11,,ATH,"W, 6-5",35,31,6,9,8,0,0,1,6,0,0,2,12,.290,.343,.387,.730,12,1,1,0,1,0,2025-06-11
108,ARI,2025-06-11,,SEA,"W, 5-2",35,33,5,10,7,1,0,2,5,0,0,1,5,.303,.324,.515,.839,17,0,0,1,0,0,2025-06-11
109,ATL,2025-06-11,@,MIL,"W, 6-2",41,37,6,10,8,0,0,2,6,0,0,4,12,.270,.341,.432,.774,16,1,0,0,0,0,2025-06-11
110,BAL,2025-06-11,,DET,"W, 10-1",42,38,10,16,10,4,0,2,9,3,0,4,10,.421,.476,.684,1.160,26,1,0,0,0,0,2025-06-11
111,BOS,2025-06-11,,TBR,"W, 4-3",34,33,4,9,2,3,0,4,4,1,0,0,8,.273,.294,.727,1.021,24,0,1,0,0,0,2025-06-11
112,CHC,2025-06-11,@,PHI,"L, 2-7",36,35,2,8,5,3,0,0,2,0,0,1,11,.229,.250,.314,.564,11,0,0,0,0,0,2025-06-11
113,CHW,2025-06-11,@,HOU,"L, 2-10",35,34,2,8,6,2,0,0,2,0,0,1,12,.235,.257,.294,.551,10,1,0,0,0,0,2025-06-11
114,CIN,2025-06-11,@,CLE,"L, 2-11",34,31,2,5,3,0,0,2,2,0,0,2,7,.161,.235,.355,.590,11,1,1,0,0,0,2025-06-11
115,CLE,2025-06-11,,CIN,"W, 11-2",39,35,11,13,8,3,0,2,11,1,1,2,12,.371,.436,.629,1.064,22,1,2,0,0,0,2025-06-11
116,COL,2025-06-11,,SFG,"L, 7-10",42,38,7,13,9,2,1,1,6,1,0,3,6,.342,.381,.526,.907,20,1,0,0,1,0,2025-06-11
117,DET,2025-06-11,@,BAL,"L, 1-10",33,32,1,5,4,1,0,0,1,0,0,1,8,.156,.182,.188,.369,6,0,0,0,0,0,2025-06-11
118,MIA,2025-06-11,@,PIT,"L, 2-5",37,33,2,7,4,2,0,1,2,0,0,3,8,.212,.278,.364,.641,12,0,0,1,0,0,2025-06-11
119,HOU,2025-06-11,,CHW,"W, 10-2",40,37,10,15,7,7,0,1,9,1,0,3,9,.405,.450,.676,1.126,25,1,0,0,0,0,2025-06-11
120,KCR,2025-06-11,,NYY,"L, 3-6",37,34,3,8,6,1,0,1,2,0,0,3,9,.235,.297,.353,.650,12,0,0,0,0,0,2025-06-11
121,LAD,2025-06-11,@,SDP,"W, 5-2",41,37,5,10,7,0,1,2,5,0,0,3,8,.270,.341,.486,.828,18,0,1,0,0,0,2025-06-11
122,MIL,2025-06-11,,ATL,"L, 2-6",31,31,2,5,2,1,1,1,2,0,0,0,9,.161,.161,.355,.516,11,1,0,0,0,0,2025-06-11
123,MIN,2025-06-11,,TEX,"W, 6-2",36,32,6,10,5,3,1,1,6,1,1,4,5,.313,.389,.563,.951,18,1,0,0,0,0,2025-06-11
124,NYM,2025-06-11,,WSN,"W, 5-0",36,30,5,7,2,2,0,3,5,1,0,4,5,.233,.361,.600,.961,18,1,2,0,0,0,2025-06-11
125,NYY,2025-06-11,@,KCR,"W, 6-3",39,34,6,8,4,2,1,1,6,2,0,5,7,.235,.333,.441,.775,15,1,0,0,0,0,2025-06-11
126,ATH,2025-06-11,@,LAA,"L, 5-6",39,35,5,10,4,4,0,2,5,0,0,3,7,.286,.333,.571,.905,20,1,0,0,1,0,2025-06-11
127,PHI,2025-06-11,,CHC,"W, 7-2",36,33,7,10,5,2,1,2,7,2,1,3,9,.303,.361,.606,.967,20,0,0,0,0,0,2025-06-11
128,PIT,2025-06-11,,MIA,"W, 5-2",34,28,5,7,5,1,0,1,4,3,0,4,8,.250,.353,.393,.746,11,2,1,0,1,0,2025-06-11
129,SDP,2025-06-11,,LAD,"L, 2-5",36,29,2,4,4,0,0,0,2,0,0,6,7,.138,.278,.138,.416,4,0,0,0,1,0,2025-06-11
130,SEA,2025-06-11,@,ARI,"L, 2-5",35,33,2,8,4,3,0,1,2,0,1,2,7,.242,.286,.424,.710,14,1,0,0,0,0,2025-06-11
131,SFG,2025-06-11,@,COL,"W, 10-7",44,35,10,13,8,3,1,1,10,0,1,6,7,.371,.442,.600,1.042,21,1,0,1,2,0,2025-06-11
132,STL,2025-06-11,,TOR,"L, 2-5",37,34,2,7,5,1,0,1,2,1,0,2,11,.206,.270,.324,.594,11,0,1,0,0,0,2025-06-11
133,TBR,2025-06-11,@,BOS,"L, 3-4",37,33,3,8,6,1,0,1,3,1,2,2,10,.242,.324,.364,.688,12,0,2,0,0,0,2025-06-11
134,TEX,2025-06-11,@,MIN,"L, 2-6",35,33,2,7,3,3,0,1,2,1,1,2,7,.212,.257,.394,.651,13,0,0,0,0,0,2025-06-11
135,TOR,2025-06-11,@,STL,"W, 5-2",39,32,5,11,9,1,0,1,5,1,1,3,6,.344,.378,.469,.847,15,1,0,2,2,0,2025-06-11
136,WSN,2025-06-11,@,NYM,"L, 0-5",31,31,0,6,5,1,0,0,0,0,0,0,6,.194,.194,.226,.419,7,1,0,0,0,0,2025-06-11
