Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
97,KCR,2025-06-12,,NYY,"L, 0-1",9.0,5,1,0,1,0,4,0,7,0,0,0,35,9
98,MIL,2025-06-12,,STL,"W, 6-0",9.0,3,0,0,0,0,4,0,7,1,0,1,32,8
99,MIN,2025-06-12,,TEX,"L, 3-16",9.0,16,16,16,0,6,9,0,5,1,1,0,53,26
100,NYM,2025-06-12,,WSN,"W, 4-3",9.0,7,3,2,1,0,2,0,6,0,0,0,35,9
101,NYY,2025-06-12,@,KCR,"W, 1-0",9.0,5,0,0,0,0,2,0,5,0,0,0,33,7
102,PIT,2025-06-12,@,CHC,"L, 2-3",8.0,4,3,3,0,2,1,0,9,0,0,0,29,5
103,SFG,2025-06-12,@,COL,"L, 7-8",8.2,10,8,6,2,1,6,0,8,0,0,0,43,16
104,STL,2025-06-12,@,MIL,"L, 0-6",8.0,12,6,6,0,1,1,0,4,0,0,0,34,13
105,TEX,2025-06-12,@,MIN,"W, 16-3",9.0,8,3,3,0,0,3,0,9,0,0,0,38,11
106,WSN,2025-06-12,@,NYM,"L, 3-4",8.0,7,4,4,0,2,5,0,6,1,0,0,36,14
107,LAA,2025-06-11,,ATH,"W, 6-5",9.0,10,5,4,1,2,3,0,7,0,0,0,39,13
108,ARI,2025-06-11,,SEA,"W, 5-2",9.0,8,2,2,0,1,2,0,7,0,0,0,35,10
109,ATL,2025-06-11,@,MIL,"W, 6-2",9.0,5,2,2,0,1,0,0,9,0,0,0,31,5
110,BAL,2025-06-11,,DET,"W, 10-1",9.0,5,1,1,0,0,1,0,8,0,0,0,33,6
111,BOS,2025-06-11,,TBR,"W, 4-3",9.0,8,3,3,0,1,2,0,10,2,0,0,37,12
112,CHC,2025-06-11,@,PHI,"L, 2-7",8.0,10,7,7,0,2,3,0,9,0,0,0,36,13
113,CHW,2025-06-11,@,HOU,"L, 2-10",8.0,15,10,10,0,1,3,0,9,0,0,0,40,18
114,CIN,2025-06-11,@,CLE,"L, 2-11",8.0,13,11,11,0,2,2,0,12,2,0,0,39,17
115,CLE,2025-06-11,,CIN,"W, 11-2",9.0,5,2,2,0,2,2,0,7,1,0,0,34,8
116,COL,2025-06-11,,SFG,"L, 7-10",9.0,13,10,10,0,1,6,0,7,0,0,0,44,20
117,DET,2025-06-11,@,BAL,"L, 1-10",8.0,16,10,10,0,2,4,0,10,0,0,1,42,20
118,MIA,2025-06-11,@,PIT,"L, 2-5",8.0,7,5,4,1,1,4,0,8,1,0,0,34,12
119,HOU,2025-06-11,,CHW,"W, 10-2",9.0,8,2,2,0,0,1,0,12,0,0,0,35,9
120,KCR,2025-06-11,,NYY,"L, 3-6",9.0,8,6,6,0,1,5,0,7,0,0,0,39,13
121,LAD,2025-06-11,@,SDP,"W, 5-2",9.0,4,2,1,1,0,6,0,7,0,0,0,36,10
122,MIL,2025-06-11,,ATL,"L, 2-6",9.0,10,6,6,0,2,4,0,12,0,0,0,41,14
123,MIN,2025-06-11,,TEX,"W, 6-2",9.0,7,2,2,0,1,2,0,7,0,0,0,35,9
124,NYM,2025-06-11,,WSN,"W, 5-0",9.0,6,0,0,0,0,0,0,6,0,0,0,31,6
125,NYY,2025-06-11,@,KCR,"W, 6-3",9.0,8,3,2,1,1,3,0,9,0,1,0,37,11
126,ATH,2025-06-11,@,LAA,"L, 5-6",8.0,9,6,6,0,1,2,0,12,1,0,0,35,12
127,PHI,2025-06-11,,CHC,"W, 7-2",9.0,8,2,2,0,0,1,0,11,0,0,0,36,9
128,PIT,2025-06-11,,MIA,"W, 5-2",9.0,7,2,2,0,1,3,0,8,0,0,0,37,10
129,SDP,2025-06-11,,LAD,"L, 2-5",9.0,10,5,5,0,2,3,0,8,1,0,0,41,14
130,SEA,2025-06-11,@,ARI,"L, 2-5",8.0,10,5,5,0,2,1,0,5,0,0,0,35,11
131,SFG,2025-06-11,@,COL,"W, 10-7",9.0,13,7,5,2,1,3,0,6,0,0,1,42,17
132,STL,2025-06-11,,TOR,"L, 2-5",9.0,11,5,5,0,1,3,0,6,0,0,0,39,14
133,TBR,2025-06-11,@,BOS,"L, 3-4",8.0,9,4,4,0,4,0,0,8,1,0,0,34,10
134,TEX,2025-06-11,@,MIN,"L, 2-6",8.0,10,6,6,0,1,4,0,5,0,0,0,36,14
135,TOR,2025-06-11,@,STL,"W, 5-2",9.0,7,2,2,0,1,2,0,11,1,0,0,37,10
136,WSN,2025-06-11,@,NYM,"L, 0-5",8.0,7,5,5,0,3,4,0,5,2,0,0,36,13
