Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-15,@,BAL,"L, 2-11",8.0,12,11,9,2,3,3,1,14,0,0,0,38,16
2,ARI,2025-06-15,,SDP,"L, 2-8",9.0,13,8,8,0,2,1,0,9,0,0,0,41,14
3,ATL,2025-06-15,,COL,"L, 1-10",9.0,9,10,9,1,1,5,0,16,2,1,0,42,17
4,BAL,2025-06-15,,LAA,"W, 11-2",9.0,5,2,2,0,1,2,0,8,0,0,1,33,7
5,BOS,2025-06-15,,NYY,"W, 2-0",9.0,5,0,0,0,0,3,0,11,0,0,0,33,9
6,CHC,2025-06-15,,PIT,"W, 3-2 (10)",10.0,4,2,2,0,0,3,0,6,0,0,0,36,7
7,CHW,2025-06-15,@,TEX,"L, 1-2",8.0,9,2,2,0,0,5,0,4,0,0,0,37,14
8,CIN,2025-06-15,@,DET,"W, 8-4",9.0,9,4,4,0,2,3,0,9,0,0,0,39,12
9,CLE,2025-06-15,@,SEA,"L, 0-6",8.0,5,6,6,0,1,5,0,6,2,0,0,36,12
10,COL,2025-06-15,@,ATL,"W, 10-1",9.0,6,1,1,0,0,2,0,8,0,0,0,33,8
11,DET,2025-06-15,,CIN,"L, 4-8",9.0,11,8,3,5,1,2,0,5,0,0,2,40,14
12,MIA,2025-06-15,@,WSN,"W, 3-1",9.0,6,1,1,0,0,4,0,3,2,0,0,37,12
13,HOU,2025-06-15,,MIN,"W, 2-1 (10)",10.0,8,1,1,0,1,0,0,12,1,0,0,38,9
14,KCR,2025-06-15,,ATH,"L, 2-3",9.0,9,3,3,0,2,3,0,10,0,0,0,37,12
15,LAD,2025-06-15,,SFG,"W, 5-4",9.0,7,4,4,0,1,4,1,8,2,0,0,40,13
16,MIL,2025-06-15,,STL,"W, 3-2",9.0,9,2,2,0,1,0,0,8,1,0,1,36,10
17,MIN,2025-06-15,@,HOU,"L, 1-2 (10)",9.2,4,2,1,1,0,2,0,8,1,0,0,35,7
18,NYM,2025-06-15,,TBR,"L, 0-9",9.0,9,9,9,0,1,9,0,8,0,0,1,43,18
19,NYY,2025-06-15,@,BOS,"L, 0-2",8.0,6,2,2,0,1,3,0,11,0,0,0,31,10
20,ATH,2025-06-15,@,KCR,"W, 3-2",9.0,9,2,2,0,0,0,0,7,1,1,0,35,10
21,PHI,2025-06-15,,TOR,"W, 11-4",9.0,8,4,3,1,0,2,0,10,0,0,0,36,10
22,PIT,2025-06-15,@,CHC,"L, 2-3 (10)",9.1,6,3,2,1,0,3,1,4,0,0,0,37,9
23,SDP,2025-06-15,@,ARI,"W, 8-2",9.0,3,2,2,0,1,1,0,14,0,0,0,31,4
24,SEA,2025-06-15,,CLE,"W, 6-0",9.0,4,0,0,0,0,1,0,6,0,0,0,30,5
25,SFG,2025-06-15,@,LAD,"L, 4-5",8.0,8,5,5,0,2,2,0,9,0,0,0,33,10
26,STL,2025-06-15,@,MIL,"L, 2-3",8.0,9,3,3,0,1,1,0,10,0,0,1,33,10
27,TBR,2025-06-15,@,NYM,"W, 9-0",9.0,5,0,0,0,0,7,0,8,1,0,0,39,13
28,TEX,2025-06-15,,CHW,"W, 2-1",9.0,8,1,1,0,1,2,0,12,0,0,0,36,10
29,TOR,2025-06-15,@,PHI,"L, 4-11",8.0,18,11,11,0,2,5,1,6,0,0,0,44,23
30,WSN,2025-06-15,,MIA,"L, 1-3",9.0,11,3,3,0,1,3,0,7,0,0,1,40,14
31,LAA,2025-06-14,@,BAL,"L, 5-6",8.0,11,6,6,0,2,2,0,6,1,0,1,37,14
32,ARI,2025-06-14,,SDP,"W, 8-7",9.0,11,7,6,1,1,6,1,8,0,0,0,42,17
33,ATL,2025-06-14,,COL,"W, 4-1",9.0,4,1,0,1,0,1,0,19,0,0,0,33,6
34,BAL,2025-06-14,,LAA,"W, 6-5",9.0,8,5,5,0,3,5,0,10,2,0,0,41,15
35,BOS,2025-06-14,,NYY,"W, 4-3",9.0,6,3,3,0,0,3,0,8,0,0,0,35,10
36,CHC,2025-06-14,,PIT,"W, 2-1",9.0,5,1,1,0,1,2,0,6,0,0,0,32,7
37,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",10.2,10,5,3,2,0,8,2,13,1,0,1,52,21
38,CIN,2025-06-14,@,DET,"W, 11-1",9.0,4,1,1,0,0,3,0,4,1,0,0,35,8
39,CLE,2025-06-14,@,SEA,"L, 3-4",8.2,7,4,4,0,0,6,2,8,2,1,1,40,15
40,COL,2025-06-14,@,ATL,"L, 1-4",8.0,7,4,3,1,1,3,0,6,0,0,0,33,11
41,DET,2025-06-14,,CIN,"L, 1-11",9.0,12,11,11,0,4,6,0,7,0,0,0,44,18
42,MIA,2025-06-14,@,WSN,"W, 4-3",9.0,7,3,3,0,0,6,1,6,0,0,1,39,14
43,HOU,2025-06-14,,MIN,"W, 3-2",9.0,3,2,2,0,1,2,0,17,1,0,0,33,6
44,KCR,2025-06-14,,ATH,"L, 0-4",9.0,6,4,4,0,2,3,0,4,0,0,0,36,9
45,LAD,2025-06-14,,SFG,"W, 11-5",9.0,6,5,4,1,1,4,0,8,0,0,0,37,11
46,MIL,2025-06-14,,STL,"L, 5-8",9.0,10,8,6,2,2,5,0,8,1,0,0,42,16
47,MIN,2025-06-14,@,HOU,"L, 2-3",8.2,4,3,3,0,1,4,0,10,0,0,0,34,8
48,NYM,2025-06-14,,TBR,"L, 4-8",9.0,12,8,4,4,1,3,0,11,2,0,1,43,18
49,NYY,2025-06-14,@,BOS,"L, 3-4",8.0,7,4,3,1,0,3,0,5,1,0,0,33,11
50,ATH,2025-06-14,@,KCR,"W, 4-0",9.0,4,0,0,0,0,1,0,12,1,1,0,33,6
51,PHI,2025-06-14,,TOR,"W, 3-2",9.0,5,2,2,0,0,0,0,7,1,0,0,33,6
52,PIT,2025-06-14,@,CHC,"L, 1-2",8.0,6,2,2,0,1,0,0,10,0,0,1,30,6
53,SDP,2025-06-14,@,ARI,"L, 7-8",8.1,9,8,8,0,1,5,0,12,0,0,0,40,14
54,SEA,2025-06-14,,CLE,"W, 4-3",9.0,8,3,3,0,1,3,0,9,0,0,1,37,11
55,SFG,2025-06-14,@,LAD,"L, 5-11",8.0,11,11,11,0,4,10,1,1,0,0,0,44,21
56,STL,2025-06-14,@,MIL,"W, 8-5",9.0,9,5,4,1,1,5,0,14,2,0,1,43,16
57,TBR,2025-06-14,@,NYM,"W, 8-4",9.0,11,4,4,0,2,1,0,5,0,0,1,37,12
58,TEX,2025-06-14,,CHW,"W, 5-4 (11)",11.0,9,4,4,0,0,2,1,15,0,0,0,43,11
59,TOR,2025-06-14,@,PHI,"L, 2-3",8.0,4,3,3,0,1,5,0,6,2,0,0,34,11
60,WSN,2025-06-14,,MIA,"L, 3-4",9.0,11,4,3,1,1,1,0,7,0,0,0,40,13
61,LAA,2025-06-13,@,BAL,"L, 0-2",8.0,6,2,2,0,2,3,1,6,0,0,0,32,9
62,ARI,2025-06-13,,SDP,"W, 5-1",9.0,6,1,0,1,0,2,0,5,0,0,0,33,8
63,ATL,2025-06-13,,COL,"W, 12-4",9.0,14,4,4,0,1,4,0,8,2,0,0,43,20
64,BAL,2025-06-13,,LAA,"W, 2-0",9.0,8,0,0,0,0,1,0,15,0,0,0,34,9
65,BOS,2025-06-13,,NYY,"W, 2-1 (10)",10.0,4,1,1,0,1,1,0,8,0,0,0,34,6
66,CHC,2025-06-13,,PIT,"L, 1-2 (10)",10.0,6,2,1,1,0,3,0,7,0,0,0,37,9
67,CHW,2025-06-13,@,TEX,"L, 1-3",8.0,7,3,3,0,1,4,0,3,1,0,0,34,12
68,CIN,2025-06-13,@,DET,"L, 5-11",8.0,16,11,11,0,4,5,1,5,1,0,0,45,22
69,CLE,2025-06-13,@,SEA,"L, 2-7",8.0,16,7,7,0,2,4,0,3,0,0,0,44,20
70,COL,2025-06-13,@,ATL,"L, 4-12",8.0,15,12,11,1,2,3,0,10,0,0,2,42,19
71,DET,2025-06-13,,CIN,"W, 11-5",9.0,12,5,5,0,2,3,0,10,0,0,1,43,16
72,MIA,2025-06-13,@,WSN,"W, 11-9",9.0,16,9,9,0,1,2,0,11,1,0,0,46,19
73,HOU,2025-06-13,,MIN,"W, 10-3",9.0,8,3,3,0,3,1,0,8,0,0,0,34,9
74,KCR,2025-06-13,,ATH,"L, 4-6",9.0,11,6,6,0,2,3,0,8,1,0,0,42,15
75,LAD,2025-06-13,,SFG,"L, 2-6",9.0,10,6,6,0,3,5,0,9,0,0,0,41,15
76,MIL,2025-06-13,,STL,"W, 3-2",9.0,7,2,2,0,0,2,0,11,1,0,1,37,10
77,MIN,2025-06-13,@,HOU,"L, 3-10",8.0,14,10,9,1,1,3,0,9,0,0,0,40,18
78,NYM,2025-06-13,,TBR,"L, 5-7",9.0,13,7,7,0,2,3,0,4,0,0,0,41,16
79,NYY,2025-06-13,@,BOS,"L, 1-2 (10)",9.2,6,2,1,1,0,6,1,9,0,0,1,40,12
80,ATH,2025-06-13,@,KCR,"W, 6-4",9.0,7,4,4,0,0,4,0,2,0,0,0,37,11
81,PHI,2025-06-13,,TOR,"W, 8-0",9.0,5,0,0,0,0,3,0,7,0,0,0,35,9
82,PIT,2025-06-13,@,CHC,"W, 2-1 (10)",10.0,8,1,1,0,0,3,0,7,0,0,0,39,11
83,SDP,2025-06-13,@,ARI,"L, 1-5",8.0,7,5,4,1,2,3,0,9,1,0,1,36,11
84,SEA,2025-06-13,,CLE,"W, 7-2",9.0,4,2,2,0,2,3,0,8,0,0,0,33,8
85,SFG,2025-06-13,@,LAD,"W, 6-2",9.0,2,2,2,0,1,4,0,5,0,0,1,32,6
86,STL,2025-06-13,@,MIL,"L, 2-3",8.0,5,3,3,0,0,1,0,8,0,0,0,30,6
87,TBR,2025-06-13,@,NYM,"W, 7-5",9.0,7,5,0,5,0,7,0,13,1,1,0,44,18
88,TEX,2025-06-13,,CHW,"W, 3-1",9.0,6,1,1,0,0,2,0,9,0,0,0,35,8
89,TOR,2025-06-13,@,PHI,"L, 0-8",8.0,10,8,8,0,1,5,0,10,0,0,0,38,15
90,WSN,2025-06-13,,MIA,"L, 9-11",9.0,17,11,11,0,2,5,0,6,0,0,0,46,22
91,BAL,2025-06-12,,DET,"L, 1-4",9.0,7,4,4,0,2,3,0,10,0,0,0,36,10
92,CHC,2025-06-12,,PIT,"W, 3-2",9.0,4,2,2,0,0,3,0,10,1,0,0,34,8
93,CHW,2025-06-12,@,HOU,"L, 3-4",8.0,10,4,4,0,1,2,0,6,0,0,0,35,12
94,COL,2025-06-12,,SFG,"W, 8-7",9.0,11,7,7,0,1,7,0,9,0,0,2,43,18
95,DET,2025-06-12,@,BAL,"W, 4-1",9.0,4,1,1,0,1,3,0,8,0,0,0,33,7
96,HOU,2025-06-12,,CHW,"W, 4-3",9.0,10,3,3,0,1,1,0,16,1,0,1,39,12
